draw,plain_kino_1,plain_kino_2,plain_kino_3,plain_kino_4,plain_kino_5,plain_kino_6,plain_kino_7,plain_kino_8,plain_kino_9,plain_kino_10,plain_kino_11,plain_kino_12
1049,-197.2875,-169.405,-166.5208,-176.1417,-158.54,-167.5483,-172.4583,-169.3033,-174.5817,-172.4733,-144.7917,-154.7317
1050,-197.5125,-169.5933,-166.7,-176.3117,-158.0867,-167.7717,-172.6783,-169.6133,-174.8517,-172.7633,-145.1233,-155.055
1051,-197.6875,-169.735,-166.9625,-176.4783,-158.4133,-168.06,-172.9517,-169.9533,-175.2233,-173.1133,-145.4183,-155.1533
1052,-197.8708,-169.895,-167.1042,-176.4533,-158.5733,-168.29,-173.18,-170.3033,-175.5217,-173.43,-145.7167,-155.4417
1053,-198.1,-170.1183,-167.2083,-176.2917,-158.0967,-168.395,-173.3317,-170.57,-175.7533,-173.6567,-145.8717,-155.3883
1054,-198.25,-170.23,-167.25,-176.26,-157.5367,-168.4567,-173.4733,-170.7033,-176.0017,-173.7267,-145.935,-155.5733
1055,-198.3875,-170.3883,-167.4583,-176.5417,-157.8733,-168.8167,-173.8017,-171.06,-176.2917,-173.9933,-146.265,-155.8367
1056,-198.5667,-170.535,-167.5333,-176.67,-158.1633,-169.0917,-174.0083,-171.29,-176.575,-174.2167,-146.495,-156.1217
1057,-198.8,-170.7467,-167.7958,-176.6633,-157.6433,-169.3183,-174.2667,-171.57,-176.9017,-174.54,-146.7783,-156.475
1058,-199.0292,-170.92,-168.0,-176.9433,-157.7867,-169.465,-174.395,-171.7133,-177.12,-174.7,-146.95,-156.7383
1059,-199.2208,-171.0767,-167.9875,-176.7767,-157.2733,-169.5667,-174.5933,-171.92,-177.3133,-174.7367,-147.045,-156.9717
1060,-199.4167,-171.235,-168.1417,-177.0583,-157.6433,-169.9467,-174.9317,-172.3,-177.6633,-175.0833,-147.3183,-157.255
1061,-199.5875,-171.3533,-168.1042,-177.145,-157.1433,-170.0133,-174.8233,-172.3633,-177.4983,-175.1533,-147.1933,-157.27
1062,-199.8042,-171.5667,-168.2417,-177.285,-157.3367,-170.19,-175.03,-172.6733,-177.7783,-175.32,-147.4317,-157.3
1063,-199.9708,-171.7033,-168.4042,-177.2467,-157.6,-170.4517,-175.305,-172.93,-178.1067,-175.6533,-147.745,-157.6233
1064,-200.1625,-171.8667,-168.4917,-177.3567,-157.1633,-170.7233,-175.555,-173.2633,-178.4217,-175.81,-147.9583,-157.8017
1065,-200.3708,-172.01,-168.725,-177.68,-157.5333,-171.05,-175.82,-173.6467,-178.7883,-176.1167,-148.3217,-158.1567
1066,-200.5292,-172.1467,-168.8458,-177.625,-157.03,-171.2117,-175.8983,-172.29,-178.7467,-176.2933,-148.4683,-158.46
1067,-200.6917,-172.3067,-168.9667,-177.7617,-157.3167,-171.4967,-176.16,-172.6333,-179.05,-176.5233,-148.695,-158.6983
1068,-200.9,-172.5433,-169.325,-178.095,-157.6667,-171.8383,-176.465,-172.9767,-179.3533,-176.7933,-148.9983,-158.9517
1069,-201.1125,-172.7483,-169.6292,-178.4333,-157.9567,-172.0,-176.5817,-171.6533,-179.3767,-176.3033,-148.9067,-159.0233
1070,-201.3458,-172.9783,-169.9083,-178.4783,-157.5833,-172.2833,-176.8667,-171.98,-179.7067,-176.6067,-149.245,-159.4233
1071,-201.5083,-173.11,-169.9208,-178.4167,-157.1433,-172.5233,-177.0683,-172.3033,-179.945,-176.8433,-149.485,-159.6633
1072,-201.6875,-173.26,-169.9167,-178.5167,-157.2533,-172.7117,-177.18,-172.4367,-180.215,-177.07,-149.7267,-159.9467
1073,-201.85,-173.4433,-170.0833,-178.6767,-157.55,-172.98,-177.4667,-172.7233,-180.5117,-177.4333,-150.0333,-160.2767
1074,-202.0083,-173.6217,-170.2375,-178.8267,-157.83,-173.1767,-177.585,-171.4033,-180.55,-177.6667,-150.3133,-160.6167
1075,-202.1917,-173.7833,-170.4208,-178.965,-158.1633,-173.45,-177.8683,-171.6267,-180.4383,-177.53,-149.9467,-160.355
1076,-202.3667,-173.8933,-170.5208,-178.735,-158.3533,-173.5467,-177.94,-171.65,-180.5983,-177.5333,-150.06,-160.555
1077,-202.5208,-174.0233,-170.5125,-178.8283,-158.6233,-173.795,-178.1733,-171.9967,-180.9517,-177.78,-150.305,-160.8583
1078,-202.725,-174.14,-170.7,-178.7883,-158.8467,-173.9817,-178.4133,-172.3067,-181.2433,-178.1067,-150.655,-161.2283
1079,-202.8917,-174.32,-170.8458,-179.0917,-159.1633,-174.2783,-178.55,-172.43,-180.94,-177.4767,-150.4383,-159.825
1080,-203.0667,-174.4417,-170.9625,-179.2067,-158.6567,-171.8817,-170.4417,-147.6333,-174.5667,-176.8833,-148.0567,-157.9667
1081,-203.275,-174.6183,-171.0167,-178.85,-157.4433,-169.3683,-170.3483,-147.7867,-174.7583,-176.96,-148.1583,-158.1717
1082,-203.4917,-174.8083,-171.2458,-179.0267,-157.77,-169.6967,-170.615,-148.1267,-175.12,-177.2467,-148.505,-158.4683
1083,-203.675,-174.96,-171.2583,-178.6583,-157.07,-169.58,-170.6217,-148.2467,-175.0517,-177.3967,-148.3417,-158.5583
1084,-203.9042,-175.19,-171.4417,-178.8317,-156.74,-169.875,-170.76,-148.5367,-175.3417,-177.7133,-148.6783,-158.9233
1085,-204.1333,-175.38,-171.6167,-179.1517,-157.03,-170.08,-170.8133,-146.9867,-175.1917,-177.6633,-148.655,-158.6333
1086,-204.3083,-175.5267,-171.7208,-179.1367,-157.3333,-170.3483,-171.1017,-147.3567,-175.5633,-178.01,-149.005,-159.0317
1087,-204.5125,-175.7317,-171.9417,-179.4267,-157.57,-170.585,-171.3583,-147.61,-175.8433,-178.29,-149.215,-159.2933
1088,-204.7,-175.8967,-172.1792,-179.7133,-157.7767,-170.68,-171.575,-147.88,-176.1217,-178.5,-149.445,-159.2767
1089,-204.8583,-176.0167,-172.35,-180.005,-158.1267,-171.04,-171.9,-148.1733,-176.435,-178.68,-149.745,-159.615
1090,-205.0292,-176.16,-172.5833,-180.285,-158.4267,-171.1833,-171.94,-148.27,-176.6617,-178.7333,-149.86,-159.805
1091,-205.1667,-176.2933,-172.6125,-180.375,-158.0167,-168.8717,-172.1083,-148.5867,-176.9633,-178.7933,-149.305,-158.19
1092,-205.375,-176.4783,-172.9583,-180.71,-158.3867,-169.1617,-172.34,-148.8933,-177.3117,-179.0533,-149.63,-158.5717
1093,-205.5375,-176.635,-173.075,-180.9817,-158.6033,-169.38,-172.5467,-149.14,-177.5833,-179.26,-149.9067,-158.9083
1094,-205.7125,-176.8167,-173.1875,-181.27,-158.8633,-169.64,-172.6467,-147.7567,-177.5117,-178.5967,-149.735,-158.9
1095,-205.9125,-177.015,-173.2833,-181.4317,-158.47,-169.825,-172.7067,-147.9133,-177.7633,-178.72,-149.5583,-158.7533
1096,-206.1208,-177.2367,-173.5375,-181.7533,-158.8567,-170.0967,-172.975,-148.1967,-178.0717,-178.9833,-149.8883,-159.065
1097,-206.3292,-177.4117,-173.7375,-181.9017,-159.2033,-170.4567,-173.255,-148.4967,-178.3217,-179.1467,-150.1067,-159.2817
1098,-206.5375,-177.585,-173.7958,-181.5917,-158.79,-170.74,-173.5433,-148.76,-178.6233,-179.3967,-150.425,-159.575
1099,-206.725,-177.7167,-173.9375,-181.7317,-159.1,-171.0817,-173.8117,-149.04,-178.9167,-179.6933,-150.6867,-159.955
1100,-206.9167,-177.8967,-174.1083,-182.0383,-159.4067,-171.3117,-174.005,-149.29,-179.15,-180.0033,-151.0483,-160.3267
1101,-207.0833,-178.0583,-174.3167,-182.3833,-159.8067,-171.6583,-174.2117,-149.57,-179.425,-180.2267,-151.355,-160.6867
1102,-207.275,-178.21,-174.3708,-182.645,-160.1667,-171.9383,-174.52,-149.9267,-179.7933,-180.5967,-151.7017,-160.985
1103,-207.4417,-178.35,-174.5167,-182.7467,-159.6,-172.12,-174.72,-150.0167,-179.7467,-180.8067,-151.6483,-161.0933
1104,-207.6292,-178.4833,-174.6792,-182.9967,-159.87,-172.2933,-174.8783,-150.29,-180.0133,-180.9467,-151.8833,-161.1233
1105,-207.8458,-178.6533,-174.775,-183.2767,-160.1033,-172.4033,-174.9567,-148.78,-179.38,-180.8433,-151.9517,-161.3883
1106,-208.0875,-178.85,-175.0208,-183.41,-160.31,-172.5067,-175.035,-148.9833,-179.3983,-181.02,-152.19,-161.65
1107,-208.2833,-179.0433,-175.1375,-183.3783,-160.61,-172.8383,-175.2867,-149.28,-179.735,-181.27,-152.3983,-161.6233
1108,-208.4417,-179.2033,-175.375,-183.65,-160.8967,-173.0933,-175.52,-149.52,-179.7183,-181.4833,-152.29,-161.705
1109,-208.6292,-179.375,-175.625,-183.985,-161.2633,-173.4833,-175.8433,-149.8967,-180.0833,-181.8733,-152.6317,-162.105
1110,-208.7833,-179.5483,-175.825,-184.1517,-161.5567,-173.835,-176.05,-150.2033,-180.36,-182.08,-152.5167,-162.16
1111,-208.9958,-179.755,-175.9708,-184.2617,-161.0433,-173.8417,-176.2167,-150.2433,-180.2917,-182.2533,-152.7133,-162.2167
1112,-209.2167,-179.955,-176.1875,-184.565,-161.32,-174.07,-176.3917,-150.47,-180.2833,-182.3633,-152.925,-162.2917
1113,-209.35,-180.1017,-176.2167,-184.6633,-161.5267,-174.26,-176.46,-150.5967,-180.16,-182.3567,-153.0417,-162.2667
1114,-209.5125,-180.225,-176.2708,-184.79,-161.8233,-174.4633,-176.5333,-150.7333,-180.385,-182.3233,-152.775,-162.2383
1115,-209.7125,-180.4067,-176.4458,-184.9333,-162.07,-174.6567,-176.765,-151.09,-180.7283,-182.5333,-153.0067,-162.56
1116,-209.9125,-180.6033,-176.6958,-185.25,-162.3633,-174.8317,-176.99,-151.2733,-180.4117,-181.8767,-152.87,-162.6033
1117,-210.0583,-180.745,-176.9167,-185.5367,-162.6767,-175.0917,-177.1967,-151.5867,-180.755,-182.1467,-153.0033,-162.7533
1118,-210.3,-180.9333,-177.1208,-185.8717,-163.0733,-175.485,-177.555,-151.9767,-181.1417,-182.4933,-153.345,-163.0483
1119,-210.5042,-181.0733,-177.1875,-186.145,-163.46,-175.8017,-177.8367,-152.2267,-181.3883,-182.8167,-153.6233,-163.19
1120,-210.7167,-181.2217,-177.2542,-186.2767,-163.7433,-175.975,-177.9683,-152.41,-181.6467,-183.0767,-153.8317,-163.435
1121,-210.9,-181.3683,-177.4042,-186.4317,-163.3667,-176.18,-177.97,-152.5867,-181.6233,-182.43,-153.595,-163.37
1122,-211.0875,-181.5167,-177.5,-186.5883,-162.92,-176.3667,-178.2133,-152.8367,-181.8917,-182.6667,-153.87,-163.67
1123,-211.2375,-181.6717,-177.6167,-186.8633,-163.1533,-176.56,-178.445,-153.15,-182.22,-183.02,-154.2033,-163.9983
1124,-211.4,-181.8317,-177.8042,-186.9933,-163.3967,-176.7483,-178.6583,-153.3867,-182.4733,-183.29,-154.4733,-164.275
1125,-211.6083,-182.02,-177.9542,-187.1533,-163.7467,-177.14,-179.03,-153.8033,-182.875,-183.6167,-154.7017,-164.3767
1126,-211.7917,-182.19,-178.2,-187.4833,-164.0967,-177.5083,-179.3517,-154.1367,-183.1767,-183.9,-155.0433,-164.6783
1127,-211.9542,-182.31,-178.3042,-187.4633,-163.63,-177.65,-179.495,-154.38,-183.47,-184.0533,-155.0983,-164.845
1128,-212.1792,-182.5017,-178.45,-187.575,-163.8167,-177.8567,-179.6517,-154.4033,-183.32,-184.05,-155.1967,-165.055
1129,-212.3333,-182.6617,-178.6833,-187.8833,-164.1733,-178.1967,-179.9317,-154.7367,-183.5983,-184.3433,-155.465,-165.4267
1130,-212.4833,-182.82,-178.8958,-188.0233,-163.7567,-178.385,-180.095,-155.04,-183.8967,-184.5067,-155.645,-165.6867
1131,-212.6375,-182.9583,-179.0417,-188.145,-164.0,-178.5317,-180.295,-155.2667,-184.105,-184.61,-155.7117,-165.6083
1132,-212.8708,-183.1533,-179.1875,-188.4517,-164.2667,-178.7717,-180.5983,-155.57,-184.425,-184.9167,-156.055,-165.96
1133,-213.0042,-183.275,-179.2208,-188.7217,-164.5333,-178.9833,-180.85,-155.9,-184.7667,-185.2267,-156.31,-166.275
1134,-213.1708,-183.4267,-179.2708,-189.0017,-164.7467,-179.2667,-181.0383,-156.1467,-184.9567,-185.3933,-156.4467,-166.3233
1135,-213.325,-183.5783,-179.4208,-188.955,-163.49,-176.7467,-172.8833,-154.6633,-184.8417,-185.4133,-156.46,-165.83
1136,-213.4542,-183.71,-179.6,-189.0717,-163.7233,-176.86,-173.0533,-154.9,-185.1283,-185.7033,-156.7367,-166.1233
1137,-213.6875,-183.8917,-179.7125,-189.2083,-163.9767,-177.165,-173.32,-155.18,-185.4367,-186.07,-157.0817,-166.5217
1138,-213.9167,-184.05,-179.7708,-189.3283,-164.2467,-177.3967,-173.5283,-155.46,-185.7,-186.19,-156.9233,-166.3633
1139,-214.1292,-184.245,-180.0333,-189.6467,-164.4467,-177.5767,-173.7783,-155.6633,-185.6267,-186.3333,-157.1217,-166.59
1140,-214.2625,-184.3767,-180.1375,-189.7733,-164.7667,-177.9033,-174.0267,-155.9533,-185.8583,-186.5033,-157.3283,-166.6517
1141,-214.45,-184.5,-180.3167,-189.915,-164.3967,-178.1817,-174.2267,-156.2633,-186.2133,-186.8033,-157.625,-166.9917
1142,-214.6625,-184.6767,-180.4208,-190.215,-164.8033,-178.5433,-174.52,-156.5833,-186.53,-187.1267,-157.91,-167.33
1143,-214.8542,-184.8233,-180.6333,-190.5183,-165.1433,-178.875,-174.7767,-156.8633,-186.78,-187.3833,-158.175,-167.6133
1144,-215.0292,-184.9283,-180.6708,-190.4883,-165.3767,-179.0633,-174.9733,-157.0867,-187.0117,-187.5767,-158.3183,-167.595
1145,-215.1833,-185.0683,-180.85,-190.7933,-165.58,-179.2367,-174.9483,-157.3233,-187.2867,-187.7767,-158.5933,-167.9183
1146,-215.3375,-185.19,-180.9333,-190.7583,-164.4033,-176.8133,-166.67,-155.8767,-187.2283,-187.9633,-158.8267,-168.2283
1147,-215.5292,-185.355,-181.1417,-190.8983,-163.9667,-177.0533,-166.86,-156.04,-187.1817,-188.07,-158.885,-168.43
1148,-215.6625,-185.48,-181.2083,-190.7167,-164.2533,-177.3067,-167.095,-156.2567,-187.4633,-188.3933,-159.1767,-168.7767
1149,-215.8583,-185.6917,-181.4458,-190.8717,-164.56,-177.595,-167.255,-156.47,-187.7667,-188.69,-159.4433,-169.0717
1150,-216.0625,-185.875,-181.5,-190.8667,-164.7933,-177.8333,-167.3867,-156.7533,-188.04,-189.0,-159.755,-169.415
1151,-216.2542,-186.0283,-181.5625,-190.985,-164.9967,-177.93,-167.6,-156.9733,-188.2567,-189.1367,-159.935,-169.62
1152,-216.4792,-186.2483,-181.8875,-191.3183,-165.39,-178.3033,-167.8633,-157.2667,-188.5767,-189.3133,-160.14,-169.8667
1153,-216.7208,-186.4467,-182.15,-191.6233,-165.7433,-178.5383,-168.005,-157.4967,-188.6283,-189.5633,-160.4567,-170.1683
1154,-216.8708,-186.5533,-182.3333,-191.905,-166.0133,-178.7617,-168.1033,-157.7233,-188.5517,-188.86,-160.145,-170.1583
1155,-216.9792,-186.5967,-182.3375,-191.9917,-165.49,-178.8933,-168.2083,-157.9167,-188.6767,-189.08,-160.3867,-170.245
1156,-217.125,-186.755,-182.4792,-192.2683,-165.7333,-179.1917,-168.4533,-158.17,-188.7133,-189.2767,-160.6483,-170.5133
1157,-217.2875,-186.915,-182.6625,-192.3783,-165.9433,-179.4867,-168.6833,-158.4367,-188.99,-189.4967,-160.8217,-170.6583
1158,-217.4583,-187.08,-182.875,-192.71,-166.2767,-179.745,-168.9567,-158.6333,-189.1617,-189.44,-160.49,-170.3867
1159,-217.65,-187.2233,-182.9083,-192.975,-166.6167,-180.0267,-169.0783,-157.3067,-189.1183,-188.7467,-159.9567,-169.9967
1160,-217.8667,-187.4217,-183.0958,-193.325,-166.9633,-180.3083,-169.3683,-157.63,-189.4633,-189.1233,-160.34,-170.3583
1161,-218.0292,-187.59,-183.3,-193.4683,-167.2333,-180.5317,-169.515,-157.8833,-189.7167,-189.31,-160.5933,-170.5917
1162,-218.1875,-187.7817,-183.5375,-193.6317,-167.5933,-180.8817,-169.8633,-158.2833,-190.1283,-189.71,-160.9983,-171.015
1163,-218.4,-187.9717,-183.7417,-193.9567,-167.9567,-181.2483,-170.2033,-158.6733,-190.5067,-190.0867,-161.3567,-171.3967
1164,-218.6292,-188.1767,-183.9083,-194.2933,-168.31,-181.5733,-170.4717,-159.0567,-190.8717,-190.4767,-161.7317,-171.7367
1165,-218.8333,-188.3767,-184.2125,-194.6083,-168.6033,-181.84,-170.7117,-159.3733,-191.165,-190.7833,-162.0983,-172.13
1166,-219.075,-188.5767,-184.275,-194.41,-168.1967,-179.5183,-170.865,-159.5567,-191.065,-190.6167,-162.0617,-172.2883
1167,-219.25,-188.7367,-184.4792,-194.58,-168.5367,-179.8933,-171.1867,-159.9433,-191.4567,-191.02,-162.4517,-172.6767
1168,-219.4792,-188.9367,-184.6375,-194.8567,-168.8933,-180.21,-171.4583,-160.2333,-191.4833,-191.3033,-162.7317,-172.9483
1169,-219.6708,-189.12,-184.8375,-195.2,-169.32,-180.595,-171.8117,-160.6267,-191.8367,-191.5433,-162.6417,-172.84
1170,-219.8083,-189.2533,-184.9375,-195.1383,-169.52,-180.6,-171.7767,-160.82,-192.09,-191.7733,-162.9417,-173.1767
1171,-220.0333,-189.4717,-185.1833,-195.4833,-169.8833,-180.9583,-172.1067,-161.17,-192.3067,-191.8633,-162.8083,-173.2967
1172,-220.2333,-189.6483,-185.2875,-195.6067,-169.4967,-181.2117,-172.3633,-161.4933,-192.5967,-192.0733,-162.995,-173.4367
1173,-220.4375,-189.8017,-185.3958,-195.7267,-169.7367,-181.355,-172.5317,-161.7367,-192.8133,-192.2633,-163.0733,-173.4183
1174,-220.6542,-189.95,-185.6458,-196.04,-170.08,-181.6217,-172.775,-162.03,-193.16,-192.5967,-163.43,-173.765
1175,-220.9,-190.1733,-185.85,-196.2067,-169.6867,-181.8767,-172.8817,-162.19,-193.1383,-192.07,-163.1933,-173.77
1176,-221.1292,-190.3467,-186.05,-196.515,-170.04,-182.2517,-173.235,-162.58,-193.525,-192.4567,-163.565,-174.1217
1177,-221.3333,-190.4767,-186.0583,-196.6483,-170.2233,-182.2383,-173.0667,-162.6367,-193.4767,-192.5633,-163.7983,-174.485
1178,-221.5792,-190.705,-186.325,-196.98,-170.5767,-182.5683,-173.345,-162.8867,-193.765,-192.7933,-164.0133,-174.7217
1179,-221.7708,-190.8433,-186.5042,-197.2933,-170.8933,-182.8183,-173.5983,-163.1367,-194.0817,-193.0433,-164.355,-175.0683
1180,-221.9583,-191.0167,-186.6417,-197.6033,-171.2467,-183.1083,-173.8917,-163.4733,-194.4533,-193.3367,-164.7233,-175.4133
1181,-222.1625,-191.205,-186.8542,-197.5883,-171.5133,-183.3,-173.8367,-163.6367,-194.6883,-193.6133,-165.04,-175.7617
1182,-222.4125,-191.4017,-187.0917,-197.7517,-171.09,-183.5,-174.0067,-163.93,-195.04,-193.93,-165.2183,-176.045
1183,-222.6125,-191.5567,-187.325,-197.8917,-171.4133,-183.7717,-174.2517,-164.28,-195.375,-194.25,-165.4583,-176.2467
1184,-222.7917,-191.73,-187.5333,-198.0517,-170.9933,-183.97,-174.4717,-164.5033,-195.5967,-194.3467,-165.2167,-174.5833
1185,-222.9625,-191.875,-187.7583,-198.0367,-171.27,-184.1767,-174.7133,-164.7567,-195.5367,-194.4967,-165.0167,-174.6017
1186,-223.1833,-192.0467,-188.0,-198.185,-171.55,-184.4233,-174.905,-164.93,-195.7683,-194.6033,-164.7283,-174.595
1187,-223.3583,-192.1533,-188.1042,-198.2867,-171.7233,-184.645,-175.0667,-165.0767,-195.3733,-194.5,-164.4667,-174.55
1188,-223.5542,-192.2967,-188.2208,-198.065,-171.9267,-184.84,-175.1233,-165.2633,-195.6233,-194.7667,-164.665,-174.8183
1189,-223.7917,-192.48,-188.4792,-198.3983,-172.2867,-185.1167,-175.3267,-165.4833,-195.28,-194.8033,-164.5333,-174.6933
1190,-223.9667,-192.5983,-188.5583,-198.36,-171.8567,-185.32,-175.4017,-165.5333,-195.495,-194.9667,-164.6117,-174.6667
1191,-224.0958,-192.76,-188.6917,-198.475,-172.12,-185.6317,-175.6383,-165.8067,-195.7883,-195.1967,-164.875,-174.8417
1192,-224.2833,-192.9783,-188.925,-198.7967,-172.4667,-185.96,-175.9383,-166.1833,-196.1333,-195.5033,-165.1283,-174.9183
1193,-224.4917,-193.18,-189.1042,-198.9517,-172.0467,-186.16,-176.065,-166.4367,-196.1183,-195.7067,-165.03,-174.98
1194,-224.6875,-193.33,-189.2958,-199.28,-172.3667,-186.325,-176.3467,-166.8033,-196.4667,-195.93,-165.195,-175.0383
1195,-224.8958,-193.4917,-189.4542,-199.4333,-172.6567,-186.595,-176.625,-167.1433,-196.7917,-196.16,-165.1067,-173.64
1196,-225.0583,-193.645,-189.55,-199.3817,-172.8833,-186.7733,-176.74,-167.3067,-196.955,-196.2367,-165.2383,-173.85
1197,-225.2417,-193.8167,-189.7625,-199.695,-173.31,-187.1633,-177.0517,-167.7133,-197.3083,-196.58,-165.5983,-174.2283
1198,-225.4333,-193.985,-189.9042,-200.0,-173.5967,-187.45,-177.3117,-167.98,-197.575,-196.8633,-165.6683,-174.2483
1199,-225.5958,-194.1183,-189.9667,-200.2667,-173.8933,-187.665,-177.3583,-168.1933,-197.5633,-196.28,-165.425,-172.3783
1200,-225.7917,-194.28,-189.9875,-200.385,-173.4533,-187.8433,-177.6333,-168.5467,-197.895,-196.6,-165.7283,-172.7033
1201,-226.0417,-194.5183,-190.2083,-200.6883,-173.7667,-188.1083,-177.89,-168.87,-198.2417,-196.9267,-165.9283,-172.9533
1202,-226.1625,-194.6517,-190.2,-200.6667,-174.0767,-188.3567,-178.0717,-169.1633,-198.5917,-197.2233,-166.1617,-173.2
1203,-226.4,-194.88,-190.4417,-200.86,-174.4567,-188.7683,-178.455,-169.58,-199.0217,-197.62,-166.4883,-173.5317
1204,-226.6167,-195.0417,-190.5917,-201.1683,-174.82,-189.0567,-178.71,-169.9167,-199.38,-197.87,-166.375,-172.18
1205,-226.7875,-195.1833,-190.7333,-201.3283,-174.42,-189.2133,-178.8317,-170.1233,-199.595,-198.0833,-166.6167,-172.5067
1206,-226.9667,-195.3467,-191.0,-201.355,-174.7967,-189.4833,-178.9967,-168.8167,-199.5667,-198.2,-166.7683,-172.535
1207,-227.1083,-195.4467,-190.9125,-200.9633,-175.0033,-189.62,-178.9917,-167.29,-199.1767,-198.1967,-166.1517,-170.61
1208,-227.2833,-195.5883,-191.1083,-201.2383,-175.31,-189.9633,-179.2783,-167.6133,-199.4567,-198.4733,-166.335,-170.9017
1209,-227.4583,-195.77,-191.2375,-201.4183,-175.69,-190.3517,-179.6083,-167.9667,-199.7983,-198.8367,-166.685,-171.2417
1210,-227.6375,-195.9133,-191.3417,-201.3617,-175.1133,-190.4467,-179.615,-167.9967,-199.9783,-198.9833,-166.8,-171.41
1211,-227.8042,-196.0483,-191.3792,-201.4767,-175.3467,-190.715,-179.9,-168.3667,-200.3183,-199.2467,-166.9467,-171.5817
1212,-228.0208,-196.2217,-191.575,-201.785,-175.6167,-190.9667,-180.0867,-168.62,-200.6167,-199.3833,-167.1167,-171.5917
1213,-228.2583,-196.4267,-191.7792,-201.94,-175.91,-191.3217,-180.405,-168.9733,-200.945,-199.71,-167.3733,-171.905
1214,-228.4708,-196.6517,-192.0042,-202.0883,-176.2067,-191.66,-180.6917,-169.25,-201.29,-199.9967,-167.7133,-172.2517
1215,-228.5917,-196.8167,-192.1833,-202.3683,-176.5233,-191.8867,-180.9733,-169.5633,-201.6,-200.22,-167.9767,-172.3683
1216,-228.8208,-197.015,-192.3917,-202.5267,-176.8167,-192.1467,-181.26,-169.9067,-201.9133,-200.5567,-168.3083,-172.7317
1217,-229.0042,-197.1267,-192.4542,-202.49,-176.2133,-192.2533,-181.425,-170.19,-202.1683,-200.7,-168.325,-172.8683
1218,-229.1833,-197.27,-192.4375,-202.4433,-176.48,-192.4917,-181.545,-170.4433,-202.4517,-200.96,-168.545,-173.1267
1219,-229.3375,-197.46,-192.7,-202.7867,-176.9,-192.895,-181.925,-170.8533,-202.8467,-201.34,-168.8867,-173.4583
1220,-229.5917,-197.6417,-192.9083,-202.9583,-176.55,-193.1883,-182.0667,-171.13,-203.1483,-201.6267,-169.055,-173.645
1221,-229.7625,-197.8317,-193.1333,-203.285,-176.97,-193.5483,-182.41,-171.5167,-203.5133,-202.0133,-169.4533,-174.065
1222,-229.9375,-198.0267,-193.3875,-203.6267,-177.3,-193.8883,-182.6983,-171.8833,-203.8617,-202.2933,-169.6533,-174.3383
1223,-230.1208,-198.1683,-193.4417,-203.6067,-177.48,-194.0833,-182.935,-172.1433,-204.1467,-202.5567,-169.87,-174.5367
1224,-230.3583,-198.3267,-193.6167,-203.6083,-177.76,-194.3733,-183.1267,-172.1967,-204.2783,-202.6267,-169.9367,-174.705
1225,-230.5167,-198.4733,-193.7292,-203.5783,-178.04,-194.6717,-183.3533,-172.4433,-204.5533,-202.9,-170.2,-174.96
1226,-230.7333,-198.6217,-193.9542,-203.9033,-178.3467,-194.8883,-183.6133,-172.8167,-204.895,-203.2233,-170.54,-175.2817
1227,-230.8875,-198.7767,-194.0542,-204.165,-178.56,-195.09,-183.8283,-173.0733,-205.2217,-203.4833,-170.8017,-175.5617
1228,-231.0833,-198.9467,-194.2583,-204.47,-178.8467,-195.2,-184.08,-173.3867,-205.5517,-203.78,-171.0967,-175.87
1229,-231.2958,-199.1483,-194.4667,-204.5017,-179.19,-195.4833,-184.3367,-173.6633,-205.795,-203.9533,-171.2217,-176.0917
1230,-231.4333,-199.32,-194.675,-204.62,-179.4167,-195.53,-184.2783,-173.6567,-205.8783,-204.1267,-171.3817,-176.2783
1231,-231.5833,-199.4017,-194.5875,-204.24,-179.5133,-195.745,-184.48,-173.96,-206.13,-204.3233,-171.55,-176.4533
1232,-231.8,-199.6133,-194.8792,-204.41,-179.9133,-196.1017,-184.7733,-174.3467,-206.5033,-204.6133,-171.735,-176.5283
1233,-231.9792,-199.79,-195.0792,-204.4217,-180.1833,-196.3267,-184.9067,-174.63,-206.8117,-204.87,-171.9983,-176.8833
1234,-232.2083,-199.9933,-195.3083,-204.5383,-180.4333,-196.6017,-185.0817,-174.8733,-207.01,-204.9467,-171.8067,-176.9383
1235,-232.325,-200.13,-195.5292,-204.8317,-180.7833,-196.9617,-185.4117,-175.2033,-207.2083,-205.2233,-172.1017,-177.1583
1236,-232.5208,-200.3217,-195.85,-205.1583,-181.1467,-197.335,-185.7067,-175.53,-207.5383,-205.5533,-172.4667,-177.5033
1237,-232.725,-200.5067,-196.0958,-205.4583,-181.4567,-197.6083,-185.7583,-174.17,-207.47,-205.48,-172.2183,-177.495
1238,-232.9792,-200.7283,-196.4167,-205.7933,-181.75,-197.9067,-185.925,-172.8633,-207.5183,-205.6833,-172.495,-177.6267
1239,-233.1583,-200.855,-196.3875,-205.7583,-182.02,-198.115,-186.1717,-173.1933,-207.825,-205.9067,-172.7817,-177.9267
1240,-233.3083,-201.0083,-196.6375,-205.8983,-181.6333,-198.3383,-186.4183,-173.45,-208.1383,-206.1733,-172.74,-178.03
1241,-233.4458,-201.1817,-196.7792,-205.9867,-181.7633,-198.5083,-186.51,-173.65,-208.3967,-206.3733,-172.6683,-178.155
1242,-233.6458,-201.3283,-196.9708,-206.275,-181.9533,-198.7233,-186.6283,-173.95,-208.7417,-206.67,-173.0317,-178.4783
