draw,plain_kino_1,plain_kino_2,plain_kino_3,plain_kino_4,plain_kino_5,plain_kino_6,plain_kino_7,plain_kino_8,plain_kino_9,plain_kino_10,plain_kino_11,plain_kino_12
5120,-961.1333,-822.5283,-789.6333,-809.4483,-769.24,-787.6367,-768.3733,-752.5033,-686.9733,-769.02,-787.1417,-762.2233
5121,-961.2833,-822.62,-789.7417,-809.7433,-769.54,-787.7917,-768.4083,-752.6833,-687.22,-769.1667,-787.265,-762.3983
5122,-961.4417,-822.77,-789.7833,-809.885,-769.9033,-788.0833,-768.6117,-752.9333,-687.5033,-769.5167,-787.645,-762.7433
5123,-961.5917,-822.8667,-789.8542,-809.97,-770.04,-788.0933,-768.7583,-753.16,-687.735,-769.73,-787.8567,-762.9967
5124,-961.7417,-823.025,-790.1292,-810.32,-770.4467,-788.4167,-769.0483,-753.51,-688.1217,-770.1167,-788.22,-763.3667
5125,-961.8917,-823.1533,-790.1458,-810.4233,-770.7833,-788.705,-769.3067,-753.83,-688.3683,-770.3167,-788.4533,-763.615
5126,-962.0958,-823.3667,-790.3958,-810.7367,-771.0667,-788.9633,-769.5367,-754.12,-688.6017,-770.52,-788.595,-763.7917
5127,-962.2583,-823.5183,-790.65,-811.045,-771.39,-789.265,-769.8383,-754.46,-688.93,-770.8033,-788.8517,-763.8783
5128,-962.4625,-823.7017,-790.9042,-811.3683,-771.7333,-789.6233,-770.1567,-754.7533,-689.2517,-771.0933,-789.155,-764.23
5129,-962.6583,-823.855,-790.9625,-811.4817,-772.04,-789.9467,-770.49,-755.0933,-689.5917,-771.4,-789.4183,-764.4533
5130,-962.8333,-824.0117,-791.2167,-811.795,-772.34,-790.3,-770.835,-755.4833,-689.9533,-771.7567,-789.705,-764.8083
5131,-963.0083,-824.155,-791.3042,-811.925,-771.9067,-790.5867,-771.1367,-755.78,-690.22,-771.8967,-789.9233,-765.035
5132,-963.2292,-824.335,-791.5,-812.0533,-772.14,-790.8133,-771.3467,-755.97,-690.28,-771.84,-790.0167,-765.1733
5133,-963.4417,-824.4933,-791.7125,-812.205,-772.4367,-791.0567,-771.475,-754.6567,-690.32,-772.1067,-790.3133,-765.525
5134,-963.6167,-824.6683,-791.925,-812.38,-772.7733,-791.4417,-771.8083,-755.0233,-690.7,-772.4,-790.6017,-765.7983
5135,-963.8375,-824.8333,-792.1333,-812.6933,-773.11,-791.675,-772.055,-755.3,-690.8983,-772.5567,-790.825,-765.8617
5136,-963.975,-824.9433,-792.2375,-812.99,-773.46,-792.0283,-772.33,-755.6,-691.16,-772.79,-791.0633,-766.0733
5137,-964.175,-825.1083,-792.4292,-812.8317,-773.7633,-792.3817,-772.6017,-755.9367,-691.5267,-773.1,-791.3317,-766.35
5138,-964.3875,-825.2717,-792.5708,-812.9717,-774.05,-792.6867,-772.905,-756.2867,-691.8883,-773.42,-791.5567,-766.5367
5139,-964.6167,-825.4417,-792.8583,-813.2667,-774.39,-793.0133,-773.1117,-756.5,-691.8567,-773.5667,-791.5033,-766.6183
5140,-964.7333,-825.52,-792.8458,-813.515,-774.5733,-793.1433,-773.15,-756.63,-692.045,-773.7067,-791.5933,-766.6567
5141,-964.9625,-825.7267,-793.1417,-813.8583,-774.8967,-793.4367,-773.4367,-756.9033,-692.0533,-773.95,-791.925,-766.775
5142,-965.1833,-825.8717,-793.1,-813.5983,-774.3167,-793.6233,-773.4683,-757.0167,-692.2417,-774.07,-791.9483,-766.7367
5143,-965.3792,-826.0367,-793.2333,-813.56,-774.57,-793.8883,-773.6883,-757.28,-692.27,-773.5967,-791.8433,-766.8117
5144,-965.5417,-826.1583,-793.2042,-813.6533,-774.72,-794.1,-773.74,-757.4233,-692.1867,-773.6733,-792.0217,-767.0367
5145,-965.7708,-826.3483,-793.4042,-813.815,-775.04,-794.435,-773.92,-757.69,-692.53,-773.9967,-792.3433,-767.3517
5146,-965.9625,-826.465,-793.5042,-813.4733,-773.83,-794.5433,-774.1433,-757.95,-692.7817,-774.24,-792.6783,-767.695
5147,-966.1708,-826.6383,-793.6917,-813.6417,-774.1933,-794.8017,-774.365,-758.14,-692.7433,-774.39,-792.92,-767.9767
5148,-966.3083,-826.755,-793.7125,-813.915,-774.5433,-795.1367,-774.6583,-758.51,-693.0967,-774.5533,-792.8017,-768.0833
5149,-966.4208,-826.8517,-793.875,-814.2233,-774.88,-795.4317,-774.815,-758.6367,-693.0667,-774.7433,-792.9533,-767.9683
5150,-966.5625,-826.9717,-794.0042,-814.5117,-775.15,-795.5833,-774.85,-758.83,-693.3667,-775.0533,-793.2033,-768.2383
5151,-966.7083,-827.1283,-794.2458,-814.8,-775.39,-795.84,-775.095,-759.1267,-693.69,-775.3833,-793.4817,-768.5983
5152,-966.8958,-827.2817,-794.4083,-815.105,-775.7533,-796.1167,-775.3967,-759.4867,-694.0017,-775.5267,-793.6967,-768.9083
5153,-967.0917,-827.495,-794.6417,-815.2817,-776.15,-796.3917,-775.6333,-759.7467,-694.3167,-775.7267,-793.9717,-769.26
5154,-967.2792,-827.6533,-794.7792,-815.4167,-775.72,-796.53,-775.7717,-759.8867,-694.445,-775.9,-794.0483,-769.2683
5155,-967.5333,-827.8583,-795.0583,-815.73,-776.01,-796.835,-776.0817,-760.2733,-694.8417,-776.28,-794.4583,-769.6733
5156,-967.725,-828.0683,-795.2792,-816.045,-776.2167,-797.1117,-776.3483,-760.4767,-695.1633,-776.4967,-794.6867,-769.8
5157,-967.9292,-828.26,-795.5667,-816.395,-776.65,-797.5233,-776.6833,-760.8567,-695.55,-776.8467,-795.04,-770.1867
5158,-968.1,-828.4333,-795.6458,-816.3717,-776.8433,-797.7483,-776.93,-761.11,-695.845,-777.0,-795.2067,-770.4367
5159,-968.3,-828.6,-795.9208,-816.7117,-777.18,-797.9867,-777.195,-761.48,-696.1617,-777.3233,-795.5633,-770.7417
5160,-968.5,-828.74,-795.925,-816.6683,-776.79,-798.23,-777.4317,-761.8,-696.48,-777.5933,-795.79,-770.8067
5161,-968.7042,-828.9017,-796.0833,-816.8217,-776.3933,-795.8533,-777.565,-761.9867,-696.7517,-777.79,-796.0133,-770.8683
5162,-968.9125,-829.035,-796.1167,-816.9333,-776.0033,-796.1167,-777.6867,-762.2267,-696.9933,-777.9633,-796.2333,-771.16
5163,-969.0875,-829.1467,-796.3417,-817.0667,-776.2733,-796.4,-777.945,-762.56,-697.31,-778.2433,-796.49,-771.4683
5164,-969.2625,-829.2867,-796.575,-817.18,-776.5033,-796.5,-777.89,-762.6867,-697.2483,-778.31,-796.6367,-771.5317
5165,-969.4542,-829.4917,-796.7917,-817.3533,-776.8567,-796.87,-778.18,-763.0033,-697.56,-778.5,-796.8217,-771.7717
5166,-969.675,-829.6567,-796.8125,-817.3483,-776.4167,-797.1017,-778.4417,-763.3,-697.825,-778.7967,-797.0767,-772.0633
5167,-969.8708,-829.8467,-797.0667,-817.6667,-776.7733,-797.47,-778.7333,-763.5833,-698.1683,-779.04,-797.3517,-772.1883
5168,-970.0458,-830.02,-797.3167,-817.9917,-777.11,-797.7317,-778.98,-763.8533,-698.1967,-779.22,-797.62,-772.48
5169,-970.2667,-830.19,-797.5375,-817.835,-776.6467,-795.3433,-770.7383,-762.4733,-698.2167,-779.4067,-797.8567,-772.8067
5170,-970.475,-830.3583,-797.7833,-818.1683,-776.97,-795.6133,-770.9833,-762.8033,-698.5467,-779.7333,-798.16,-773.1717
5171,-970.65,-830.4767,-797.8792,-818.4317,-777.31,-795.8367,-771.1833,-763.1133,-698.8383,-779.96,-798.4017,-773.5
5172,-970.8125,-830.58,-798.0625,-818.3783,-777.49,-796.0683,-771.38,-763.3733,-699.085,-780.0867,-798.6117,-773.7867
5173,-971.0542,-830.73,-798.1042,-818.3133,-776.9833,-796.2583,-771.59,-763.6633,-699.3433,-780.3867,-798.89,-774.1533
5174,-971.2542,-830.8533,-798.15,-818.2667,-777.1833,-796.5183,-771.77,-763.9933,-699.6933,-780.7833,-799.21,-774.5167
5175,-971.4417,-831.0417,-798.3083,-818.255,-776.72,-796.6433,-771.89,-762.61,-693.3017,-764.26,-796.585,-772.9233
5176,-971.7083,-831.255,-798.5333,-818.54,-776.9633,-796.8833,-772.1767,-762.9,-693.27,-764.41,-796.7333,-772.8867
5177,-971.8792,-831.365,-798.7167,-818.7883,-777.2833,-797.1267,-772.34,-763.0567,-693.4917,-764.5433,-796.915,-772.8317
5178,-972.0917,-831.5567,-798.9208,-818.945,-777.6267,-797.4067,-772.6083,-763.3633,-693.8167,-764.7,-796.745,-772.8617
5179,-972.2458,-831.7083,-799.1292,-819.085,-777.94,-797.66,-772.745,-763.56,-694.125,-765.0367,-797.115,-773.2317
5180,-972.4083,-831.9017,-799.4083,-819.2267,-778.27,-797.9933,-773.0667,-763.9467,-694.5267,-765.4633,-797.5133,-773.67
5181,-972.5583,-832.0533,-799.4542,-819.2167,-778.6133,-798.2533,-773.2917,-764.29,-694.9083,-765.8,-797.8583,-774.0367
5182,-972.7542,-832.2233,-799.6292,-819.3767,-778.9333,-798.5067,-773.5267,-764.5433,-695.1933,-765.9367,-798.1283,-774.365
5183,-972.9917,-832.445,-799.8583,-819.5583,-779.26,-798.8033,-773.795,-764.8833,-695.5333,-766.23,-798.4383,-774.75
5184,-973.1917,-832.605,-800.0708,-819.84,-779.54,-799.12,-774.1083,-765.25,-695.88,-766.4667,-798.6467,-774.9883
5185,-973.35,-832.755,-800.2625,-819.98,-779.8567,-799.38,-774.3383,-765.51,-696.1933,-766.74,-798.9633,-775.275
5186,-973.525,-832.9167,-800.3875,-820.2767,-780.2333,-799.68,-774.61,-765.8433,-696.5367,-767.0867,-799.305,-775.59
5187,-973.6917,-833.0767,-800.6542,-820.5783,-780.5267,-799.9667,-774.8817,-766.16,-696.8317,-767.3867,-799.645,-775.9167
5188,-973.8792,-833.1967,-800.8292,-820.8667,-780.8467,-800.1967,-775.13,-766.4867,-697.1717,-767.7233,-799.9783,-776.1533
5189,-974.0292,-833.365,-801.0125,-821.0267,-781.2033,-800.4567,-775.3733,-766.7833,-697.455,-767.9967,-800.285,-776.4183
5190,-974.2,-833.5,-801.1375,-821.305,-781.5667,-800.7567,-775.6633,-767.11,-697.775,-768.2833,-800.585,-776.7667
5191,-974.4208,-833.6967,-801.475,-821.5067,-781.94,-801.065,-775.965,-767.4833,-698.1333,-768.52,-800.53,-776.935
5192,-974.6083,-833.875,-801.6125,-821.6617,-782.23,-801.2517,-776.2033,-767.77,-698.4367,-768.78,-800.8383,-777.0783
5193,-974.7375,-833.9933,-801.6458,-821.6233,-782.48,-801.5467,-776.4233,-767.9867,-698.705,-769.04,-801.0133,-777.185
5194,-974.9417,-834.105,-801.7625,-821.6067,-781.2067,-799.025,-776.2883,-766.3667,-698.2633,-768.8,-801.0183,-777.05
5195,-975.1875,-834.2883,-801.8917,-821.2917,-780.7133,-799.17,-776.5733,-766.5667,-698.2667,-768.8833,-801.115,-776.8117
5196,-975.3292,-834.3667,-801.9875,-821.4433,-781.0467,-799.5483,-776.8383,-766.8633,-698.285,-768.99,-800.9967,-776.8667
5197,-975.5125,-834.5267,-802.275,-821.7783,-781.47,-799.9333,-777.1067,-767.18,-698.5783,-769.1533,-801.2333,-777.1667
5198,-975.6875,-834.68,-802.5292,-822.0583,-781.7833,-800.1533,-777.2067,-767.4233,-698.815,-769.2567,-801.3833,-777.42
5199,-975.8667,-834.8683,-802.8292,-822.3917,-782.09,-800.4867,-777.485,-767.7533,-699.2,-769.61,-801.6683,-777.52
5200,-976.1,-835.0033,-802.925,-822.3633,-782.3567,-800.755,-777.7817,-768.1433,-699.5667,-769.9233,-801.9983,-777.865
5201,-976.2833,-835.155,-803.075,-822.6617,-782.6933,-801.12,-778.0167,-768.4567,-699.8567,-770.19,-802.1883,-777.9317
5202,-976.4833,-835.3367,-803.225,-822.9417,-782.9733,-801.3917,-778.3283,-768.77,-700.1917,-770.5167,-802.5417,-778.3167
5203,-976.6583,-835.5117,-803.25,-823.0667,-783.2967,-801.62,-778.575,-768.9767,-700.4633,-770.6933,-802.79,-778.4583
5204,-976.8458,-835.7,-803.3542,-823.2483,-782.8567,-801.92,-778.885,-769.2933,-700.8333,-771.04,-803.1633,-778.7867
5205,-977.0292,-835.8183,-803.3708,-823.1817,-783.1167,-802.1967,-779.1367,-769.5767,-701.0967,-771.29,-803.4,-778.9767
5206,-977.2458,-835.9667,-803.5208,-823.4617,-783.3467,-802.4433,-779.3533,-769.8133,-701.36,-771.4667,-803.6267,-779.0583
5207,-977.4083,-836.1033,-803.6958,-823.6267,-783.7033,-802.755,-779.5517,-770.1167,-701.68,-771.7333,-803.9033,-779.27
5208,-977.5667,-836.2233,-803.8375,-823.9417,-784.07,-803.0983,-779.855,-770.4567,-702.045,-772.0967,-804.2233,-779.66
5209,-977.7875,-836.4317,-804.0875,-824.2933,-784.4767,-803.4583,-780.1933,-770.8133,-702.3783,-772.2733,-804.4517,-779.7817
5210,-977.95,-836.59,-804.3083,-824.5717,-784.7067,-803.5583,-780.23,-770.97,-702.5783,-772.4633,-804.5367,-779.9583
5211,-978.1583,-836.795,-804.5375,-824.7367,-785.05,-803.915,-780.5033,-771.3333,-702.9583,-772.8467,-804.9067,-780.3033
5212,-978.3958,-837.045,-804.8208,-825.09,-785.45,-804.2183,-780.8283,-771.7267,-703.3683,-773.2433,-805.3,-780.665
5213,-978.5375,-837.2317,-805.0042,-825.2233,-785.7233,-804.5617,-781.07,-771.9733,-703.6483,-773.54,-805.5733,-781.01
5214,-978.7167,-837.43,-805.1417,-825.325,-785.9633,-804.8917,-781.3617,-772.3067,-703.9633,-773.8267,-805.8633,-781.2817
5215,-978.8875,-837.57,-805.225,-825.6217,-786.3767,-805.2533,-781.6917,-772.6533,-704.27,-774.11,-806.2167,-781.6667
5216,-979.025,-837.6933,-805.2458,-825.7217,-786.49,-805.3517,-781.9167,-772.88,-704.185,-774.26,-806.425,-781.9683
5217,-979.2458,-837.8467,-805.45,-825.8567,-786.7567,-805.4433,-781.9567,-773.1067,-704.45,-774.53,-806.4767,-782.0883
5218,-979.4833,-838.07,-805.7167,-826.1667,-786.93,-805.53,-782.1533,-773.3967,-704.7067,-774.8533,-806.8283,-782.4517
5219,-979.6958,-838.2817,-806.0333,-826.51,-787.28,-805.83,-782.44,-773.75,-705.0133,-775.0267,-806.7183,-782.5083
5220,-979.9042,-838.4617,-806.025,-826.3167,-787.42,-806.06,-782.6733,-774.08,-705.3267,-775.3233,-806.92,-782.7883
5221,-980.125,-838.685,-806.2542,-826.63,-787.7733,-806.3967,-782.97,-774.42,-705.685,-775.7067,-807.2933,-783.1667
5222,-980.3417,-838.8633,-806.475,-826.93,-788.0533,-806.6967,-783.235,-774.79,-705.98,-775.9367,-807.5783,-783.3783
5223,-980.5167,-839.04,-806.6,-827.06,-788.3067,-806.94,-783.46,-775.1133,-706.325,-776.32,-807.9617,-783.7183
5224,-980.7167,-839.1533,-806.4125,-827.1417,-788.5133,-807.245,-783.6917,-775.42,-706.5533,-776.5433,-808.1033,-783.8033
5225,-980.8875,-839.315,-806.475,-827.0817,-788.7333,-807.5433,-783.9567,-775.74,-706.8567,-776.92,-808.4333,-784.0533
5226,-981.0667,-839.4567,-806.5708,-827.0667,-788.9733,-807.8433,-784.0933,-775.8833,-707.0367,-776.9933,-808.4417,-784.0317
5227,-981.3042,-839.6333,-806.725,-827.1917,-789.2467,-808.0433,-784.3467,-776.2333,-707.35,-777.3067,-808.7117,-784.3583
5228,-981.5792,-839.825,-806.8208,-827.5133,-789.57,-808.3333,-784.575,-776.54,-707.715,-777.62,-808.9333,-784.67
5229,-981.7792,-839.9767,-806.775,-827.62,-789.77,-808.5367,-784.75,-776.6967,-707.9067,-777.7333,-808.9983,-784.9133
5230,-981.9458,-840.13,-806.7583,-827.415,-790.0233,-808.785,-784.975,-776.9933,-708.145,-777.8833,-808.885,-784.9583
5231,-982.1,-840.2233,-806.7375,-827.5533,-790.31,-809.0333,-785.2517,-777.34,-708.4767,-778.24,-809.1867,-785.1017
5232,-982.3125,-840.3633,-806.8292,-827.6567,-789.84,-809.2483,-785.4717,-777.65,-708.745,-778.4033,-809.2133,-785.25
5233,-982.5333,-840.525,-807.0,-827.9583,-790.1867,-809.5833,-785.7683,-777.8233,-708.885,-778.2667,-808.6917,-784.7067
5234,-982.7083,-840.6933,-807.0417,-827.895,-789.68,-809.8017,-785.9617,-778.0567,-709.155,-778.37,-808.5733,-784.725
5235,-982.9125,-840.8633,-807.3708,-828.245,-790.08,-810.19,-786.26,-778.3367,-709.4567,-778.6467,-808.7067,-784.725
5236,-983.0792,-841.0283,-807.4333,-828.2017,-789.54,-810.3717,-786.3717,-778.4933,-709.605,-778.6867,-808.8383,-784.9333
5237,-983.2792,-841.2083,-807.6,-828.5183,-789.88,-810.625,-786.6467,-778.7333,-709.9317,-778.99,-809.095,-785.0467
5238,-983.4375,-841.345,-807.7458,-828.5033,-790.1667,-810.865,-786.865,-778.98,-709.9033,-779.1267,-809.345,-785.2967
5239,-983.6208,-841.5167,-807.9333,-828.8117,-790.5167,-811.1783,-787.1817,-779.34,-710.2417,-779.4333,-809.6817,-785.6767
5240,-983.8292,-841.6717,-808.1417,-828.76,-790.6833,-811.385,-787.3467,-779.54,-710.49,-779.71,-809.9567,-785.9633
5241,-984.0,-841.7783,-808.1792,-828.5467,-790.9133,-811.61,-787.5483,-779.7833,-710.78,-779.9867,-810.215,-786.1667
5242,-984.1875,-841.9533,-808.3375,-828.8667,-791.22,-811.925,-787.725,-780.08,-711.0983,-780.2967,-810.5917,-786.5167
5243,-984.3458,-842.1267,-808.5833,-829.16,-791.5267,-812.1683,-787.99,-780.4267,-711.4217,-780.6,-810.93,-786.85
5244,-984.5583,-842.305,-808.8208,-829.485,-791.8167,-812.3617,-788.2283,-780.7033,-711.7333,-780.9133,-811.1683,-786.9333
5245,-984.8,-842.5083,-809.0125,-829.4983,-791.41,-812.5917,-788.4883,-780.8833,-711.71,-780.96,-811.37,-787.2083
5246,-985.0125,-842.695,-809.2125,-829.8367,-791.7767,-812.9233,-788.7967,-781.2167,-712.04,-781.1867,-811.31,-787.2767
5247,-985.1542,-842.79,-809.3292,-829.9683,-792.0467,-813.1133,-788.7717,-779.8167,-711.6817,-781.17,-811.0783,-787.0717
5248,-985.3458,-842.9533,-809.3875,-830.1067,-792.37,-813.37,-789.0233,-780.07,-711.8817,-781.3467,-811.1917,-787.2817
5249,-985.525,-843.1083,-809.6458,-830.435,-792.7,-813.56,-789.1033,-780.26,-711.4933,-781.2533,-811.2867,-787.5233
5250,-985.7625,-843.3233,-809.9167,-830.4567,-792.3133,-813.8517,-789.395,-780.64,-711.8983,-781.62,-811.6483,-787.8917
5251,-985.9292,-843.415,-810.0167,-830.415,-791.91,-813.9933,-789.6033,-780.98,-712.22,-781.96,-811.965,-788.2417
5252,-986.1125,-843.58,-810.1542,-830.7617,-792.3367,-814.3483,-789.865,-781.3533,-712.5967,-782.2633,-812.3067,-788.5633
5253,-986.325,-843.78,-810.35,-830.93,-792.6467,-814.6817,-790.1717,-781.6967,-712.9233,-782.4833,-812.5617,-788.8317
5254,-986.4792,-843.9033,-810.5458,-831.2083,-792.98,-814.96,-790.4433,-782.0033,-713.19,-782.65,-812.72,-788.66
5255,-986.725,-844.1583,-810.9042,-831.56,-793.35,-815.3433,-790.745,-782.35,-713.5383,-782.82,-812.5033,-788.6483
5256,-986.9208,-844.3517,-811.1,-831.8683,-793.6867,-815.57,-790.965,-782.4933,-713.69,-782.6733,-812.54,-788.7467
5257,-987.1208,-844.4583,-811.1292,-832.1517,-794.0167,-815.7733,-791.2367,-782.8567,-714.09,-783.05,-812.8833,-789.1483
5258,-987.2958,-844.6167,-811.3375,-832.45,-794.3367,-816.0433,-791.435,-782.95,-714.17,-783.1133,-812.85,-788.9967
5259,-987.4333,-844.6967,-811.5042,-832.7217,-794.7367,-816.3983,-791.7367,-783.19,-714.15,-783.3033,-812.7467,-789.04
5260,-987.6542,-844.9083,-811.675,-832.8783,-795.05,-816.77,-792.045,-783.5833,-714.5517,-783.7333,-813.12,-789.375
5261,-987.825,-845.0167,-811.8042,-832.8217,-795.2933,-817.105,-792.2733,-783.86,-714.8417,-783.9233,-813.2883,-789.595
5262,-987.9583,-845.135,-811.7417,-832.7367,-795.4933,-817.315,-792.4733,-784.1367,-715.1467,-784.2267,-813.5517,-789.88
5263,-988.15,-845.3367,-811.9167,-832.8667,-795.0467,-814.945,-792.5083,-784.3433,-715.0883,-784.3067,-813.39,-789.8867
5264,-988.3083,-845.4683,-812.025,-832.9983,-795.2867,-815.2967,-792.7417,-784.62,-715.4,-784.5,-813.6917,-790.175
5265,-988.5083,-845.665,-812.1417,-833.005,-794.9,-815.525,-792.77,-783.26,-715.3883,-784.7167,-813.9517,-790.46
5266,-988.6958,-845.8783,-812.4167,-833.1417,-795.15,-815.67,-792.9617,-783.5167,-715.3867,-784.8233,-813.805,-790.2717
5267,-988.8917,-846.0467,-812.6458,-833.2883,-795.4933,-816.045,-793.2767,-783.8833,-715.775,-785.2567,-814.185,-790.6767
5268,-989.075,-846.155,-812.6208,-833.43,-795.7433,-816.2683,-793.5067,-784.2233,-716.145,-785.6033,-814.4367,-790.9333
5269,-989.2167,-846.2733,-812.7833,-833.41,-795.91,-816.3533,-793.6733,-784.52,-716.5017,-785.95,-814.7017,-791.105
5270,-989.4417,-846.46,-812.9625,-833.7433,-796.2667,-816.71,-794.0067,-784.8733,-716.8567,-786.2567,-815.0533,-791.4917
5271,-989.6542,-846.6283,-813.0958,-834.035,-796.6067,-817.0233,-794.2,-785.1167,-717.11,-786.3033,-814.9,-790.0717
5272,-989.8375,-846.8067,-813.2167,-834.1633,-796.8833,-817.375,-794.4683,-785.39,-717.385,-786.5967,-815.1583,-790.0783
5273,-990.075,-846.9717,-813.4167,-834.5167,-797.3133,-817.7833,-794.8433,-785.7667,-717.735,-786.9467,-815.4317,-790.2133
5274,-990.2417,-847.11,-813.4583,-834.7783,-797.63,-818.035,-795.135,-786.1,-718.0567,-787.2,-815.7567,-790.5917
5275,-990.3583,-847.135,-813.4,-834.54,-797.0733,-815.495,-794.9567,-784.61,-717.9,-787.19,-815.8217,-790.7717
5276,-990.5917,-847.33,-813.575,-834.8217,-797.3133,-815.585,-795.1367,-784.8333,-718.15,-787.4867,-816.145,-791.1083
5277,-990.7583,-847.4917,-813.7958,-834.8383,-797.6333,-815.8967,-795.3,-785.18,-718.535,-787.8733,-816.5217,-791.465
5278,-990.9583,-847.6867,-813.9792,-835.0,-797.93,-816.1883,-795.5833,-785.48,-718.7733,-787.9933,-816.74,-791.7567
5279,-991.1625,-847.8467,-814.1208,-835.315,-798.1867,-816.4233,-795.845,-785.7533,-719.0717,-788.2533,-817.0067,-791.8567
5280,-991.3833,-848.0233,-814.2292,-835.3067,-798.4533,-816.69,-796.1133,-786.05,-719.1183,-788.49,-817.2667,-792.1717
5281,-991.5667,-848.115,-814.1542,-835.2333,-798.6133,-816.9467,-796.3167,-786.3067,-719.3333,-788.4567,-816.9233,-792.0667
5282,-991.7458,-848.2617,-814.3083,-835.3633,-798.8467,-817.245,-796.485,-786.5367,-719.4817,-788.5167,-817.13,-792.0867
5283,-991.9,-848.365,-814.2667,-835.4683,-799.0367,-817.2817,-796.6583,-786.82,-719.7383,-788.6867,-817.3333,-792.2917
5284,-992.0792,-848.5733,-814.3333,-835.4867,-798.6133,-817.5667,-796.8033,-787.0533,-720.0233,-788.8567,-817.5817,-792.61
5285,-992.2208,-848.6783,-814.3583,-835.55,-798.8433,-817.88,-796.96,-787.1767,-720.2683,-789.1333,-817.8067,-792.885
5286,-992.45,-848.88,-814.5125,-835.6967,-799.0833,-818.105,-797.1533,-787.4267,-720.6033,-789.5,-818.1833,-793.2833
5287,-992.6625,-849.0817,-814.7875,-836.0333,-799.5133,-818.4667,-797.4883,-787.8,-720.965,-789.86,-818.5783,-793.6683
5288,-992.8208,-849.14,-814.6708,-835.7617,-799.6333,-818.6017,-797.7433,-788.0933,-721.175,-789.81,-818.215,-793.42
5289,-993.0375,-849.3233,-814.9,-835.9417,-799.94,-818.9567,-797.9917,-788.4233,-721.475,-790.1033,-818.4,-793.7633
5290,-993.2542,-849.495,-814.9667,-836.2617,-800.1567,-819.1283,-798.22,-788.7433,-721.73,-790.3067,-818.6117,-793.8617
5291,-993.4,-849.6017,-815.075,-836.27,-799.7133,-819.3667,-798.4433,-788.9533,-721.9683,-790.53,-818.805,-794.15
5292,-993.5375,-849.7817,-815.3583,-836.5917,-800.0633,-819.7417,-798.7067,-789.2667,-722.2567,-790.8,-818.9883,-794.3
5293,-993.6917,-849.93,-815.4292,-836.5517,-799.5967,-819.795,-798.86,-789.4867,-722.52,-791.04,-819.245,-794.5417
5294,-993.8958,-850.0783,-815.5125,-836.3683,-799.8733,-820.06,-799.125,-789.7733,-722.7733,-791.2667,-819.5383,-794.8617
5295,-994.0833,-850.1733,-815.7083,-836.665,-800.2367,-820.4083,-799.4233,-790.1533,-723.1333,-791.6133,-819.8167,-795.16
5296,-994.275,-850.3633,-815.8792,-836.4967,-800.5633,-820.77,-799.71,-790.4867,-723.4583,-791.96,-820.0983,-795.5167
5297,-994.4333,-850.52,-816.025,-836.465,-800.8567,-821.0333,-799.8967,-790.7067,-723.65,-792.07,-820.1517,-795.715
5298,-994.6792,-850.7267,-816.2792,-836.7883,-801.2,-821.3483,-800.0817,-790.9733,-723.9083,-792.2233,-820.315,-795.9317
5299,-994.8417,-850.8633,-816.3542,-837.0633,-801.5233,-821.58,-800.2817,-791.27,-724.1367,-792.3467,-820.305,-796.085
5300,-995.05,-851.0183,-816.4875,-837.2317,-801.87,-821.9383,-800.5717,-791.6033,-724.49,-792.66,-820.6567,-796.3933
5301,-995.2167,-851.23,-816.775,-837.5883,-802.1767,-822.24,-800.8267,-791.88,-724.79,-792.8133,-820.8383,-796.7
5302,-995.4083,-851.4467,-817.0708,-837.78,-802.4967,-822.495,-801.0633,-792.2167,-725.1133,-793.02,-821.035,-796.92
5303,-995.5958,-851.6033,-817.3167,-837.9533,-802.0367,-822.7367,-801.3117,-792.5067,-725.435,-793.3367,-821.37,-797.285
5304,-995.7458,-851.7467,-817.3625,-838.2583,-802.3633,-823.0417,-801.62,-792.8667,-725.81,-793.7,-821.795,-797.7183
5305,-995.9458,-851.9083,-817.4208,-838.3917,-802.6567,-823.2717,-801.805,-792.9733,-725.725,-793.7967,-821.5817,-797.6917
5306,-996.1875,-852.0767,-817.4917,-838.5483,-802.9067,-823.5067,-801.9917,-793.26,-725.9683,-793.77,-821.0667,-797.4867
5307,-996.3708,-852.2133,-817.5625,-838.6867,-803.1567,-823.7233,-802.155,-793.4633,-726.175,-793.9133,-821.3083,-797.7217
5308,-996.5917,-852.3767,-817.7917,-838.825,-803.4467,-824.0017,-802.3333,-793.7267,-726.4467,-794.1267,-821.5617,-797.9617
5309,-996.8083,-852.6133,-818.0708,-838.8517,-803.76,-824.39,-802.665,-794.05,-726.51,-794.37,-821.8667,-798.3067
5310,-996.9875,-852.7533,-818.1833,-838.99,-804.07,-824.735,-803.0033,-794.4267,-726.88,-794.71,-822.2317,-798.6317
5311,-997.1625,-852.875,-818.35,-839.3183,-804.3967,-825.0117,-803.29,-794.7533,-727.2117,-795.03,-822.51,-798.935
5312,-997.3375,-853.0617,-818.575,-839.645,-804.6967,-825.3717,-803.5867,-795.0367,-727.5433,-795.2767,-822.8283,-799.255
5313,-997.6042,-853.2933,-818.8583,-839.9717,-805.1133,-825.735,-803.89,-795.3667,-727.82,-795.5567,-823.04,-799.2867
5314,-997.7833,-853.475,-819.0333,-840.2633,-805.3467,-825.94,-803.9483,-795.4567,-728.0367,-795.7467,-823.1483,-799.4933
