draw,portfolio_plain_draw_column_2,portfolio_bonus_draw_column_2,portfolio_para1_draw_column_2,portfolio_para1_bonus_draw_column_2,portfolio_plain_draw_column_5,portfolio_bonus_draw_column_5,portfolio_para1_draw_column_5,portfolio_para1_bonus_draw_column_5,portfolio_plain_draw_column_7,portfolio_bonus_draw_column_7,portfolio_para1_draw_column_7,portfolio_para1_bonus_draw_column_7
1,-0.4967,-0.7633,-0.5967,-0.8633,-0.54,-0.655,-0.44,-0.555,-0.5233,-0.5267,-1.0233,-1.0267
2,-1.1533,-1.6867,-1.3367,-1.87,-1.33,-1.4517,-1.53,-1.6517,-1.245,-1.4833,-2.245,-2.4833
3,-1.2917,-1.9,-1.5817,-2.19,-1.6033,-1.9083,-2.0033,-2.3083,-1.255,-1.57,-1.255,-1.57
4,-1.6817,-2.19,-2.0983,-2.6067,-2.22,-2.5283,-2.92,-3.2283,-1.805,-2.2117,-2.305,-2.7117
5,-2.0267,-2.7517,-2.5267,-3.2517,-2.63,-2.9067,-3.13,-3.4067,-2.1333,-2.3433,-1.6333,-1.8433
6,-2.6633,-3.555,-3.2767,-4.1683,-3.42,-4.0083,-4.12,-4.7083,-2.8467,-3.3133,-2.8467,-3.3133
7,-3.38,-4.6217,-4.1167,-5.3583,-4.22,-5.175,-5.02,-5.975,-3.5467,-4.3767,-4.0467,-4.8767
8,-3.76,-5.2183,-4.6267,-6.085,-4.7767,-5.9317,-5.7767,-6.9317,-3.855,-4.8317,-3.355,-4.3317
9,-4.14,-5.6483,-5.1133,-6.6217,-5.3167,-6.7617,-6.5167,-7.9617,-4.3133,-5.5583,-4.3133,-5.5583
10,-4.73,-6.4717,-5.7967,-7.5383,-5.3433,-7.1817,-6.8433,-8.6817,-4.9667,-6.5617,-5.4667,-7.0617
11,-5.155,-6.8633,-6.3483,-8.0567,-5.1,-6.9767,-6.4,-8.2767,-5.1783,-6.44,-3.1783,-4.44
12,-5.625,-7.4083,-6.9317,-8.715,-5.78,-7.9933,-7.48,-9.6933,-5.8067,-7.42,-4.3067,-5.92
13,-6.3333,-8.2,-7.77,-9.6367,-6.6467,-9.225,-8.5467,-11.125,-6.6,-8.5083,-5.6,-7.5083
14,-6.7817,-8.6983,-8.3483,-10.265,-7.1567,-9.9283,-9.0567,-11.8283,-7.095,-9.265,-6.595,-8.765
15,-7.27,-9.3367,-8.9433,-11.01,-7.7,-10.7983,-9.5,-12.5983,-7.6517,-9.995,-7.6517,-9.995
16,-8.0483,-10.3317,-9.855,-12.1383,-8.5767,-11.9317,-10.4767,-13.8317,-8.4683,-10.9217,-8.9683,-11.4217
17,-8.3517,-10.635,-10.2883,-12.5717,-9.1333,-12.7333,-11.5333,-15.1333,-8.9583,-11.6483,-9.9583,-12.6483
18,-9.1383,-11.6633,-11.2283,-13.7533,-9.94,-13.7417,-12.14,-15.9417,-9.675,-12.5433,-9.675,-12.5433
19,-9.83,-12.4383,-12.03,-14.6383,-10.0633,-14.1967,-12.5633,-16.6967,-10.4367,-13.575,-10.9367,-14.075
20,-10.225,-12.9167,-12.5817,-15.2733,-9.7267,-13.6917,-12.1267,-16.0917,-10.4633,-12.775,-8.4633,-10.775
21,-10.8917,-13.9,-13.3917,-16.4,-9.82,-14.09,-12.42,-16.69,-11.2267,-13.8417,-9.7267,-12.3417
22,-11.6433,-14.9767,-14.2467,-17.58,-10.7567,-15.435,-13.6567,-18.335,-12.0683,-15.0917,-11.0683,-14.0917
23,-12.2283,-15.62,-14.945,-18.3367,-11.28,-15.96,-13.68,-18.36,-12.705,-15.96,-12.205,-15.46
24,-12.305,-15.805,-15.175,-18.675,-11.29,-16.005,-12.99,-17.705,-12.7717,-16.105,-12.7717,-16.105
25,-12.7033,-16.4367,-15.7433,-19.4767,-11.76,-16.7183,-13.46,-18.4183,-13.2083,-16.6583,-13.7083,-17.1583
26,-13.5117,-17.72,-16.7183,-20.9267,-12.7767,-18.0867,-14.7767,-20.0867,-14.1233,-17.8917,-15.1233,-18.8917
27,-14.3483,-18.6067,-17.6817,-21.94,-13.7133,-19.2833,-15.8133,-21.3833,-15.0083,-18.79,-16.5083,-20.29
28,-15.085,-19.61,-18.5017,-23.0267,-14.5133,-20.3767,-16.5133,-22.3767,-15.8417,-19.8833,-17.8417,-21.8833
29,-15.4667,-20.4167,-19.0033,-23.9533,-14.9633,-21.0317,-16.9633,-23.0317,-16.23,-20.4583,-18.73,-22.9583
30,-15.8117,-20.6533,-19.4083,-24.25,-15.4667,-21.7067,-17.5667,-23.8067,-16.3533,-20.4083,-16.3533,-20.4083
31,-16.5833,-21.5667,-20.3033,-25.2867,-16.3433,-22.845,-18.4433,-24.945,-16.8883,-20.6683,-14.3883,-18.1683
32,-17.115,-22.1567,-20.925,-25.9667,-17.05,-23.86,-19.35,-26.16,-17.405,-21.485,-13.905,-17.985
33,-17.7,-22.6833,-21.6267,-26.61,-17.6733,-24.5567,-19.7733,-26.6567,-18.02,-22.2483,-15.02,-19.2483
34,-18.0717,-23.3467,-22.125,-27.4,-16.6567,-20.8233,-18.8567,-23.0233,-18.3267,-22.2067,-14.3267,-18.2067
35,-18.925,-24.4917,-23.105,-28.6717,-17.6333,-21.93,-19.7333,-24.03,-19.335,-23.4883,-15.835,-19.9883
36,-19.515,-25.4483,-23.815,-29.7483,-18.3067,-22.9617,-20.4067,-25.0617,-19.8167,-24.1817,-15.3167,-19.6817
37,-20.05,-25.9,-24.46,-30.31,-19.0533,-23.9333,-21.3533,-26.2333,-20.5083,-25.1383,-16.5083,-21.1383
38,-20.4733,-26.54,-24.9867,-31.0533,-19.5867,-24.655,-21.8867,-26.955,-20.98,-25.81,-17.48,-22.31
39,-20.8483,-27.1567,-25.4583,-31.7667,-20.0733,-25.455,-22.4733,-27.855,-21.2783,-26.3183,-16.7783,-21.8183
40,-21.3467,-27.8633,-26.1,-32.6167,-18.4233,-24.0417,-20.8233,-26.4417,-21.4983,-26.765,-14.4983,-19.765
41,-21.8467,-28.7133,-26.6967,-33.5633,-19.0967,-25.0283,-21.6967,-27.6283,-21.9783,-27.5467,-13.9783,-19.5467
42,-22.2467,-29.3467,-27.2467,-34.3467,-18.18,-24.4,-20.98,-27.2,-14.2167,-20.1383,-6.7167,-12.6383
43,-22.6933,-30.1183,-27.8467,-35.2717,-18.7233,-25.14,-21.6233,-28.04,-14.5583,-20.265,-6.0583,-11.765
44,-23.585,-31.0683,-28.8483,-36.3317,-19.7467,-26.4917,-22.8467,-29.5917,-15.525,-21.35,-7.525,-13.35
45,-24.0617,-31.8867,-29.435,-37.26,-20.41,-27.4117,-23.71,-30.7117,-16.1767,-22.3217,-8.6767,-14.8217
46,-24.9,-32.975,-30.3467,-38.4217,-21.42,-28.7283,-25.02,-32.3283,-17.15,-23.6083,-10.15,-16.6083
47,-25.3683,-33.6517,-30.9417,-39.225,-22.0867,-29.5833,-26.0867,-33.5833,-17.7783,-24.5467,-11.2783,-18.0467
48,-26.0633,-34.5633,-31.7333,-40.2333,-22.2233,-30.0117,-26.5233,-34.3117,-18.5067,-25.4283,-12.5067,-19.4283
49,-26.5983,-35.24,-32.4117,-41.0533,-22.8433,-30.7533,-27.1433,-35.0533,-19.1967,-26.355,-13.6967,-20.855
50,-27.05,-36.0667,-33.0067,-42.0233,-23.38,-31.6233,-27.68,-35.9233,-19.705,-27.1183,-14.705,-22.1183
51,-27.7233,-36.8233,-33.8333,-42.9333,-23.3433,-31.66,-27.6433,-35.96,-20.0067,-26.7033,-11.0067,-17.7033
52,-28.2917,-37.5833,-34.5583,-43.85,-23.9233,-32.4717,-28.1233,-36.6717,-20.465,-27.4517,-10.465,-17.4517
53,-29.025,-38.5,-35.425,-44.9,-24.7733,-33.3417,-29.0733,-37.6417,-21.2983,-28.4467,-11.7983,-18.9467
54,-29.6083,-39.35,-36.125,-45.8667,-25.54,-34.5117,-30.14,-39.1117,-21.945,-29.42,-12.945,-20.42
55,-30.1167,-39.95,-36.7667,-46.6,-26.23,-35.4967,-31.13,-40.3967,-22.4867,-30.205,-13.9867,-21.705
56,-30.7167,-40.7333,-37.5067,-47.5233,-27.04,-36.6167,-32.24,-41.8167,-23.2267,-31.25,-15.2267,-23.25
57,-31.1817,-41.14,-38.075,-48.0333,-27.7,-37.4433,-33.1,-42.8433,-23.8583,-32.1217,-16.3583,-24.6217
58,-31.6617,-41.8783,-38.6483,-48.865,-28.3233,-38.3817,-34.1233,-44.1817,-24.3883,-33.0183,-17.3883,-26.0183
59,-32.3783,-42.4367,-39.4783,-49.5367,-29.18,-39.3483,-35.08,-45.2483,-25.2267,-34.0483,-18.7267,-27.5483
60,-32.7767,-42.885,-40.0,-50.1083,-29.7233,-39.9733,-35.8233,-46.0733,-25.6683,-34.595,-19.6683,-28.595
61,-33.3733,-43.8567,-40.7,-51.1833,-30.54,-41.1933,-37.14,-47.7933,-26.4133,-35.69,-20.9133,-30.19
62,-33.8233,-44.465,-41.2467,-51.8883,-31.0633,-41.91,-37.6633,-48.51,-26.915,-36.4517,-21.915,-31.4517
63,-34.3583,-45.2667,-41.9017,-52.81,-31.67,-42.7417,-38.07,-49.1417,-27.51,-37.255,-23.01,-32.755
64,-35.05,-45.9833,-42.7167,-53.65,-32.52,-43.8667,-39.12,-50.4667,-28.1683,-38.1483,-22.6683,-32.6483
65,-35.5583,-46.8917,-43.325,-54.6583,-33.2067,-44.81,-39.9067,-51.51,-28.8117,-39.0283,-23.8117,-34.0283
66,-36.0967,-47.6883,-44.01,-55.6017,-33.9667,-45.9333,-41.0667,-53.0333,-29.4733,-40.0233,-24.9733,-35.5233
67,-36.4467,-48.2217,-44.5233,-56.2983,-33.75,-46.07,-41.05,-53.37,-29.7417,-40.5333,-24.2417,-35.0333
68,-37.1083,-49.1,-45.3417,-57.3333,-33.7433,-46.4233,-41.1433,-53.8233,-30.2933,-41.4683,-23.7933,-34.9683
69,-37.8533,-49.895,-46.19,-58.2317,-34.6933,-47.495,-42.3933,-55.195,-31.1933,-42.6217,-25.1933,-36.6217
70,-38.5233,-50.54,-46.9733,-58.99,-35.4733,-48.5533,-43.3733,-56.4533,-31.9683,-43.635,-26.4683,-38.135
71,-39.2217,-51.58,-47.8283,-60.1867,-36.3633,-49.845,-44.5633,-58.045,-32.855,-44.8783,-27.855,-39.8783
72,-39.7233,-52.1317,-48.4667,-60.875,-36.2633,-50.065,-44.6633,-58.465,-33.375,-45.475,-28.875,-40.975
73,-40.4817,-53.0483,-49.355,-61.9217,-37.1167,-51.22,-45.7167,-59.82,-34.0,-46.1717,-28.5,-40.6717
74,-41.1983,-53.9233,-50.195,-62.92,-37.3,-51.64,-46.3,-60.64,-34.6217,-47.005,-28.1217,-40.505
75,-41.6683,-54.4683,-50.8383,-63.6383,-37.91,-52.5717,-47.11,-61.7717,-35.19,-47.8633,-29.19,-41.8633
76,-42.1767,-54.9517,-51.4767,-64.2517,-38.5367,-53.2867,-47.8367,-62.5867,-35.72,-48.495,-30.22,-42.995
77,-42.4667,-55.5583,-51.8867,-64.9783,-38.9933,-54.11,-48.4933,-63.61,-36.195,-49.3017,-31.195,-44.3017
78,-42.9933,-56.1933,-52.54,-65.74,-39.7033,-55.055,-49.5033,-64.855,-36.8883,-50.285,-32.3883,-45.785
79,-43.6667,-57.0333,-53.3167,-66.6833,-40.6267,-56.36,-50.8267,-66.56,-37.7283,-51.4683,-33.7283,-47.4683
80,-44.22,-57.8283,-54.0167,-67.625,-41.3,-57.2267,-51.7,-67.6267,-38.3633,-52.375,-34.8633,-48.875
81,-45.0367,-58.9117,-54.9367,-68.8117,-42.2467,-58.3167,-52.8467,-68.9167,-39.2717,-53.5,-36.2717,-50.5
82,-45.5567,-59.465,-55.58,-69.4883,-42.0967,-58.3517,-52.5967,-68.8517,-39.7833,-54.1767,-37.2833,-51.6767
83,-46.23,-60.055,-56.3967,-70.2217,-42.9467,-59.4333,-53.5467,-70.0333,-40.4383,-55.1217,-36.9383,-51.6217
84,-46.7317,-60.59,-57.0183,-70.8767,-43.62,-60.435,-54.42,-71.235,-41.0983,-56.0783,-38.0983,-53.0783
85,-47.3633,-61.3883,-57.7467,-71.7717,-42.8367,-58.1733,-53.6367,-68.9733,-41.5017,-56.19,-36.0017,-50.69
86,-48.1117,-62.1033,-58.5883,-72.58,-42.23,-57.73,-53.13,-68.63,-42.1333,-57.0117,-35.6333,-50.5117
87,-48.8333,-63.275,-59.4067,-73.8483,-43.03,-58.765,-54.03,-69.765,-42.94,-58.1883,-36.94,-52.1883
88,-49.37,-63.57,-60.0133,-74.2133,-43.82,-59.665,-55.22,-71.065,-43.6517,-59.1233,-38.1517,-53.6233
89,-49.765,-64.1233,-60.535,-74.8933,-43.6633,-59.8117,-55.3633,-71.5117,-44.1417,-59.8667,-39.1417,-54.8667
90,-50.1017,-64.51,-60.9817,-75.39,-44.2133,-60.56,-56.3133,-72.66,-44.3633,-60.0733,-38.3633,-54.0733
91,-50.8967,-65.68,-61.95,-76.7333,-45.0867,-61.8117,-57.3867,-74.1117,-45.1733,-61.2217,-39.6733,-55.7217
92,-51.6917,-66.775,-62.8717,-77.955,-45.9933,-62.885,-58.4933,-75.385,-46.0733,-62.3633,-41.0733,-57.3633
93,-51.925,-67.0333,-63.2283,-78.3367,-46.4367,-63.6617,-59.1367,-76.3617,-46.5183,-63.1183,-42.0183,-58.6183
94,-52.415,-67.5483,-63.8183,-78.9517,-47.0767,-64.5567,-59.8767,-77.3567,-47.1033,-63.8833,-43.1033,-59.8833
95,-53.0267,-68.4017,-64.55,-79.925,-47.7767,-65.4217,-60.4767,-78.1217,-47.865,-64.8333,-44.365,-61.3333
96,-53.7967,-69.33,-65.4667,-81.0,-48.68,-66.5417,-61.28,-79.1417,-48.7517,-65.8917,-45.7517,-62.8917
97,-54.4367,-70.1867,-66.2533,-82.0033,-49.47,-67.6533,-62.27,-80.4533,-49.445,-66.87,-46.945,-64.37
98,-55.1317,-70.8233,-67.045,-82.7367,-50.2367,-68.29,-62.9367,-80.99,-50.2033,-67.6483,-48.2033,-65.6483
99,-55.7583,-71.4167,-67.7483,-83.4067,-50.93,-69.04,-63.43,-81.54,-50.98,-68.7267,-49.48,-67.2267
100,-56.47,-72.07,-68.6333,-84.2333,-51.7967,-70.0533,-64.4967,-82.7533,-51.6467,-69.1333,-49.1467,-66.6333
101,-56.8367,-72.67,-69.09,-84.9233,-52.3433,-70.8533,-65.3433,-83.8533,-52.0367,-69.8433,-48.5367,-66.3433
102,-57.2733,-73.24,-69.64,-85.6067,-52.8733,-71.485,-65.8733,-84.485,-52.485,-70.3317,-49.485,-67.3317
103,-57.9667,-74.1417,-70.45,-86.625,-52.9867,-71.9983,-66.0867,-85.0983,-53.2867,-71.425,-50.7867,-68.925
104,-58.5767,-75.1517,-71.1833,-87.7583,-53.7267,-73.0767,-66.9267,-86.2767,-53.9383,-72.415,-51.9383,-70.415
105,-59.1,-75.5667,-71.8533,-88.32,-54.46,-73.9883,-68.06,-87.5883,-54.5933,-73.2333,-53.0933,-71.7333
106,-59.7333,-76.3333,-72.61,-89.21,-55.27,-74.965,-69.07,-88.765,-55.37,-74.24,-54.37,-73.24
107,-60.2217,-76.88,-73.215,-89.8733,-55.1767,-73.435,-69.1767,-87.435,-55.915,-74.845,-55.415,-74.345
108,-60.7467,-77.5967,-73.8067,-90.6567,-55.9033,-74.5217,-70.1033,-88.7217,-56.5517,-75.8467,-56.5517,-75.8467
109,-61.31,-78.5017,-74.5367,-91.7283,-55.8733,-74.905,-70.3733,-89.405,-57.2167,-76.835,-57.7167,-77.335
110,-61.665,-79.1233,-75.0117,-92.47,-55.61,-74.9,-70.21,-89.5,-57.6867,-77.625,-58.6867,-78.625
111,-62.2933,-79.9683,-75.7267,-93.4017,-56.3167,-75.91,-70.9167,-90.51,-58.36,-78.525,-59.86,-80.025
112,-63.2483,-81.2733,-76.7817,-94.8067,-56.68,-76.5067,-71.48,-91.3067,-59.41,-79.8283,-61.41,-81.8283
113,-64.0383,-82.28,-77.6483,-95.89,-57.6533,-77.685,-72.7533,-92.785,-60.2883,-80.9767,-62.7883,-83.4767
114,-64.4917,-82.7,-78.2517,-96.46,-58.2867,-78.6983,-73.6867,-94.0983,-60.8767,-81.8867,-63.8767,-84.8867
115,-65.1367,-83.6867,-79.0033,-97.5533,-59.0867,-79.8483,-74.7867,-95.5483,-61.52,-82.7367,-65.02,-86.2367
116,-65.8967,-84.48,-79.9,-98.4833,-59.9867,-81.005,-75.9867,-97.005,-62.29,-83.7267,-66.29,-87.7267
117,-66.4733,-85.3733,-80.5733,-99.4733,-60.6867,-82.0417,-76.7867,-98.1417,-62.7783,-84.46,-65.7783,-87.46
118,-67.3033,-86.2533,-81.5633,-100.5133,-61.6767,-83.075,-77.9767,-99.375,-63.695,-85.4683,-67.195,-88.9683
119,-67.705,-87.055,-82.1383,-101.4883,-62.23,-83.82,-78.83,-100.42,-64.1067,-86.07,-68.1067,-90.07
120,-67.7917,-87.35,-82.385,-101.9433,-61.5767,-82.0417,-77.9767,-98.4417,-64.0767,-86.14,-68.5767,-90.64
121,-68.0483,-87.665,-82.7017,-102.3183,-61.91,-82.3967,-78.31,-98.7967,-64.3783,-86.4817,-69.3783,-91.4817
122,-68.5967,-88.2883,-83.36,-103.0517,-62.5667,-83.2833,-79.0667,-99.7833,-65.0367,-87.43,-70.5367,-92.93
123,-69.2367,-89.2033,-84.1133,-104.08,-62.64,-83.6533,-79.44,-100.4533,-65.47,-88.155,-68.47,-91.155
124,-69.8367,-89.5033,-84.87,-104.5367,-63.4067,-84.71,-80.5067,-101.81,-66.2217,-89.1633,-69.7217,-92.6633
125,-70.34,-90.14,-85.4933,-105.2933,-64.08,-85.6617,-81.38,-102.9617,-66.855,-89.9783,-70.855,-93.9783
126,-70.6683,-90.66,-85.965,-105.9567,-64.5467,-86.3267,-81.9467,-103.7267,-67.2467,-90.5467,-71.7467,-95.0467
127,-70.9667,-90.9583,-86.39,-106.3817,-65.0133,-87.0133,-82.7133,-104.7133,-67.4933,-90.95,-72.4933,-95.95
128,-71.56,-91.71,-87.1267,-107.2767,-65.6833,-88.035,-83.3833,-105.735,-68.1517,-91.9517,-73.6517,-97.4517
129,-71.8033,-92.27,-87.4867,-107.9533,-66.1533,-88.8567,-84.2533,-106.9567,-68.5317,-92.62,-74.5317,-98.62
130,-72.365,-92.8233,-88.1583,-108.6167,-66.92,-89.9683,-85.22,-108.2683,-69.2583,-93.56,-75.7583,-100.06
131,-73.0567,-93.7067,-88.9467,-109.5967,-67.8167,-91.16,-86.4167,-109.76,-70.0567,-94.6,-77.0567,-101.6
132,-73.4017,-94.0267,-89.4583,-110.0833,-68.2367,-91.6017,-86.8367,-110.2017,-70.4317,-94.9267,-77.9317,-102.4267
133,-73.805,-94.6133,-89.9983,-110.8067,-68.0333,-90.2017,-86.9333,-109.1017,-70.9017,-95.595,-78.9017,-103.595
134,-74.4017,-95.3183,-90.725,-111.6417,-68.67,-90.97,-87.37,-109.67,-71.525,-96.44,-80.025,-104.94
135,-75.2017,-95.96,-91.6317,-112.39,-68.8967,-89.8567,-87.9967,-108.9567,-72.2433,-96.8383,-79.7433,-104.3383
136,-75.565,-96.6233,-92.1217,-113.18,-69.4733,-90.6917,-88.9733,-110.1917,-72.735,-97.6,-80.735,-105.6
137,-75.9783,-97.2783,-92.7083,-114.0083,-70.0067,-91.4633,-89.7067,-111.1633,-73.2283,-98.3067,-81.7283,-106.8067
138,-76.5417,-98.2167,-93.4217,-115.0967,-70.7167,-92.4233,-90.3167,-112.0233,-73.9017,-99.3017,-82.9017,-108.3017
139,-77.075,-99.15,-94.1117,-116.1867,-71.3433,-93.4017,-91.0433,-113.1017,-74.3867,-100.0867,-82.3867,-108.0867
140,-77.75,-100.0167,-94.9,-117.1667,-71.3,-93.6383,-90.9,-113.2383,-74.93,-100.9267,-81.93,-107.9267
141,-78.5433,-101.0183,-95.7867,-118.2617,-72.2467,-94.885,-92.0467,-114.685,-75.7783,-102.0617,-83.2783,-109.5617
142,-78.8133,-101.505,-96.13,-118.8217,-71.8633,-94.8217,-91.6633,-114.6217,-76.025,-102.615,-82.525,-109.115
143,-79.2467,-102.3133,-96.6667,-119.7333,-72.3967,-95.68,-92.0967,-115.38,-76.525,-103.2517,-83.525,-110.2517
144,-79.78,-103.0883,-97.2967,-120.605,-72.4167,-94.5583,-92.5167,-114.6583,-77.1567,-104.1483,-84.6567,-111.6483
145,-80.3083,-103.9583,-97.965,-121.615,-73.1267,-95.6633,-93.6267,-116.1633,-77.5967,-104.8483,-85.5967,-112.8483
146,-80.9183,-104.7017,-98.7383,-122.5217,-73.7833,-96.3933,-94.2833,-116.8933,-78.2967,-105.8367,-86.7967,-114.3367
147,-81.4917,-105.1667,-99.4383,-123.1133,-74.3667,-96.9817,-94.5667,-117.1817,-78.85,-106.5683,-87.85,-115.5683
148,-82.005,-105.6217,-100.0783,-123.695,-75.0533,-97.665,-95.5533,-118.165,-79.47,-107.37,-88.97,-116.87
149,-82.7267,-106.61,-100.92,-124.8033,-75.9033,-98.88,-96.4033,-119.38,-80.2583,-108.4983,-90.2583,-118.4983
150,-83.375,-107.2833,-101.6583,-125.5667,-76.69,-99.8117,-97.49,-120.6117,-80.8483,-109.105,-91.3483,-119.605
151,-84.3283,-108.095,-102.7083,-126.475,-77.8833,-101.1583,-99.0833,-122.3583,-81.9,-110.1667,-92.9,-121.1667
152,-85.0717,-109.2383,-103.5717,-127.7383,-78.01,-101.5933,-99.41,-122.9933,-82.695,-111.135,-94.195,-122.635
153,-85.5733,-109.74,-104.2,-128.3667,-78.6467,-102.4317,-99.9467,-123.7317,-83.2667,-111.87,-95.2667,-123.87
154,-86.1433,-110.2517,-104.9,-129.0083,-79.37,-103.4367,-100.87,-124.9367,-83.775,-112.5467,-94.775,-123.5467
155,-86.77,-111.12,-105.64,-129.99,-78.72,-103.07,-100.62,-124.97,-84.3467,-113.45,-94.3467,-123.45
156,-87.1567,-111.8067,-106.1367,-130.7867,-78.45,-103.1383,-100.45,-125.1383,-84.7183,-113.9933,-95.2183,-124.4933
157,-87.6617,-112.52,-106.795,-131.6533,-78.9933,-103.8683,-100.8933,-125.7683,-85.2617,-114.9067,-96.2617,-125.9067
158,-88.2167,-113.525,-107.5133,-132.8217,-79.7167,-105.035,-101.9167,-127.235,-85.9583,-115.9817,-97.4583,-127.4817
159,-88.9233,-114.1317,-108.3433,-133.5517,-80.51,-105.75,-102.71,-127.95,-86.6667,-116.5117,-98.6667,-128.5117
160,-89.455,-114.93,-108.995,-134.47,-80.4667,-105.97,-102.9667,-128.47,-87.285,-117.4083,-99.785,-129.9083
161,-90.085,-115.835,-109.7417,-135.4917,-81.2033,-106.9967,-103.9033,-129.6967,-87.9617,-118.365,-100.9617,-131.365
162,-90.595,-116.37,-110.3617,-136.1367,-81.0233,-106.955,-103.6233,-129.555,-88.5633,-119.2133,-102.0633,-132.7133
163,-90.975,-117.075,-110.865,-136.965,-80.79,-106.8783,-103.39,-129.4783,-88.9967,-119.7567,-102.9967,-133.7567
164,-91.2583,-117.65,-111.265,-137.6567,-81.2,-107.485,-103.9,-130.185,-89.4083,-120.5017,-103.9083,-135.0017
165,-91.72,-117.9283,-111.84,-138.0483,-81.6667,-107.7767,-104.1667,-130.2767,-89.725,-120.3583,-103.225,-133.8583
166,-92.5067,-118.5233,-112.7133,-138.73,-82.6,-108.965,-105.3,-131.665,-90.6317,-121.5133,-104.6317,-135.5133
167,-92.6867,-118.645,-113.08,-139.0383,-82.9233,-109.375,-105.7233,-132.175,-90.8317,-121.8467,-105.3317,-136.3467
168,-93.0467,-119.03,-113.58,-139.5633,-83.4133,-109.99,-106.2133,-132.79,-91.385,-122.68,-106.385,-137.68
169,-93.4783,-119.3533,-114.1283,-140.0033,-83.8233,-110.43,-106.4233,-133.03,-91.7933,-123.25,-107.2933,-138.75
170,-93.68,-119.8717,-114.4533,-140.645,-84.1967,-110.97,-107.0967,-133.87,-91.8833,-123.5033,-106.3833,-138.0033
171,-94.06,-120.3017,-114.9967,-141.2383,-84.7567,-111.7567,-107.7567,-134.7567,-92.2417,-123.5883,-105.7417,-137.0883
172,-94.5717,-120.9467,-115.685,-142.06,-85.3733,-112.3717,-108.3733,-135.3717,-92.8883,-124.5167,-106.8883,-138.5167
173,-95.0167,-121.4667,-116.2367,-142.6867,-85.9233,-112.8667,-108.9233,-135.8667,-93.475,-125.28,-107.975,-139.78
174,-95.505,-122.1467,-116.8583,-143.5,-86.5233,-113.785,-109.5233,-136.785,-94.1317,-126.2283,-109.1317,-141.2283
175,-96.175,-123.0083,-117.6483,-144.4817,-87.3,-114.6933,-110.2,-137.5933,-94.9717,-127.3133,-110.4717,-142.8133
176,-96.7,-123.2833,-118.28,-144.8633,-88.02,-115.575,-111.32,-138.875,-95.585,-128.1233,-111.585,-144.1233
177,-97.1717,-123.83,-118.895,-145.5533,-88.61,-116.2567,-111.91,-139.5567,-96.1733,-128.955,-112.6733,-145.455
178,-97.7617,-124.745,-119.5817,-146.565,-88.5667,-116.555,-112.0667,-140.055,-96.8,-129.8817,-113.8,-146.8817
179,-98.7183,-126.0183,-120.6483,-147.9483,-89.7133,-118.0933,-113.6133,-141.9933,-97.8367,-131.2783,-115.3367,-148.7783
180,-99.3883,-126.7217,-121.445,-148.7783,-89.8367,-118.47,-114.0367,-142.67,-98.4967,-132.165,-114.9967,-148.665
181,-99.7733,-127.2483,-121.9367,-149.4117,-90.4867,-119.4417,-115.1867,-144.1417,-99.0617,-132.9017,-116.0617,-149.9017
182,-100.4183,-127.835,-122.7083,-150.125,-90.4767,-119.4267,-115.0767,-144.0267,-99.7933,-133.805,-117.2933,-151.305
183,-101.1433,-128.4517,-123.59,-150.8983,-90.7167,-119.885,-115.8167,-144.985,-100.6767,-134.9367,-118.6767,-152.9367
184,-101.5083,-129.0,-124.0817,-151.5733,-91.11,-120.355,-116.01,-145.255,-100.9183,-135.2833,-117.9183,-152.2833
185,-101.9633,-129.6133,-124.6267,-152.2767,-91.63,-121.1117,-116.53,-146.0117,-101.4133,-136.02,-118.9133,-153.52
186,-102.25,-130.1167,-124.9767,-152.8433,-92.0867,-121.9033,-117.1867,-147.0033,-101.7867,-136.6517,-119.7867,-154.6517
187,-102.9517,-131.1433,-125.785,-153.9767,-92.94,-123.0517,-118.34,-148.4517,-102.55,-137.6683,-121.05,-156.1683
188,-103.4667,-131.8917,-126.4,-154.825,-92.7267,-122.8483,-117.9267,-148.0483,-103.095,-138.3367,-122.095,-157.3367
189,-103.7617,-132.4367,-126.775,-155.45,-93.1933,-123.5033,-118.5933,-148.9033,-103.5167,-138.965,-123.0167,-158.465
190,-103.9933,-132.8767,-127.1433,-156.0267,-93.5667,-124.1733,-119.0667,-149.6733,-103.8533,-139.5133,-123.8533,-159.5133
191,-104.58,-133.4383,-127.8333,-156.6917,-94.2367,-124.7033,-119.7367,-150.2033,-104.5133,-140.2717,-125.0133,-160.7717
192,-105.3067,-134.2483,-128.67,-157.6117,-95.1467,-125.8933,-120.8467,-151.5933,-105.4567,-141.5183,-126.4567,-162.5183
193,-105.745,-134.845,-129.235,-158.335,-95.79,-126.9,-121.69,-152.8,-106.065,-142.49,-127.565,-163.99
194,-106.3233,-135.615,-129.9,-159.1917,-95.7467,-125.5367,-121.6467,-151.4367,-106.6483,-143.2383,-128.6483,-165.2383
195,-107.1417,-136.8333,-130.8783,-160.57,-96.66,-126.7917,-122.66,-152.7917,-107.4467,-144.3433,-128.4467,-165.3433
196,-107.5233,-137.2983,-131.3267,-161.1017,-96.55,-127.0183,-123.05,-153.5183,-107.8567,-145.0867,-127.8567,-165.0867
