draw,portfolio_plain_draw_column_2,portfolio_bonus_draw_column_2,portfolio_para1_draw_column_2,portfolio_para1_bonus_draw_column_2,portfolio_plain_draw_column_5,portfolio_bonus_draw_column_5,portfolio_para1_draw_column_5,portfolio_para1_bonus_draw_column_5,portfolio_plain_draw_column_7,portfolio_bonus_draw_column_7,portfolio_para1_draw_column_7,portfolio_para1_bonus_draw_column_7
1605,-879.8467,-1143.405,-1072.89,-1336.4483,-855.48,-1098.265,-1091.48,-1334.265,-860.0067,-1072.5483,-1089.5067,-1302.0483
1606,-880.0467,-1143.7133,-1073.1867,-1336.8533,-855.9,-1098.9117,-1092.2,-1335.2117,-860.335,-1073.0267,-1090.335,-1303.0267
1607,-880.4367,-1144.1783,-1073.6733,-1337.415,-855.5433,-1098.535,-1091.6433,-1334.635,-860.5467,-1073.3917,-1089.5467,-1302.3917
1608,-880.9933,-1144.76,-1074.3767,-1338.1433,-856.25,-1099.4983,-1092.75,-1335.9983,-861.1633,-1074.26,-1090.6633,-1303.76
1609,-881.5,-1145.4,-1075.0233,-1338.9233,-856.8133,-1100.11,-1093.3133,-1336.61,-861.7033,-1074.96,-1091.7033,-1304.96
1610,-882.1283,-1146.0783,-1075.7717,-1339.7217,-857.6367,-1101.0433,-1094.3367,-1337.7433,-862.47,-1075.8317,-1092.97,-1306.3317
1611,-882.6617,-1146.645,-1076.4183,-1340.4017,-858.3867,-1101.9333,-1095.2867,-1338.8333,-863.2183,-1076.8167,-1094.2183,-1307.8167
1612,-883.1533,-1147.0867,-1077.0233,-1340.9567,-859.0333,-1102.76,-1096.2333,-1339.96,-863.7817,-1077.6683,-1095.2817,-1309.1683
1613,-883.815,-1148.015,-1077.8283,-1342.0283,-859.73,-1103.7983,-1096.83,-1340.8983,-864.335,-1078.545,-1094.835,-1309.045
1614,-884.2917,-1148.575,-1078.4417,-1342.725,-860.37,-1104.6317,-1097.77,-1342.0317,-864.9083,-1079.29,-1095.9083,-1310.29
1615,-884.6383,-1149.2967,-1078.955,-1343.6133,-860.8567,-1105.4833,-1098.4567,-1343.0833,-865.36,-1080.0833,-1096.86,-1311.5833
1616,-885.12,-1149.9117,-1079.59,-1344.3817,-861.5167,-1106.4917,-1099.5167,-1344.4917,-865.9967,-1081.0583,-1097.9967,-1313.0583
1617,-885.665,-1150.3983,-1080.2683,-1345.0017,-862.21,-1107.4983,-1100.31,-1345.5983,-866.6117,-1081.8267,-1099.1117,-1314.3267
1618,-886.4433,-1151.3933,-1081.2267,-1346.1767,-862.44,-1108.035,-1100.84,-1346.435,-867.5,-1082.8717,-1100.5,-1315.8717
1619,-886.9517,-1152.3017,-1081.875,-1347.225,-863.18,-1109.155,-1102.08,-1348.055,-868.1567,-1083.875,-1101.6567,-1317.375
1620,-887.5017,-1152.635,-1082.525,-1347.6583,-863.7533,-1109.76,-1102.3533,-1348.36,-868.81,-1084.71,-1102.81,-1318.71
1621,-888.1467,-1153.655,-1083.3133,-1348.8217,-864.55,-1110.8983,-1103.25,-1349.5983,-869.5817,-1085.73,-1104.0817,-1320.23
1622,-888.425,-1153.9083,-1083.7117,-1349.195,-864.91,-1111.32,-1103.41,-1349.82,-869.9083,-1086.2,-1104.9083,-1321.2
1623,-889.0567,-1154.4567,-1084.4533,-1349.8533,-864.9067,-1111.2317,-1103.4067,-1349.7317,-870.4933,-1086.8967,-1104.4933,-1320.8967
1624,-889.2817,-1154.79,-1084.795,-1350.3033,-865.25,-1111.66,-1103.85,-1350.26,-870.72,-1087.2233,-1105.22,-1321.7233
1625,-889.8967,-1155.78,-1085.4967,-1351.38,-865.96,-1112.67,-1104.46,-1351.17,-871.4,-1088.17,-1106.4,-1323.17
1626,-890.52,-1156.595,-1086.2533,-1352.3283,-866.7633,-1113.8467,-1105.5633,-1352.6467,-872.18,-1089.2633,-1107.68,-1324.7633
1627,-890.8117,-1156.795,-1086.6217,-1352.605,-867.18,-1114.5533,-1106.08,-1353.4533,-872.62,-1089.98,-1108.62,-1325.98
1628,-891.4067,-1157.79,-1087.3633,-1353.7467,-867.1367,-1114.9,-1106.1367,-1353.9,-873.2867,-1090.9717,-1109.7867,-1327.4717
1629,-892.1067,-1158.465,-1088.17,-1354.5283,-868.0033,-1116.0717,-1107.2033,-1355.2717,-874.0867,-1092.0567,-1111.0867,-1329.0567
1630,-892.7,-1159.4583,-1088.8967,-1355.655,-868.8033,-1117.255,-1108.3033,-1356.755,-874.7533,-1093.04,-1112.2533,-1330.54
1631,-893.4783,-1160.2367,-1089.785,-1356.5433,-869.7133,-1118.2033,-1109.3133,-1357.8033,-875.6117,-1094.0433,-1113.6117,-1332.0433
1632,-894.0133,-1160.9883,-1090.45,-1357.425,-869.5667,-1118.0767,-1108.8667,-1357.3767,-876.2417,-1094.9333,-1114.7417,-1333.4333
1633,-894.6583,-1161.9833,-1091.225,-1358.55,-870.4933,-1119.3267,-1110.2933,-1359.1267,-877.07,-1096.0917,-1116.07,-1335.0917
1634,-895.3517,-1162.9767,-1092.0617,-1359.6867,-871.2533,-1120.2667,-1111.1533,-1360.1667,-877.63,-1096.8533,-1115.63,-1334.8533
1635,-895.7483,-1163.615,-1092.605,-1360.4717,-871.7767,-1121.0883,-1111.7767,-1361.0883,-878.03,-1097.4583,-1116.53,-1335.9583
1636,-896.3983,-1164.29,-1093.3517,-1361.2433,-872.63,-1122.11,-1113.03,-1362.51,-878.7517,-1098.3967,-1117.7517,-1337.3967
1637,-897.17,-1165.0867,-1094.1967,-1362.1133,-873.6033,-1123.3617,-1114.3033,-1364.0617,-879.63,-1099.4733,-1119.13,-1338.9733
1638,-897.5267,-1165.71,-1094.6533,-1362.8367,-874.1433,-1124.2533,-1114.9433,-1365.0533,-880.0767,-1100.1617,-1120.0767,-1340.1617
1639,-898.0733,-1166.315,-1095.29,-1363.5317,-874.78,-1125.0967,-1115.58,-1365.8967,-880.6867,-1100.945,-1121.1867,-1341.445
1640,-898.6933,-1167.1183,-1096.0767,-1364.5017,-875.5533,-1126.0417,-1116.5533,-1367.0417,-881.3883,-1101.805,-1122.3883,-1342.805
1641,-899.13,-1167.6883,-1096.6333,-1365.1917,-875.4733,-1126.1817,-1116.6733,-1367.3817,-881.7767,-1102.4583,-1121.7767,-1342.4583
1642,-899.5683,-1168.1267,-1097.2017,-1365.76,-875.3967,-1126.36,-1116.8967,-1367.86,-882.23,-1102.9333,-1122.73,-1343.4333
1643,-900.135,-1168.7183,-1097.8917,-1366.475,-876.1467,-1127.3817,-1117.9467,-1369.1817,-882.895,-1103.85,-1123.895,-1344.85
1644,-900.5833,-1169.4333,-1098.4967,-1367.3467,-876.5833,-1127.9017,-1118.1833,-1369.5017,-883.3533,-1104.425,-1124.8533,-1345.925
1645,-901.2317,-1170.2233,-1099.1917,-1368.1833,-877.3967,-1128.9133,-1119.1967,-1370.7133,-884.1083,-1105.4483,-1126.1083,-1347.4483
1646,-901.9317,-1170.7733,-1100.0417,-1368.8833,-878.18,-1129.93,-1119.98,-1371.73,-884.8467,-1106.4267,-1127.3467,-1348.9267
1647,-902.2567,-1170.9567,-1100.5167,-1369.2167,-878.6533,-1130.4817,-1120.5533,-1372.3817,-885.3117,-1107.0617,-1128.3117,-1350.0617
1648,-902.6367,-1171.52,-1101.02,-1369.9033,-878.3933,-1130.4817,-1120.3933,-1372.4817,-885.7017,-1107.7533,-1129.2017,-1351.2533
1649,-903.1567,-1172.3317,-1101.6433,-1370.8183,-879.0367,-1131.2617,-1121.1367,-1373.3617,-886.2717,-1108.38,-1130.2717,-1352.38
1650,-903.775,-1173.025,-1102.4217,-1371.6717,-879.81,-1132.4083,-1122.21,-1374.8083,-887.03,-1109.4333,-1131.53,-1353.9333
1651,-904.0967,-1173.4967,-1102.8133,-1372.2133,-880.2867,-1133.095,-1122.9867,-1375.795,-887.38,-1109.995,-1132.38,-1354.995
1652,-904.7717,-1174.2633,-1103.6017,-1373.0933,-879.4233,-1130.8067,-1121.8233,-1373.2067,-887.8317,-1110.1133,-1131.8317,-1354.1133
1653,-905.0833,-1174.625,-1104.0333,-1373.575,-879.87,-1131.395,-1122.37,-1373.895,-888.1967,-1110.6433,-1132.6967,-1355.1433
1654,-905.6417,-1175.3667,-1104.7083,-1374.4333,-880.5367,-1132.345,-1123.1367,-1374.945,-888.64,-1111.2967,-1132.14,-1354.7967
1655,-906.4517,-1176.21,-1105.6583,-1375.4167,-881.33,-1133.245,-1123.73,-1375.645,-889.425,-1112.2083,-1133.425,-1356.2083
1656,-907.2117,-1177.2117,-1106.5483,-1376.5483,-882.28,-1134.4133,-1124.98,-1377.1133,-890.28,-1113.1883,-1134.78,-1357.6883
1657,-907.9,-1178.275,-1107.34,-1377.715,-883.0367,-1135.4717,-1125.5367,-1377.9717,-890.8467,-1114.0017,-1134.3467,-1357.5017
1658,-908.5183,-1179.135,-1108.0817,-1378.6983,-883.6033,-1136.1617,-1125.6033,-1378.1617,-891.49,-1114.845,-1135.49,-1358.845
1659,-909.145,-1179.895,-1108.8183,-1379.5683,-884.33,-1137.065,-1126.33,-1379.065,-892.1483,-1115.7167,-1136.6483,-1360.2167
1660,-909.655,-1180.5383,-1109.4483,-1380.3317,-884.9733,-1137.945,-1127.0733,-1380.045,-892.7733,-1116.5867,-1137.7733,-1361.5867
1661,-910.13,-1181.0717,-1110.09,-1381.0317,-885.53,-1138.66,-1127.73,-1380.86,-893.3333,-1117.4233,-1138.8333,-1362.9233
1662,-910.565,-1181.5567,-1110.675,-1381.6667,-885.3833,-1137.2083,-1127.5833,-1379.4083,-893.925,-1118.185,-1139.925,-1364.185
1663,-911.3083,-1182.675,-1111.565,-1382.9317,-886.3033,-1138.3433,-1128.7033,-1380.7433,-894.7817,-1119.34,-1141.2817,-1365.84
1664,-911.915,-1183.3317,-1112.255,-1383.6717,-887.11,-1139.365,-1129.61,-1381.865,-895.575,-1120.3467,-1142.575,-1367.3467
1665,-912.375,-1183.825,-1112.8617,-1384.3117,-887.78,-1140.32,-1130.78,-1383.32,-896.085,-1121.055,-1143.585,-1368.555
1666,-913.0683,-1184.5683,-1113.7083,-1385.2083,-888.52,-1141.16,-1131.62,-1384.26,-896.81,-1121.8333,-1144.81,-1369.8333
1667,-913.6433,-1185.1767,-1114.4133,-1385.9467,-889.3133,-1142.2317,-1132.7133,-1385.6317,-897.5217,-1122.735,-1146.0217,-1371.235
1668,-914.215,-1185.715,-1115.125,-1386.625,-890.1,-1143.3667,-1133.9,-1387.1667,-898.2367,-1123.78,-1147.2367,-1372.78
1669,-914.7,-1186.3,-1115.7733,-1387.3733,-890.6933,-1144.105,-1134.3933,-1387.805,-898.7733,-1124.375,-1148.2733,-1373.875
1670,-915.2617,-1186.9867,-1116.475,-1388.2,-891.4167,-1145.0133,-1135.3167,-1388.9133,-899.3617,-1125.18,-1149.3617,-1375.18
1671,-915.5533,-1187.495,-1116.8733,-1388.815,-891.8,-1145.54,-1135.7,-1389.44,-899.7617,-1125.8367,-1150.2617,-1376.3367
1672,-916.2083,-1188.4083,-1117.625,-1389.825,-892.65,-1146.6617,-1136.85,-1390.8617,-900.57,-1126.915,-1151.57,-1377.915
1673,-916.9917,-1189.5083,-1118.5283,-1391.045,-893.6333,-1147.9117,-1138.1333,-1392.4117,-901.4467,-1127.905,-1152.9467,-1379.405
1674,-917.4433,-1190.385,-1119.1433,-1392.085,-894.15,-1148.705,-1138.65,-1393.205,-901.8667,-1128.2233,-1152.3667,-1378.7233
1675,-918.0483,-1191.04,-1119.875,-1392.8667,-894.9633,-1149.7367,-1139.7633,-1394.5367,-902.5733,-1129.205,-1153.5733,-1380.205
1676,-918.4617,-1191.3783,-1120.385,-1393.3017,-895.48,-1150.2633,-1140.18,-1394.9633,-903.0967,-1129.7933,-1154.5967,-1381.2933
1677,-918.885,-1191.6017,-1120.9717,-1393.6883,-896.0767,-1151.0583,-1140.9767,-1395.9583,-903.7067,-1130.6917,-1155.7067,-1382.6917
1678,-919.4783,-1192.245,-1121.735,-1394.5017,-896.7567,-1152.0783,-1141.8567,-1397.1783,-904.3633,-1131.6783,-1156.8633,-1384.1783
1679,-919.925,-1193.0333,-1122.2717,-1395.38,-897.2133,-1152.8583,-1142.1133,-1397.7583,-904.7167,-1132.2533,-1157.7167,-1385.2533
1680,-920.63,-1193.5967,-1123.1067,-1396.0733,-898.08,-1153.865,-1143.08,-1398.865,-905.6067,-1133.3717,-1159.1067,-1386.8717
1681,-921.34,-1194.5733,-1123.95,-1397.1833,-899.0667,-1155.185,-1144.5667,-1400.685,-906.3983,-1134.3733,-1160.3983,-1388.3733
1682,-921.5067,-1194.99,-1124.21,-1397.6933,-899.27,-1155.6517,-1144.67,-1401.0517,-906.6267,-1134.7317,-1161.1267,-1389.2317
1683,-922.3583,-1195.9,-1125.2017,-1398.7433,-900.2533,-1156.905,-1145.9533,-1402.605,-907.3817,-1135.6833,-1160.8817,-1389.1833
1684,-923.105,-1196.6717,-1126.1283,-1399.695,-901.1067,-1157.8583,-1147.0067,-1403.7583,-908.2317,-1136.74,-1162.2317,-1390.74
1685,-923.7183,-1197.71,-1126.8983,-1400.89,-901.8267,-1158.8083,-1147.8267,-1404.8083,-908.8317,-1137.6933,-1161.8317,-1390.6933
1686,-924.2167,-1198.475,-1127.45,-1401.7083,-902.3467,-1159.3383,-1148.0467,-1405.0383,-909.4083,-1138.4733,-1162.9083,-1391.9733
1687,-924.495,-1198.8533,-1127.815,-1402.1733,-902.78,-1159.9633,-1148.58,-1405.7633,-909.8217,-1139.0533,-1163.8217,-1393.0533
1688,-925.1,-1199.4,-1128.56,-1402.86,-903.5533,-1160.7983,-1149.4533,-1406.6983,-910.5883,-1139.975,-1165.0883,-1394.475
1689,-925.2533,-1199.795,-1128.84,-1403.3817,-903.83,-1161.1867,-1149.73,-1407.0867,-910.6667,-1140.1283,-1164.1667,-1393.6283
1690,-925.91,-1200.0767,-1129.5967,-1403.7633,-903.8867,-1159.87,-1149.8867,-1405.87,-911.3717,-1140.8917,-1165.3717,-1394.8917
1691,-926.5167,-1200.95,-1130.2733,-1404.7067,-904.5733,-1160.75,-1150.6733,-1406.85,-912.0033,-1141.635,-1166.5033,-1396.135
1692,-926.685,-1201.1767,-1130.5783,-1405.07,-904.87,-1161.135,-1151.17,-1407.435,-912.195,-1141.985,-1167.195,-1396.985
1693,-927.2067,-1201.84,-1131.2067,-1405.84,-905.5167,-1162.1083,-1151.9167,-1408.5083,-912.7017,-1142.8233,-1166.7017,-1396.8233
1694,-927.7133,-1202.5633,-1131.8433,-1406.6933,-906.1233,-1163.08,-1152.5233,-1409.48,-913.2217,-1143.47,-1167.7217,-1397.97
1695,-928.26,-1203.3683,-1132.5033,-1407.6117,-906.7967,-1164.1533,-1153.2967,-1410.6533,-913.7867,-1144.365,-1168.7867,-1399.365
1696,-928.92,-1203.97,-1133.27,-1408.32,-907.4533,-1165.1383,-1153.6533,-1411.3383,-914.4517,-1145.2917,-1169.9517,-1400.7917
1697,-929.2517,-1204.2933,-1133.765,-1408.8067,-907.97,-1165.6383,-1154.47,-1412.1383,-914.93,-1145.9467,-1170.93,-1401.9467
1698,-929.6433,-1204.66,-1134.2833,-1409.3,-906.9767,-1164.8233,-1153.4767,-1411.3233,-914.9217,-1145.65,-1166.9217,-1397.65
1699,-930.2067,-1205.3817,-1134.95,-1410.125,-907.74,-1165.905,-1154.54,-1412.705,-915.6367,-1146.6217,-1168.1367,-1399.1217
1700,-930.8933,-1206.285,-1135.7167,-1411.1083,-908.5333,-1166.99,-1155.5333,-1413.99,-916.4167,-1147.655,-1169.4167,-1400.655
1701,-931.3083,-1206.625,-1136.2617,-1411.5783,-908.3033,-1166.9267,-1155.3033,-1413.9267,-916.9317,-1148.3267,-1170.4317,-1401.8267
1702,-932.115,-1207.64,-1137.215,-1412.74,-909.2433,-1168.045,-1156.3433,-1415.145,-917.7567,-1149.4417,-1171.7567,-1403.4417
1703,-932.5917,-1208.4917,-1137.8283,-1413.7283,-909.17,-1168.3267,-1156.37,-1415.5267,-918.4033,-1150.4033,-1172.9033,-1404.9033
1704,-933.105,-1209.3467,-1138.475,-1414.7167,-909.78,-1169.1767,-1157.18,-1416.5767,-918.9717,-1151.22,-1173.9717,-1406.22
1705,-933.6133,-1210.0633,-1139.1033,-1415.5533,-910.34,-1169.8633,-1157.64,-1417.1633,-919.4533,-1151.7833,-1174.9533,-1407.2833
1706,-933.85,-1210.4583,-1139.47,-1416.0783,-910.7067,-1170.46,-1158.1067,-1417.86,-919.8133,-1152.465,-1175.8133,-1408.465
1707,-934.5717,-1211.5217,-1140.325,-1417.275,-911.51,-1171.5517,-1159.01,-1419.0517,-920.46,-1153.4133,-1175.46,-1408.4133
1708,-935.0133,-1212.2633,-1140.9067,-1418.1567,-912.17,-1172.4233,-1159.97,-1420.2233,-921.03,-1154.17,-1176.53,-1409.67
1709,-935.5233,-1212.99,-1141.5067,-1418.9733,-912.7567,-1173.205,-1160.4567,-1420.905,-921.4667,-1154.325,-1175.9667,-1408.825
1710,-936.2367,-1213.945,-1142.2833,-1419.9917,-913.6,-1174.2467,-1161.4,-1422.0467,-922.1983,-1155.2283,-1177.1983,-1410.2283
1711,-936.825,-1214.875,-1143.0317,-1421.0817,-914.2633,-1175.1467,-1162.1633,-1423.0467,-922.85,-1156.11,-1178.35,-1411.61
1712,-937.325,-1215.6417,-1143.6517,-1421.9683,-914.82,-1175.8617,-1162.72,-1423.7617,-923.4,-1156.7433,-1179.4,-1412.7433
1713,-937.925,-1216.375,-1144.3583,-1422.8083,-915.5433,-1176.8467,-1163.6433,-1424.9467,-924.1167,-1157.6167,-1180.6167,-1414.1167
1714,-938.9,-1217.5667,-1145.4433,-1424.11,-915.8533,-1175.87,-1163.9533,-1423.97,-925.0133,-1158.61,-1180.5133,-1414.11
1715,-939.6233,-1218.265,-1146.2867,-1424.9283,-916.7567,-1176.9867,-1165.1567,-1425.3867,-925.8467,-1159.6733,-1181.8467,-1415.6733
1716,-940.3533,-1219.045,-1147.15,-1425.8417,-917.6,-1177.9317,-1165.9,-1426.2317,-926.7717,-1160.8433,-1183.2717,-1417.3433
1717,-940.9117,-1219.7617,-1147.835,-1426.685,-918.3467,-1178.85,-1166.9467,-1427.45,-927.4267,-1161.6833,-1184.4267,-1418.6833
1718,-941.3683,-1220.56,-1148.415,-1427.6067,-918.9533,-1179.77,-1167.6533,-1428.47,-927.8917,-1162.4517,-1183.8917,-1418.4517
1719,-941.95,-1221.25,-1149.1367,-1428.4367,-919.67,-1180.8283,-1168.57,-1429.7283,-928.4683,-1163.2417,-1184.9683,-1419.7417
1720,-942.3933,-1222.035,-1149.6933,-1429.335,-920.29,-1181.7633,-1169.49,-1430.9633,-928.9067,-1164.0067,-1184.4067,-1419.5067
1721,-942.905,-1222.7883,-1150.3817,-1430.265,-920.95,-1182.6533,-1170.35,-1432.0533,-929.5017,-1164.7833,-1185.5017,-1420.7833
1722,-943.2667,-1223.4667,-1150.8633,-1431.0633,-921.4467,-1183.485,-1170.9467,-1432.985,-929.955,-1165.475,-1186.455,-1421.975
1723,-943.67,-1224.17,-1151.3667,-1431.8667,-922.02,-1184.445,-1171.72,-1434.145,-930.4067,-1166.2233,-1187.4067,-1423.2233
1724,-944.14,-1224.6317,-1151.95,-1432.4417,-921.81,-1184.365,-1171.51,-1434.065,-930.8283,-1166.8583,-1188.3283,-1424.3583
1725,-944.7183,-1225.61,-1152.6617,-1433.5533,-922.41,-1185.3,-1172.01,-1434.9,-931.4717,-1167.8,-1189.4717,-1425.8
1726,-945.6683,-1226.8017,-1153.7083,-1434.8417,-922.7233,-1185.8667,-1172.4233,-1435.5667,-932.46,-1169.105,-1190.96,-1427.605
1727,-946.4217,-1227.3967,-1154.6017,-1435.5767,-923.6267,-1186.82,-1173.5267,-1436.72,-933.2367,-1169.95,-1192.2367,-1428.95
1728,-946.885,-1228.1017,-1155.1983,-1436.415,-924.1233,-1187.5667,-1173.9233,-1437.3667,-933.7033,-1170.6383,-1193.2033,-1430.1383
1729,-947.71,-1229.1767,-1156.1233,-1437.59,-925.1233,-1188.835,-1175.1233,-1438.835,-934.635,-1171.865,-1194.635,-1431.865
1730,-948.2733,-1229.8233,-1156.7933,-1438.3433,-925.7933,-1189.62,-1175.8933,-1439.72,-935.145,-1172.0967,-1194.145,-1431.0967
1731,-948.7967,-1230.5633,-1157.4667,-1439.2333,-926.32,-1190.215,-1176.32,-1440.215,-935.6667,-1172.7883,-1195.1667,-1432.2883
1732,-949.07,-1230.8617,-1157.9033,-1439.695,-926.6233,-1190.6417,-1176.4233,-1440.4417,-936.015,-1173.3867,-1196.015,-1433.3867
1733,-949.5367,-1231.4033,-1158.5033,-1440.37,-925.8267,-1188.5983,-1176.0267,-1438.7983,-936.5283,-1174.1117,-1197.0283,-1434.6117
1734,-950.0367,-1232.17,-1159.1767,-1441.31,-926.45,-1189.625,-1176.85,-1440.025,-937.1383,-1175.075,-1198.1383,-1436.075
1735,-950.7283,-1232.995,-1159.9917,-1442.2583,-927.1233,-1190.37,-1177.3233,-1440.57,-937.885,-1176.0483,-1199.385,-1437.5483
1736,-951.2383,-1233.53,-1160.6317,-1442.9233,-927.7333,-1191.115,-1178.0333,-1441.415,-938.4733,-1176.8183,-1200.4733,-1438.8183
1737,-952.2067,-1234.74,-1161.7367,-1444.27,-928.7667,-1192.3917,-1179.0667,-1442.6917,-939.405,-1177.9717,-1201.905,-1440.4717
1738,-952.6417,-1235.55,-1162.2817,-1445.19,-929.3033,-1193.165,-1179.5033,-1443.365,-939.855,-1178.595,-1202.855,-1441.595
1739,-953.1283,-1236.4367,-1162.935,-1446.2433,-929.1867,-1193.4,-1179.4867,-1443.7,-940.2617,-1179.335,-1202.2617,-1441.335
1740,-953.3733,-1236.7067,-1163.3067,-1446.64,-928.66,-1193.215,-1178.76,-1443.315,-940.235,-1179.44,-1201.235,-1440.44
1741,-953.6333,-1237.2583,-1163.67,-1447.295,-929.1267,-1194.0217,-1179.7267,-1444.6217,-940.575,-1180.1183,-1202.075,-1441.6183
1742,-954.1783,-1238.12,-1164.375,-1448.3167,-929.6333,-1194.7533,-1179.9333,-1445.0533,-941.05,-1180.81,-1203.05,-1442.81
1743,-954.7117,-1238.6867,-1165.0417,-1449.0167,-929.5467,-1194.925,-1179.8467,-1445.225,-933.2867,-1156.485,-1195.7867,-1418.985
1744,-955.17,-1239.0117,-1165.66,-1449.5017,-930.1367,-1195.6383,-1180.7367,-1446.2383,-933.8467,-1157.2317,-1196.8467,-1420.2317
1745,-955.7233,-1239.8317,-1166.31,-1450.4183,-930.8067,-1196.45,-1181.3067,-1446.95,-934.4983,-1158.1467,-1197.9983,-1421.6467
1746,-955.9067,-1240.315,-1166.6233,-1451.0317,-930.36,-1196.1883,-1181.06,-1446.8883,-934.5567,-1158.355,-1197.0567,-1420.855
1747,-956.7333,-1241.4333,-1167.52,-1452.22,-930.53,-1194.9783,-1181.23,-1445.6783,-935.3367,-1159.1467,-1198.3367,-1422.1467
1748,-957.4783,-1242.2033,-1168.405,-1453.13,-931.4333,-1195.965,-1182.2333,-1446.765,-936.2417,-1160.2267,-1199.7417,-1423.7267
1749,-957.6767,-1242.7767,-1168.76,-1453.86,-931.0333,-1195.77,-1181.9333,-1446.67,-936.3717,-1160.6633,-1198.8717,-1423.1633
1750,-958.1433,-1243.2767,-1169.29,-1454.4233,-931.6233,-1196.4333,-1182.4233,-1447.2333,-936.9967,-1161.55,-1199.9967,-1424.55
1751,-958.6367,-1243.9117,-1169.8533,-1455.1283,-932.1967,-1197.1417,-1182.9967,-1447.9417,-937.565,-1162.2583,-1201.065,-1425.7583
1752,-958.8883,-1244.2633,-1170.2417,-1455.6167,-932.7067,-1197.9733,-1183.9067,-1449.1733,-938.0117,-1162.8933,-1202.0117,-1426.8933
1753,-959.4967,-1245.1383,-1171.0033,-1456.645,-933.3733,-1199.01,-1184.6733,-1450.31,-938.7533,-1163.9933,-1203.2533,-1428.4933
1754,-960.2183,-1245.8517,-1171.875,-1457.5083,-934.26,-1199.9067,-1185.86,-1451.5067,-939.5383,-1164.805,-1204.5383,-1429.805
1755,-960.415,-1246.4483,-1172.205,-1458.2383,-934.5633,-1200.39,-1186.2633,-1452.09,-939.785,-1165.275,-1205.285,-1430.775
1756,-960.62,-1246.4617,-1172.4933,-1458.335,-934.1933,-1198.8283,-1186.0933,-1450.7283,-939.9183,-1165.1617,-1204.4183,-1429.6617
1757,-961.1667,-1247.0917,-1173.17,-1459.095,-934.8833,-1199.67,-1186.7833,-1451.57,-940.635,-1166.1167,-1205.635,-1431.1167
1758,-961.6567,-1247.6317,-1173.78,-1459.755,-935.5633,-1200.5817,-1187.8633,-1452.8817,-941.2233,-1167.0517,-1206.7233,-1432.5517
1759,-962.365,-1248.5317,-1174.6183,-1460.785,-935.65,-1200.705,-1187.95,-1453.005,-941.9967,-1168.0767,-1207.9967,-1434.0767
1760,-962.9683,-1249.3517,-1175.3317,-1461.715,-936.3867,-1201.71,-1188.8867,-1454.21,-942.6667,-1168.89,-1209.1667,-1435.39
1761,-963.7767,-1250.3683,-1176.3233,-1462.915,-935.78,-1199.84,-1188.18,-1452.24,-943.2983,-1169.2583,-1207.2983,-1433.2583
1762,-964.2433,-1251.11,-1176.9267,-1463.7933,-936.4433,-1200.8117,-1189.3433,-1453.7117,-943.8667,-1170.17,-1208.3667,-1434.67
1763,-964.96,-1251.585,-1177.7933,-1464.4183,-937.28,-1201.6883,-1190.18,-1454.5883,-944.6733,-1171.0717,-1209.6733,-1436.0717
1764,-965.5367,-1252.27,-1178.4833,-1465.2167,-938.0833,-1202.7533,-1191.4833,-1456.1533,-945.3833,-1172.0517,-1210.8833,-1437.5517
1765,-966.2567,-1252.8067,-1179.3033,-1465.8533,-938.8967,-1203.6033,-1192.1967,-1456.9033,-946.2433,-1173.0733,-1212.2433,-1439.0733
1766,-966.7033,-1253.3867,-1179.8233,-1466.5067,-939.5167,-1204.5067,-1193.1167,-1458.1067,-946.8367,-1173.8333,-1213.3367,-1440.3333
1767,-967.1717,-1253.88,-1180.455,-1467.1633,-940.0567,-1205.02,-1193.5567,-1458.52,-947.3883,-1174.49,-1214.3883,-1441.49
1768,-967.7983,-1254.3983,-1181.225,-1467.825,-940.8267,-1205.7633,-1194.4267,-1459.3633,-948.1017,-1175.115,-1215.6017,-1442.615
1769,-968.3417,-1255.0,-1181.8817,-1468.54,-940.7667,-1206.1,-1194.5667,-1459.9,-948.6267,-1175.9133,-1216.6267,-1443.9133
1770,-969.2217,-1256.23,-1182.8417,-1469.85,-941.85,-1207.3517,-1196.05,-1461.5517,-949.6483,-1177.1433,-1218.1483,-1445.6433
1771,-969.7617,-1256.9533,-1183.5417,-1470.7333,-942.5533,-1208.2733,-1197.0533,-1462.7733,-950.2933,-1178.1167,-1219.2933,-1447.1167
1772,-970.1517,-1257.5517,-1184.0983,-1471.4983,-941.59,-1207.6117,-1196.29,-1462.3117,-942.4233,-1170.5217,-1211.9233,-1440.0217
1773,-970.6733,-1258.2317,-1184.7433,-1472.3017,-942.3533,-1208.6917,-1197.4533,-1463.7917,-943.0583,-1171.4317,-1213.0583,-1441.4317
1774,-970.9083,-1258.7583,-1185.105,-1472.955,-941.8667,-1207.0483,-1196.7667,-1461.9483,-943.205,-1171.8267,-1212.205,-1440.8267
1775,-971.1767,-1259.16,-1185.5033,-1473.4867,-942.3733,-1207.775,-1197.6733,-1463.075,-943.635,-1172.565,-1213.135,-1442.065
1776,-971.8233,-1259.4817,-1186.2567,-1473.915,-942.4867,-1208.0667,-1197.9867,-1463.5667,-944.38,-1173.4783,-1214.38,-1443.4783
1777,-972.1267,-1259.91,-1186.67,-1474.4533,-942.9167,-1208.555,-1198.4167,-1464.055,-944.7717,-1174.135,-1215.2717,-1444.635
