draw,plain_kino_1,plain_kino_2,plain_kino_3,plain_kino_4,plain_kino_5,plain_kino_6,plain_kino_7,plain_kino_8,plain_kino_9,plain_kino_10,plain_kino_11,plain_kino_12
5956,-1117.4325,-954.196,-913.51,-922.037,-890.396,-881.347,-875.968,-908.764,-849.529,-897.222,-932.427,-865.746
5957,-1117.6425,-954.351,-913.745,-922.252,-890.694,-881.696,-876.258,-909.092,-849.87,-897.514,-932.572,-865.982
5958,-1117.8325,-954.511,-913.935,-922.376,-890.96,-881.954,-876.515,-909.344,-850.15,-897.728,-932.813,-866.27
5959,-1117.98,-954.597,-913.93,-922.333,-891.162,-882.188,-876.757,-909.558,-850.402,-897.968,-932.922,-866.157
5960,-1118.14,-954.753,-914.09,-922.627,-891.46,-882.511,-876.957,-909.796,-850.677,-898.142,-933.155,-866.186
5961,-1118.3375,-954.937,-914.15,-922.634,-891.296,-881.23,-877.116,-910.034,-850.793,-898.344,-933.366,-866.47
5962,-1118.56,-955.076,-914.22,-922.836,-891.54,-881.385,-877.226,-909.276,-850.872,-898.556,-933.592,-866.618
5963,-1118.705,-955.212,-914.3325,-922.626,-891.28,-879.992,-872.482,-908.59,-850.986,-898.632,-933.715,-866.565
5964,-1118.8725,-955.318,-914.4325,-922.602,-891.484,-880.164,-872.569,-908.658,-850.859,-898.71,-933.87,-866.767
5965,-1119.0325,-955.462,-914.6125,-922.602,-891.342,-878.849,-872.73,-908.916,-851.158,-898.916,-934.065,-866.984
5966,-1119.26,-955.629,-914.8425,-922.801,-891.606,-879.101,-872.915,-909.12,-851.416,-899.11,-934.294,-867.249
5967,-1119.475,-955.792,-915.005,-922.937,-891.966,-879.456,-873.183,-909.402,-851.541,-899.266,-934.327,-866.604
5968,-1119.6625,-955.927,-915.04,-922.931,-891.756,-879.65,-873.404,-909.604,-851.817,-899.476,-934.374,-865.934
5969,-1119.87,-956.119,-915.2075,-923.146,-892.05,-879.906,-873.6,-909.886,-852.138,-899.792,-934.605,-866.243
5970,-1120.015,-956.211,-915.3125,-923.341,-892.35,-880.238,-873.879,-910.2,-852.455,-900.09,-934.887,-866.405
5971,-1120.1625,-956.39,-915.5875,-923.572,-892.25,-880.501,-874.028,-910.454,-852.774,-900.384,-935.167,-866.572
5972,-1120.3225,-956.52,-915.6575,-923.567,-891.618,-880.703,-874.14,-910.672,-852.638,-900.07,-935.175,-866.609
5973,-1120.5275,-956.657,-915.7425,-923.585,-891.912,-880.925,-874.366,-910.89,-852.839,-900.02,-935.157,-866.468
5974,-1120.68,-956.807,-915.845,-923.872,-892.192,-881.154,-874.491,-910.176,-852.944,-900.25,-935.227,-865.789
5975,-1120.835,-956.937,-916.0075,-924.046,-892.478,-881.422,-874.74,-910.444,-853.238,-900.51,-935.464,-865.948
5976,-1121.035,-957.085,-916.14,-924.162,-892.724,-881.527,-874.763,-910.57,-853.428,-900.642,-935.407,-866.071
5977,-1121.235,-957.256,-916.4425,-924.471,-893.006,-881.787,-875.0,-910.906,-853.767,-900.96,-935.676,-866.368
5978,-1121.4075,-957.413,-916.52,-924.591,-893.356,-882.124,-875.304,-911.264,-854.111,-901.216,-935.907,-866.614
5979,-1121.6,-957.557,-916.73,-924.723,-893.694,-882.434,-875.465,-910.574,-854.231,-901.382,-936.031,-866.897
5980,-1121.755,-957.7,-916.8925,-924.911,-893.968,-882.754,-875.705,-910.884,-854.508,-901.556,-936.216,-867.065
5981,-1121.9625,-957.849,-916.9825,-925.015,-894.238,-882.974,-875.915,-911.194,-854.836,-901.776,-936.467,-867.072
5982,-1122.1475,-958.036,-917.155,-925.134,-894.554,-883.251,-876.131,-911.448,-855.075,-901.912,-936.709,-867.342
5983,-1122.3275,-958.191,-917.2425,-924.946,-894.338,-883.471,-876.245,-911.558,-854.95,-901.56,-936.403,-867.291
5984,-1122.5125,-958.371,-917.425,-925.071,-894.612,-883.677,-876.307,-911.754,-855.044,-901.69,-936.434,-867.486
5985,-1122.7075,-958.548,-917.635,-925.294,-894.942,-883.925,-876.541,-912.066,-855.353,-901.972,-936.757,-867.762
5986,-1122.8925,-958.689,-917.705,-925.128,-894.758,-884.149,-876.737,-912.298,-855.665,-902.266,-937.043,-868.067
5987,-1123.0825,-958.85,-917.8975,-925.239,-895.068,-884.406,-877.001,-912.62,-855.932,-902.38,-937.226,-868.183
5988,-1123.28,-958.985,-917.9025,-925.238,-895.38,-884.703,-877.166,-912.904,-856.23,-902.69,-937.49,-868.468
5989,-1123.4325,-959.103,-918.0325,-925.32,-895.232,-884.833,-877.254,-913.03,-856.266,-902.878,-937.568,-868.583
5990,-1123.62,-959.266,-918.14,-925.54,-895.576,-885.187,-877.572,-913.412,-856.641,-903.256,-937.951,-868.971
5991,-1123.8375,-959.461,-918.375,-925.886,-895.97,-885.557,-877.874,-913.788,-857.0,-903.622,-938.26,-869.265
5992,-1123.985,-959.628,-918.56,-926.085,-896.308,-885.874,-878.127,-914.122,-857.281,-903.924,-938.536,-869.57
5993,-1124.195,-959.808,-918.5975,-926.185,-896.584,-886.113,-878.357,-914.414,-857.615,-904.22,-938.847,-869.817
5994,-1124.3875,-959.966,-918.8125,-926.3,-896.852,-886.409,-878.607,-914.708,-857.921,-904.494,-939.055,-870.04
5995,-1124.56,-960.129,-918.9525,-926.22,-896.236,-886.506,-878.804,-915.002,-858.035,-904.198,-939.027,-869.903
5996,-1124.7675,-960.297,-919.0775,-926.432,-896.488,-886.682,-878.874,-915.218,-858.111,-903.976,-939.055,-870.012
5997,-1124.9375,-960.44,-919.2225,-926.342,-896.696,-886.934,-878.991,-915.406,-858.012,-904.036,-938.968,-869.844
5998,-1125.1325,-960.599,-919.34,-926.449,-897.006,-887.239,-879.271,-915.75,-858.323,-904.26,-938.97,-869.986
5999,-1125.3125,-960.79,-919.59,-926.485,-896.802,-885.871,-879.316,-914.9,-857.964,-903.784,-938.671,-869.943
6000,-1125.5475,-960.958,-919.735,-926.798,-897.1,-886.093,-879.512,-915.106,-858.054,-903.46,-937.174,-869.06
6001,-1125.7475,-961.125,-919.895,-927.114,-897.338,-886.368,-879.78,-915.438,-858.432,-903.814,-937.469,-869.352
6002,-1125.9125,-961.262,-920.025,-927.232,-897.67,-886.626,-880.061,-915.776,-858.765,-904.152,-937.799,-869.658
6003,-1126.1075,-961.441,-920.2075,-927.524,-897.99,-886.896,-880.309,-916.098,-859.052,-904.342,-937.85,-869.831
6004,-1126.275,-961.574,-920.28,-927.628,-898.238,-887.142,-880.488,-916.354,-859.289,-904.52,-938.1,-870.111
6005,-1126.4475,-961.72,-920.49,-927.942,-898.61,-887.495,-880.783,-916.69,-859.58,-904.728,-938.355,-870.322
6006,-1126.6175,-961.858,-920.5975,-927.956,-897.604,-886.056,-880.739,-916.874,-859.437,-904.312,-936.748,-869.409
6007,-1126.82,-962.009,-920.7025,-928.052,-897.752,-886.245,-880.924,-917.156,-859.731,-904.592,-936.999,-869.663
6008,-1127.02,-962.179,-920.955,-928.247,-897.94,-886.423,-881.088,-917.428,-860.052,-904.912,-937.336,-869.992
6009,-1127.2075,-962.323,-921.115,-928.438,-898.21,-886.652,-881.294,-917.68,-860.318,-905.162,-937.512,-870.193
6010,-1127.43,-962.507,-921.3025,-928.649,-898.512,-886.981,-881.555,-917.992,-860.602,-905.368,-937.621,-870.428
6011,-1127.6525,-962.673,-921.51,-928.972,-898.904,-887.368,-881.918,-918.382,-860.995,-905.754,-937.972,-870.809
6012,-1127.8125,-962.845,-921.6875,-929.283,-899.186,-887.633,-882.136,-918.614,-861.246,-905.948,-938.173,-871.075
6013,-1128.02,-963.019,-921.8625,-929.617,-899.556,-887.999,-882.463,-918.974,-861.588,-906.28,-938.494,-871.42
6014,-1128.1975,-963.217,-922.1375,-929.865,-899.898,-888.317,-882.773,-919.294,-861.919,-906.578,-938.852,-871.794
6015,-1128.3725,-963.368,-922.25,-929.967,-900.184,-888.51,-882.937,-919.56,-862.056,-906.826,-939.118,-872.029
6016,-1128.5225,-963.483,-922.315,-930.043,-900.422,-888.8,-883.189,-919.842,-862.272,-906.988,-939.244,-872.116
6017,-1128.7325,-963.645,-922.45,-930.223,-900.66,-889.049,-883.368,-920.018,-862.516,-907.16,-939.37,-872.352
6018,-1128.905,-963.815,-922.5825,-930.421,-900.93,-889.264,-883.556,-920.28,-862.789,-907.344,-939.443,-872.544
6019,-1129.0825,-963.971,-922.815,-930.643,-901.192,-889.45,-883.696,-920.504,-863.06,-907.538,-939.653,-872.651
6020,-1129.2575,-964.124,-922.975,-930.872,-901.128,-889.715,-883.967,-920.86,-863.387,-907.848,-939.945,-872.989
6021,-1129.4225,-964.282,-923.1725,-931.173,-901.45,-889.991,-884.221,-921.148,-863.702,-908.13,-940.198,-873.287
6022,-1129.62,-964.462,-923.3475,-931.284,-901.742,-890.212,-884.478,-921.45,-863.982,-908.338,-940.374,-873.319
6023,-1129.82,-964.65,-923.56,-931.513,-902.092,-890.541,-884.737,-921.764,-864.286,-908.538,-940.577,-873.442
6024,-1130.02,-964.821,-923.75,-931.633,-902.352,-890.869,-885.076,-922.092,-864.6,-908.84,-940.879,-873.736
6025,-1130.1825,-964.983,-923.8925,-931.92,-902.672,-891.224,-885.323,-922.368,-864.915,-909.182,-941.141,-874.031
6026,-1130.34,-965.134,-923.9925,-931.91,-902.49,-891.463,-885.524,-922.638,-865.235,-909.468,-941.444,-874.309
6027,-1130.5325,-965.303,-924.215,-932.108,-902.408,-891.772,-885.726,-921.936,-865.363,-909.218,-941.24,-873.361
6028,-1130.72,-965.461,-924.4075,-932.319,-902.614,-892.07,-885.946,-922.226,-865.537,-909.236,-941.28,-873.354
6029,-1130.91,-965.635,-924.5325,-932.528,-902.936,-892.362,-886.091,-922.468,-865.625,-909.488,-941.544,-873.618
6030,-1131.105,-965.803,-924.6475,-932.726,-903.198,-892.525,-886.238,-922.656,-865.794,-909.584,-941.719,-873.904
6031,-1131.2625,-965.952,-924.9,-932.959,-903.574,-892.881,-886.517,-922.998,-866.137,-909.864,-941.987,-874.08
6032,-1131.4675,-966.123,-925.025,-933.082,-903.842,-893.166,-886.727,-922.368,-866.286,-910.098,-942.251,-874.378
6033,-1131.6075,-966.24,-925.08,-932.697,-903.648,-893.327,-886.782,-922.37,-866.397,-910.104,-942.388,-874.585
6034,-1131.84,-966.418,-925.285,-932.929,-904.032,-893.696,-887.07,-922.716,-866.727,-910.432,-942.642,-874.903
6035,-1132.045,-966.578,-925.4675,-933.104,-904.206,-893.832,-887.142,-922.858,-866.774,-910.54,-942.787,-874.992
6036,-1132.235,-966.743,-925.6,-933.407,-904.562,-894.176,-887.457,-923.152,-867.056,-910.862,-943.119,-875.321
6037,-1132.4225,-966.873,-925.71,-933.72,-904.896,-894.444,-887.722,-923.494,-867.345,-911.182,-943.373,-875.516
6038,-1132.5875,-966.951,-925.63,-933.488,-904.658,-894.516,-887.847,-922.708,-867.383,-911.162,-943.108,-875.515
6039,-1132.805,-967.132,-925.8175,-933.797,-905.014,-894.905,-888.164,-923.056,-867.67,-911.368,-943.185,-875.703
6040,-1132.9275,-967.243,-925.9325,-933.891,-905.268,-895.185,-888.363,-923.298,-867.946,-911.582,-943.31,-875.778
6041,-1133.1,-967.376,-925.8725,-933.868,-905.078,-895.347,-888.534,-923.472,-868.233,-911.812,-943.509,-875.944
6042,-1133.24,-967.488,-925.9225,-934.068,-905.442,-895.724,-888.824,-923.808,-868.57,-912.08,-943.791,-876.194
6043,-1133.4325,-967.666,-926.11,-934.303,-905.75,-896.066,-889.123,-924.1,-868.826,-912.242,-943.957,-876.333
6044,-1133.6075,-967.797,-926.2575,-934.624,-906.046,-896.37,-889.395,-924.402,-869.155,-912.582,-944.27,-876.704
6045,-1133.7825,-967.957,-926.45,-934.827,-906.418,-896.674,-889.591,-924.636,-869.255,-912.756,-944.491,-876.975
6046,-1133.9675,-968.07,-926.525,-935.022,-906.712,-896.959,-889.874,-924.984,-869.603,-913.03,-944.789,-877.186
6047,-1134.125,-968.229,-926.57,-935.315,-907.004,-897.235,-890.125,-925.316,-869.943,-913.316,-945.077,-877.449
6048,-1134.3075,-968.376,-926.7375,-935.524,-906.872,-895.829,-885.316,-924.548,-866.236,-903.558,-930.337,-875.221
6049,-1134.485,-968.559,-926.89,-935.859,-907.23,-896.17,-885.554,-924.806,-866.378,-903.738,-930.606,-875.456
6050,-1134.655,-968.703,-927.11,-936.16,-907.554,-896.402,-885.631,-925.02,-866.626,-903.96,-930.782,-875.483
6051,-1134.8625,-968.897,-927.385,-936.396,-907.908,-896.747,-885.945,-925.358,-866.936,-904.254,-931.053,-875.792
6052,-1135.08,-969.078,-927.48,-936.316,-907.744,-896.931,-886.097,-925.524,-867.11,-904.298,-931.163,-875.939
6053,-1135.2775,-969.215,-927.56,-936.398,-908.034,-897.259,-886.382,-925.848,-867.407,-904.522,-931.425,-876.192
6054,-1135.47,-969.387,-927.7525,-936.602,-908.308,-897.348,-886.459,-925.886,-867.423,-904.628,-931.553,-876.304
6055,-1135.5975,-969.521,-928.0075,-936.894,-908.614,-897.615,-886.648,-926.144,-867.685,-904.85,-931.791,-876.524
6056,-1135.815,-969.713,-928.27,-937.04,-908.914,-897.831,-886.881,-926.482,-867.979,-905.13,-931.993,-876.665
6057,-1135.9975,-969.91,-928.4175,-937.253,-909.262,-898.113,-887.153,-926.776,-868.322,-905.402,-932.268,-876.706
6058,-1136.1625,-970.031,-928.4675,-937.45,-909.53,-898.388,-887.395,-927.058,-868.572,-905.65,-932.466,-876.723
6059,-1136.3475,-970.186,-928.6425,-937.55,-909.79,-898.665,-887.638,-927.294,-868.861,-905.986,-932.805,-877.068
6060,-1136.53,-970.3,-928.69,-937.635,-910.072,-898.974,-887.906,-927.602,-869.135,-906.238,-932.963,-877.039
6061,-1136.735,-970.489,-928.92,-937.945,-910.37,-899.294,-888.102,-926.918,-869.21,-906.392,-932.916,-877.187
6062,-1136.9375,-970.681,-929.1425,-938.25,-910.69,-899.637,-888.327,-927.206,-869.509,-906.644,-933.081,-877.282
6063,-1137.14,-970.817,-929.34,-938.389,-910.562,-899.932,-888.622,-927.466,-869.811,-906.956,-933.341,-877.421
6064,-1137.295,-970.983,-929.55,-938.69,-910.824,-900.219,-888.851,-927.658,-870.044,-907.206,-933.64,-877.713
6065,-1137.5025,-971.151,-929.685,-938.787,-911.132,-900.506,-889.028,-927.892,-870.269,-907.372,-933.878,-877.901
6066,-1137.7075,-971.319,-929.79,-939.097,-911.436,-900.835,-889.306,-928.246,-870.61,-907.73,-934.24,-878.278
6067,-1137.9425,-971.496,-929.995,-939.218,-911.75,-901.129,-889.521,-928.45,-870.727,-907.8,-934.198,-877.57
6068,-1138.13,-971.68,-930.2125,-939.453,-912.076,-901.451,-889.802,-928.802,-871.104,-908.172,-934.558,-877.916
6069,-1138.375,-971.877,-930.5025,-939.776,-912.456,-901.835,-890.094,-929.172,-871.454,-908.504,-934.85,-878.228
6070,-1138.6,-972.032,-930.71,-939.876,-911.894,-900.552,-890.276,-929.42,-871.713,-908.744,-935.078,-878.499
6071,-1138.775,-972.187,-930.885,-940.166,-912.234,-900.889,-890.527,-929.76,-872.025,-909.026,-935.325,-878.633
6072,-1138.9675,-972.337,-930.9425,-940.463,-912.434,-901.03,-890.721,-930.052,-872.319,-909.304,-935.575,-878.926
6073,-1139.18,-972.496,-931.0975,-940.657,-912.672,-901.273,-890.994,-930.36,-872.619,-909.58,-935.617,-878.937
6074,-1139.37,-972.67,-931.215,-940.755,-912.52,-901.543,-891.276,-930.67,-872.777,-909.722,-935.818,-879.198
6075,-1139.5725,-972.836,-931.335,-940.959,-912.848,-901.827,-891.549,-931.008,-873.139,-910.08,-936.128,-879.503
6076,-1139.795,-973.001,-931.53,-941.276,-913.094,-902.172,-891.792,-931.33,-873.464,-910.314,-936.395,-879.796
6077,-1139.9475,-973.142,-931.6225,-941.548,-913.324,-902.262,-891.97,-931.548,-873.538,-910.426,-936.556,-879.98
6078,-1140.1325,-973.32,-931.825,-941.747,-913.566,-902.429,-892.172,-931.756,-873.739,-910.644,-936.753,-880.199
6079,-1140.3075,-973.5,-932.0125,-941.96,-913.896,-902.762,-892.42,-932.052,-874.047,-910.956,-937.054,-880.517
6080,-1140.515,-973.65,-932.175,-942.275,-914.214,-903.111,-892.739,-932.398,-874.367,-911.254,-937.29,-880.756
6081,-1140.7125,-973.837,-932.34,-942.388,-914.518,-903.421,-893.029,-932.734,-874.654,-911.544,-937.543,-880.972
6082,-1140.895,-973.987,-932.5125,-942.304,-913.912,-900.556,-888.19,-932.012,-874.74,-911.262,-936.234,-880.255
6083,-1141.0775,-974.1,-932.565,-942.414,-914.23,-900.842,-888.458,-932.326,-875.019,-911.562,-936.439,-880.364
6084,-1141.275,-974.263,-932.7425,-942.627,-914.518,-901.082,-888.709,-932.602,-875.159,-911.35,-936.477,-880.533
6085,-1141.455,-974.419,-932.9075,-942.85,-914.822,-901.322,-888.901,-932.914,-875.344,-911.222,-936.582,-880.689
6086,-1141.6525,-974.565,-933.035,-943.05,-915.074,-901.503,-888.937,-933.026,-875.158,-911.206,-936.489,-880.464
6087,-1141.9,-974.757,-933.2575,-943.286,-914.99,-901.743,-889.145,-933.352,-875.519,-911.554,-936.818,-880.786
6088,-1142.095,-974.927,-933.4775,-943.517,-915.326,-902.114,-889.486,-933.728,-875.898,-911.896,-937.201,-881.171
6089,-1142.2275,-975.052,-933.6525,-943.657,-914.788,-900.789,-889.62,-933.988,-876.03,-911.676,-937.232,-880.475
6090,-1142.4325,-975.196,-933.73,-943.835,-914.876,-900.998,-889.793,-934.178,-876.081,-911.74,-937.409,-880.598
6091,-1142.605,-975.372,-933.96,-943.972,-914.818,-901.322,-890.083,-934.5,-876.408,-911.99,-937.614,-880.816
6092,-1142.7975,-975.536,-934.2125,-944.277,-915.148,-901.688,-890.391,-934.83,-876.745,-912.34,-937.973,-881.156
6093,-1142.9575,-975.681,-934.2675,-944.264,-914.52,-901.739,-890.559,-935.03,-876.982,-912.424,-938.054,-881.024
6094,-1143.185,-975.854,-934.4075,-944.572,-914.852,-901.949,-890.755,-935.29,-877.063,-912.16,-938.07,-881.159
6095,-1143.3775,-975.968,-934.5025,-944.688,-914.76,-902.215,-891.027,-935.64,-877.421,-912.528,-938.466,-881.564
6096,-1143.5525,-976.125,-934.7025,-944.99,-915.082,-902.544,-891.309,-935.904,-877.733,-912.86,-938.815,-881.948
6097,-1143.745,-976.281,-934.8425,-945.016,-915.4,-902.833,-891.515,-936.142,-877.963,-912.876,-938.879,-882.12
6098,-1143.9,-976.452,-935.1025,-945.33,-915.716,-903.105,-891.763,-936.45,-878.278,-913.144,-939.095,-882.335
6099,-1144.055,-976.594,-935.3,-945.637,-916.02,-903.356,-891.967,-936.684,-878.532,-913.248,-939.066,-881.651
6100,-1144.2425,-976.747,-935.435,-945.666,-915.806,-901.947,-892.071,-936.898,-878.732,-913.402,-939.252,-881.659
6101,-1144.4425,-976.884,-935.62,-945.964,-916.116,-902.274,-892.357,-937.228,-879.02,-913.598,-939.244,-881.779
6102,-1144.6025,-977.021,-935.6575,-946.042,-915.534,-902.498,-892.565,-937.48,-879.298,-913.89,-939.519,-881.959
6103,-1144.7825,-977.18,-935.765,-946.13,-915.728,-902.753,-892.81,-937.814,-879.63,-914.224,-939.824,-882.257
6104,-1144.9925,-977.346,-935.9775,-946.437,-915.988,-902.982,-893.035,-938.048,-879.864,-914.374,-940.0,-882.531
6105,-1145.22,-977.494,-936.2225,-946.768,-916.376,-903.341,-893.353,-938.396,-880.198,-914.722,-940.311,-882.904
6106,-1145.4,-977.672,-936.395,-947.065,-916.714,-903.553,-893.545,-938.582,-880.293,-914.816,-940.434,-883.124
6107,-1145.535,-977.774,-936.4225,-946.846,-915.632,-903.6,-893.424,-938.674,-880.141,-914.932,-940.596,-883.291
6108,-1145.765,-977.956,-936.68,-947.172,-916.004,-903.98,-893.727,-939.04,-880.5,-915.302,-940.933,-883.639
6109,-1145.9875,-978.16,-936.93,-947.495,-916.314,-904.301,-894.041,-939.404,-880.854,-915.612,-941.23,-883.957
6110,-1146.17,-978.315,-937.03,-947.511,-916.186,-904.596,-894.288,-939.672,-881.176,-915.896,-941.508,-884.235
6111,-1146.3675,-978.443,-936.99,-947.488,-915.55,-903.208,-889.494,-924.896,-841.374,-905.972,-939.666,-883.03
6112,-1146.565,-978.639,-937.2625,-947.799,-915.912,-903.506,-889.75,-925.188,-841.697,-906.248,-939.921,-883.313
6113,-1146.7225,-978.78,-937.405,-947.913,-916.226,-903.702,-889.966,-925.494,-841.961,-906.55,-940.165,-883.469
6114,-1146.9475,-978.963,-937.6375,-948.206,-916.558,-904.01,-890.269,-925.826,-842.304,-906.916,-940.498,-883.88
6115,-1147.125,-979.105,-937.795,-948.219,-916.82,-904.168,-890.384,-926.006,-842.399,-907.094,-940.691,-883.951
6116,-1147.33,-979.271,-937.9575,-948.444,-917.204,-904.496,-890.686,-926.338,-842.691,-907.25,-940.885,-884.067
6117,-1147.4775,-979.388,-938.07,-948.541,-917.478,-904.745,-890.83,-926.572,-842.986,-907.562,-941.194,-884.401
6118,-1147.645,-979.533,-938.335,-948.644,-917.73,-904.961,-890.966,-926.718,-843.019,-907.496,-941.079,-884.345
6119,-1147.77,-979.647,-938.3125,-948.612,-917.934,-905.226,-891.214,-926.952,-843.286,-907.606,-941.05,-884.468
6120,-1147.9925,-979.838,-938.6025,-948.947,-918.232,-905.402,-891.33,-927.232,-843.409,-907.704,-941.231,-884.65
6121,-1148.185,-980.003,-938.7375,-949.14,-918.496,-905.638,-891.499,-926.532,-843.481,-907.924,-941.189,-884.801
6122,-1148.4075,-980.143,-938.82,-949.325,-918.764,-905.92,-891.659,-926.798,-843.82,-908.26,-941.524,-885.113
6123,-1148.595,-980.277,-938.915,-949.45,-919.06,-906.2,-891.897,-927.066,-843.912,-907.964,-941.562,-885.289
6124,-1148.7425,-980.403,-939.0675,-949.756,-919.432,-906.484,-892.156,-927.398,-844.257,-908.23,-941.665,-884.646
6125,-1148.93,-980.563,-939.2975,-949.93,-919.258,-906.514,-892.249,-927.542,-844.48,-908.434,-941.768,-884.858
6126,-1149.145,-980.743,-939.5475,-950.251,-919.536,-906.694,-892.466,-927.804,-844.728,-908.668,-942.008,-885.106
6127,-1149.265,-980.849,-939.5275,-950.407,-919.686,-906.939,-892.646,-928.102,-845.001,-908.916,-942.201,-885.316
6128,-1149.4675,-980.995,-939.6225,-950.419,-919.972,-907.224,-892.919,-928.432,-845.341,-909.232,-942.44,-885.563
6129,-1149.7,-981.192,-939.7525,-950.356,-919.818,-907.494,-893.211,-928.69,-845.626,-909.526,-942.724,-885.896
6130,-1149.885,-981.334,-939.8125,-950.174,-919.142,-907.664,-893.333,-928.87,-845.736,-909.772,-942.939,-886.158
6131,-1150.1,-981.516,-939.9425,-950.447,-919.45,-907.999,-893.605,-929.134,-845.845,-909.92,-943.196,-886.462
6132,-1150.305,-981.699,-940.1475,-950.579,-919.768,-908.275,-893.822,-929.404,-846.146,-910.21,-943.489,-886.647
6133,-1150.4625,-981.858,-940.3325,-950.777,-919.634,-908.489,-894.075,-929.676,-846.449,-910.388,-943.713,-886.944
6134,-1150.6325,-982.031,-940.445,-950.602,-918.99,-908.547,-894.11,-929.864,-846.48,-910.422,-943.445,-886.592
6135,-1150.8225,-982.22,-940.66,-950.802,-919.254,-908.831,-894.334,-930.166,-846.808,-910.672,-943.601,-886.861
6136,-1150.9675,-982.366,-940.7775,-950.826,-919.116,-909.044,-894.613,-930.416,-847.103,-910.956,-943.884,-887.046
6137,-1151.16,-982.557,-941.03,-951.069,-919.46,-909.334,-894.891,-930.716,-847.379,-911.154,-944.087,-887.307
6138,-1151.37,-982.734,-941.205,-951.282,-919.746,-909.571,-895.049,-930.994,-847.689,-911.394,-944.292,-887.43
6139,-1151.5675,-982.876,-941.2525,-951.372,-919.984,-909.739,-895.062,-931.144,-847.7,-910.956,-942.864,-886.522
6140,-1151.75,-983.065,-941.5125,-951.595,-920.348,-910.086,-895.376,-931.478,-848.06,-911.286,-943.162,-886.814
6141,-1151.9325,-983.255,-941.725,-951.817,-920.256,-910.367,-895.51,-931.724,-848.38,-911.624,-943.411,-887.075
6142,-1152.13,-983.397,-941.8975,-951.928,-920.542,-910.624,-895.793,-932.022,-848.686,-911.94,-943.725,-887.459
6143,-1152.3125,-983.54,-942.03,-951.843,-920.752,-910.74,-895.996,-932.324,-849.006,-912.156,-943.991,-887.762
6144,-1152.5625,-983.723,-942.23,-952.079,-921.04,-911.022,-896.107,-931.628,-849.083,-912.204,-944.133,-887.945
6145,-1152.73,-983.896,-942.4525,-952.278,-921.338,-911.305,-896.397,-931.926,-849.413,-912.48,-944.356,-888.198
6146,-1152.8975,-984.015,-942.5825,-952.47,-921.628,-911.663,-896.721,-932.28,-849.787,-912.832,-944.686,-888.521
6147,-1153.0825,-984.207,-942.7975,-952.688,-921.93,-911.886,-896.904,-931.572,-849.858,-912.932,-944.761,-888.565
6148,-1153.29,-984.4,-942.955,-952.611,-922.184,-912.089,-897.14,-931.8,-849.944,-913.082,-944.983,-888.836
6149,-1153.435,-984.543,-943.1125,-952.918,-922.508,-912.401,-897.414,-932.128,-850.294,-913.446,-945.351,-889.208
6150,-1153.63,-984.73,-943.355,-953.133,-922.802,-912.591,-897.678,-932.43,-850.596,-913.712,-945.517,-889.434
6151,-1153.86,-984.899,-943.6025,-953.374,-923.128,-912.924,-897.977,-932.774,-850.942,-913.968,-945.788,-889.659
6152,-1154.0625,-985.1,-943.7125,-953.5,-923.464,-913.205,-898.251,-933.124,-851.241,-914.258,-946.048,-889.954
6153,-1154.23,-985.256,-943.9525,-953.731,-923.826,-913.577,-898.577,-933.484,-851.591,-914.612,-946.385,-890.311
6154,-1154.4475,-985.44,-944.1425,-953.956,-923.742,-913.889,-898.841,-933.826,-851.893,-914.8,-946.398,-890.383
6155,-1154.69,-985.629,-944.4075,-954.148,-923.576,-914.056,-898.933,-933.988,-852.146,-914.92,-946.011,-889.435
6156,-1154.9125,-985.804,-944.635,-954.347,-923.486,-912.814,-899.138,-934.268,-852.267,-915.118,-946.211,-889.662
6157,-1155.085,-985.932,-944.755,-954.45,-923.352,-913.082,-899.417,-934.616,-852.606,-915.494,-946.582,-889.962
6158,-1155.265,-986.102,-944.935,-954.461,-923.614,-913.24,-899.505,-934.878,-852.705,-915.608,-946.554,-889.846
6159,-1155.425,-986.246,-945.0975,-954.452,-922.932,-913.22,-899.442,-934.934,-852.738,-915.644,-946.36,-888.903
6160,-1155.59,-986.398,-945.365,-954.78,-923.292,-913.593,-899.719,-935.278,-853.059,-915.934,-946.643,-889.157
6161,-1155.7675,-986.585,-945.625,-955.022,-923.228,-913.895,-899.942,-935.578,-853.377,-916.214,-946.99,-889.51
6162,-1155.945,-986.77,-945.74,-955.235,-923.166,-914.173,-900.142,-934.888,-849.531,-915.982,-947.012,-889.68
6163,-1156.1475,-986.949,-945.8675,-955.451,-922.988,-914.394,-900.311,-935.118,-849.784,-916.196,-947.231,-889.794
6164,-1156.31,-987.079,-945.91,-955.539,-923.216,-914.54,-900.437,-935.274,-850.045,-916.472,-947.42,-890.028
6165,-1156.51,-987.247,-946.1525,-955.761,-923.498,-914.732,-900.642,-935.508,-850.115,-916.206,-947.467,-890.184
6166,-1156.7,-987.436,-946.26,-955.876,-923.342,-914.892,-900.639,-934.704,-849.955,-915.81,-947.205,-889.851
6167,-1156.89,-987.578,-946.4175,-955.955,-923.59,-915.128,-900.886,-935.034,-850.258,-916.09,-947.428,-890.167
6168,-1157.085,-987.726,-946.6075,-956.151,-923.83,-915.338,-901.079,-935.286,-850.554,-916.442,-947.731,-890.46
