draw,plain_kino_1,plain_kino_2,plain_kino_3,plain_kino_4,plain_kino_5,plain_kino_6,plain_kino_7,plain_kino_8,plain_kino_9,plain_kino_10,plain_kino_11,plain_kino_12
1964,-368.9725,-315.502,-304.9975,-308.277,-288.284,-297.983,-302.545,-311.6,-275.935,-257.658,-285.863,-261.823
1965,-369.175,-315.657,-305.1375,-308.278,-288.542,-298.234,-302.721,-311.764,-276.147,-257.844,-286.046,-262.122
1966,-369.3775,-315.85,-305.3675,-308.508,-288.884,-298.568,-303.008,-312.132,-276.51,-258.152,-286.308,-262.481
1967,-369.535,-316.026,-305.6275,-308.632,-288.738,-298.771,-303.16,-312.39,-276.794,-258.434,-286.55,-262.793
1968,-369.7525,-316.198,-305.86,-308.864,-289.062,-299.083,-303.346,-312.726,-277.087,-258.686,-286.786,-263.087
1969,-369.9375,-316.311,-305.9475,-308.875,-289.298,-299.251,-303.514,-312.95,-277.36,-258.934,-287.071,-263.367
1970,-370.11,-316.465,-306.03,-309.092,-289.616,-299.579,-303.787,-313.224,-277.492,-259.136,-287.086,-262.664
1971,-370.2875,-316.604,-306.21,-309.287,-289.9,-299.771,-304.013,-313.49,-277.757,-259.374,-287.295,-262.987
1972,-370.4825,-316.755,-306.325,-309.283,-290.122,-299.969,-304.236,-313.822,-278.075,-259.674,-287.639,-263.349
1973,-370.7,-316.943,-306.495,-309.583,-290.386,-300.156,-304.373,-313.986,-278.277,-259.904,-287.905,-263.627
1974,-370.8875,-317.109,-306.5975,-309.681,-290.7,-300.482,-304.63,-314.23,-278.507,-260.096,-287.987,-263.809
1975,-371.04,-317.266,-306.8475,-309.778,-290.554,-300.69,-304.862,-314.448,-278.585,-260.272,-288.024,-263.085
1976,-371.205,-317.433,-307.025,-310.095,-290.864,-300.982,-305.085,-314.738,-278.703,-260.028,-288.054,-263.209
1977,-371.3875,-317.625,-307.2275,-310.098,-291.11,-301.299,-305.373,-315.032,-278.841,-260.21,-288.292,-263.504
1978,-371.5525,-317.757,-307.35,-310.389,-291.416,-301.587,-305.647,-315.366,-279.149,-260.408,-288.546,-263.836
1979,-371.76,-317.883,-307.4125,-310.294,-291.192,-301.809,-305.805,-314.658,-279.116,-260.588,-288.57,-264.019
1980,-371.9425,-318.047,-307.5525,-310.382,-291.016,-302.02,-305.959,-314.894,-279.359,-260.828,-288.722,-264.267
1981,-372.16,-318.257,-307.745,-310.604,-291.334,-302.292,-306.242,-315.202,-279.687,-261.146,-289.016,-264.6
1982,-372.3725,-318.469,-308.0225,-310.935,-291.692,-302.647,-306.524,-315.564,-279.994,-261.322,-289.238,-264.854
1983,-372.5975,-318.676,-308.1825,-310.859,-291.132,-301.303,-306.661,-315.796,-280.232,-261.546,-289.469,-265.116
1984,-372.825,-318.896,-308.3025,-310.983,-291.44,-301.64,-306.962,-316.112,-280.532,-261.83,-289.731,-265.377
1985,-373.0075,-319.055,-308.49,-311.135,-290.884,-300.336,-307.126,-316.332,-280.795,-261.996,-289.721,-265.554
1986,-373.1825,-319.203,-308.6375,-311.07,-290.714,-299.051,-307.339,-316.656,-281.114,-262.312,-290.012,-265.748
1987,-373.3475,-319.352,-308.6875,-311.062,-290.924,-299.249,-307.442,-316.79,-281.27,-262.348,-290.027,-265.747
1988,-373.4675,-319.441,-308.6575,-311.13,-290.714,-299.41,-307.553,-316.986,-281.531,-262.536,-290.033,-265.671
1989,-373.6775,-319.611,-308.875,-311.434,-291.04,-299.707,-307.866,-317.302,-281.701,-262.8,-290.274,-265.743
1990,-373.8625,-319.769,-308.96,-311.458,-291.278,-300.0,-308.11,-317.588,-281.991,-263.004,-290.484,-266.046
1991,-374.04,-319.905,-309.075,-311.386,-291.12,-300.157,-308.241,-316.87,-282.003,-263.14,-290.581,-266.266
1992,-374.2075,-320.038,-309.1675,-311.655,-291.364,-300.374,-308.406,-317.148,-282.281,-263.362,-290.591,-266.382
1993,-374.3875,-320.187,-309.3875,-311.965,-291.658,-300.68,-308.699,-317.454,-282.367,-263.528,-290.816,-266.6
1994,-374.58,-320.352,-309.4775,-312.107,-292.016,-301.007,-309.017,-317.774,-282.692,-263.8,-290.925,-266.823
1995,-374.7425,-320.48,-309.535,-312.366,-292.192,-301.085,-308.937,-316.842,-278.894,-253.86,-289.282,-265.837
1996,-374.91,-320.611,-309.73,-312.491,-292.498,-301.368,-309.219,-317.186,-279.217,-254.194,-289.64,-266.134
1997,-375.0875,-320.776,-309.9775,-312.693,-292.398,-301.654,-309.449,-317.436,-279.517,-254.47,-289.864,-266.264
1998,-375.2625,-320.929,-310.1225,-312.682,-292.626,-301.962,-309.671,-317.716,-279.783,-254.732,-290.1,-266.402
1999,-375.4875,-321.105,-310.345,-312.889,-292.504,-302.262,-309.89,-318.05,-280.148,-255.11,-290.473,-266.792
2000,-375.675,-321.27,-310.595,-313.209,-292.854,-302.634,-310.16,-318.31,-280.416,-255.352,-290.633,-267.001
2001,-375.8775,-321.435,-310.75,-313.325,-292.272,-302.849,-310.33,-318.624,-280.749,-255.648,-290.926,-267.268
2002,-376.0475,-321.608,-310.8525,-313.221,-292.504,-303.127,-310.592,-318.93,-281.015,-255.832,-291.127,-267.482
2003,-376.22,-321.764,-311.065,-313.319,-292.696,-303.203,-310.401,-319.048,-281.026,-256.006,-291.329,-267.752
2004,-376.38,-321.901,-311.25,-313.605,-293.046,-303.559,-310.709,-319.414,-281.323,-256.264,-291.565,-267.993
2005,-376.58,-322.068,-311.4125,-313.835,-292.91,-303.807,-310.841,-319.69,-281.617,-256.57,-291.844,-268.272
2006,-376.7575,-322.181,-311.415,-313.832,-293.18,-304.057,-310.971,-319.912,-281.699,-256.764,-292.073,-268.576
2007,-376.95,-322.336,-311.5025,-314.014,-293.462,-304.303,-311.18,-320.076,-281.973,-257.044,-292.353,-268.767
2008,-377.1375,-322.512,-311.64,-314.199,-293.732,-304.519,-311.399,-320.392,-282.31,-257.334,-292.664,-269.045
2009,-377.305,-322.628,-311.7275,-314.284,-293.586,-304.804,-311.566,-320.618,-282.416,-257.546,-292.672,-269.178
2010,-377.4675,-322.752,-311.925,-314.38,-293.868,-305.032,-311.806,-320.876,-282.713,-257.7,-292.854,-269.431
2011,-377.715,-322.954,-312.03,-314.488,-294.122,-305.276,-312.006,-321.064,-282.83,-257.866,-293.069,-269.537
2012,-377.88,-323.078,-312.2225,-314.589,-294.4,-305.493,-312.152,-321.254,-282.915,-258.01,-293.268,-269.646
2013,-378.0525,-323.249,-312.36,-314.878,-294.722,-305.833,-312.442,-321.628,-283.254,-258.332,-293.589,-270.006
2014,-378.2625,-323.406,-312.5125,-314.991,-294.982,-306.12,-312.699,-321.948,-283.429,-258.66,-293.944,-270.404
2015,-378.455,-323.534,-312.6775,-315.124,-294.456,-306.343,-312.983,-322.312,-283.756,-259.014,-294.288,-270.723
2016,-378.6475,-323.724,-312.8075,-315.224,-294.694,-306.642,-313.246,-322.592,-284.07,-259.292,-294.552,-270.939
2017,-378.82,-323.868,-312.865,-315.151,-293.224,-305.276,-313.332,-322.846,-284.343,-259.572,-294.86,-271.244
2018,-379.0675,-324.071,-313.0925,-315.3,-293.564,-305.564,-313.556,-322.216,-284.533,-259.86,-295.191,-271.619
2019,-379.2625,-324.229,-313.2025,-315.292,-293.366,-305.708,-313.687,-321.462,-284.551,-259.976,-295.036,-270.572
2020,-379.4925,-324.452,-313.435,-315.45,-293.72,-306.067,-314.026,-321.808,-284.894,-260.236,-295.251,-270.871
2021,-379.6675,-324.605,-313.47,-315.736,-293.988,-306.333,-314.285,-322.13,-285.208,-260.54,-295.582,-271.21
2022,-379.845,-324.741,-313.57,-315.818,-294.29,-306.625,-314.524,-322.46,-285.523,-260.868,-295.939,-271.514
2023,-380.0,-324.949,-313.795,-316.101,-294.504,-306.823,-314.776,-322.752,-285.828,-261.066,-296.099,-271.652
2024,-380.15,-325.084,-313.9175,-316.203,-294.734,-307.022,-314.886,-322.872,-285.695,-261.146,-295.984,-271.71
2025,-380.3025,-325.248,-314.095,-316.423,-295.05,-307.309,-315.035,-323.148,-285.909,-261.332,-296.222,-272.027
2026,-380.4775,-325.393,-314.0975,-316.407,-294.768,-307.392,-315.168,-323.426,-286.196,-261.64,-296.552,-272.3
2027,-380.645,-325.563,-314.2175,-316.696,-295.106,-307.691,-315.39,-323.698,-286.502,-261.9,-296.854,-272.591
2028,-380.825,-325.722,-314.3125,-316.804,-295.434,-307.909,-315.646,-324.04,-286.788,-262.09,-297.05,-272.68
2029,-381.0425,-325.919,-314.52,-317.023,-295.802,-308.259,-315.913,-324.33,-287.05,-262.302,-297.279,-272.797
2030,-381.265,-326.089,-314.6775,-317.238,-296.088,-308.536,-316.173,-324.576,-287.155,-262.48,-297.465,-272.872
2031,-381.44,-326.231,-314.7375,-317.315,-296.358,-308.804,-316.389,-324.786,-287.359,-262.642,-297.647,-273.16
2032,-381.6525,-326.397,-314.9125,-317.526,-296.688,-309.106,-316.694,-325.13,-287.692,-262.96,-297.902,-273.311
2033,-381.8075,-326.566,-315.05,-317.822,-296.976,-309.384,-316.964,-325.426,-287.872,-263.228,-298.137,-273.514
2034,-381.965,-326.676,-315.145,-317.814,-296.332,-308.0,-317.065,-324.548,-287.856,-263.264,-297.841,-273.51
2035,-382.1725,-326.852,-315.3275,-317.831,-296.586,-308.239,-317.247,-324.812,-288.094,-263.52,-298.063,-273.743
2036,-382.335,-327.0,-315.4575,-317.939,-296.398,-308.444,-317.36,-324.126,-288.162,-263.668,-298.301,-274.022
2037,-382.56,-327.217,-315.6775,-317.968,-296.68,-308.68,-317.549,-324.394,-288.434,-263.88,-298.544,-274.269
2038,-382.7325,-327.353,-315.805,-317.975,-296.512,-308.896,-317.727,-324.606,-288.705,-264.038,-298.761,-274.427
2039,-382.8925,-327.485,-315.9325,-318.196,-296.874,-309.243,-318.003,-324.93,-289.042,-264.276,-298.993,-274.681
2040,-383.1325,-327.702,-316.1625,-318.314,-296.674,-307.917,-318.202,-325.168,-289.312,-264.366,-299.182,-274.802
2041,-383.3125,-327.82,-316.155,-318.426,-296.968,-308.207,-318.44,-325.408,-289.587,-264.604,-299.452,-275.12
2042,-383.49,-327.993,-316.3275,-318.532,-296.822,-308.402,-318.583,-324.728,-285.865,-254.848,-298.234,-274.387
2043,-383.665,-328.12,-316.4525,-318.636,-296.66,-308.597,-318.817,-324.984,-286.171,-255.072,-298.316,-274.579
2044,-383.8475,-328.312,-316.635,-318.857,-296.516,-307.23,-318.898,-325.22,-286.45,-255.318,-298.615,-274.893
2045,-384.0075,-328.493,-316.815,-319.09,-296.89,-307.548,-319.11,-325.522,-286.771,-255.624,-298.886,-275.089
2046,-384.1675,-328.627,-317.0075,-319.097,-297.102,-307.787,-319.33,-325.818,-287.109,-255.942,-299.133,-275.351
2047,-384.36,-328.758,-317.155,-319.389,-297.476,-308.14,-319.634,-326.126,-287.385,-256.158,-299.383,-275.546
2048,-384.52,-328.902,-317.35,-319.685,-297.81,-308.474,-319.947,-326.462,-287.558,-256.338,-299.599,-275.789
2049,-384.7075,-329.107,-317.5425,-319.997,-298.072,-308.784,-320.164,-326.706,-287.875,-256.63,-299.909,-276.098
2050,-384.8925,-329.265,-317.6475,-320.08,-298.294,-309.035,-320.42,-326.976,-288.108,-256.8,-300.039,-276.184
2051,-385.1,-329.447,-317.795,-320.297,-298.63,-309.334,-320.577,-326.258,-284.4,-256.586,-300.068,-276.357
2052,-385.295,-329.63,-318.005,-320.5,-298.966,-309.637,-320.81,-326.516,-284.633,-256.862,-300.31,-276.484
2053,-385.47,-329.782,-318.17,-320.809,-299.326,-309.945,-321.089,-326.822,-284.746,-257.028,-300.532,-276.742
2054,-385.72,-329.971,-318.3925,-321.043,-299.666,-310.293,-321.36,-327.126,-285.071,-257.32,-300.795,-277.059
2055,-385.94,-330.131,-318.5675,-321.185,-300.044,-310.607,-321.662,-327.496,-285.399,-257.618,-301.118,-277.409
2056,-386.105,-330.245,-318.675,-321.454,-300.336,-310.91,-321.898,-327.796,-285.669,-257.828,-301.164,-276.714
2057,-386.2825,-330.414,-318.9375,-321.785,-300.72,-311.243,-322.23,-328.166,-285.992,-258.12,-301.505,-277.032
2058,-386.4975,-330.594,-319.155,-321.994,-301.074,-311.563,-322.544,-328.536,-286.368,-258.494,-301.867,-277.384
2059,-386.725,-330.791,-319.295,-322.305,-301.374,-311.856,-322.817,-328.8,-286.52,-258.72,-302.155,-277.719
2060,-386.9375,-330.973,-319.56,-322.628,-301.694,-312.192,-323.102,-329.148,-286.798,-258.948,-302.424,-277.991
2061,-387.115,-331.123,-319.6525,-322.806,-301.556,-312.391,-323.174,-329.342,-286.982,-259.128,-302.695,-278.151
2062,-387.2975,-331.248,-319.765,-322.71,-301.318,-312.48,-323.352,-329.584,-287.246,-259.404,-302.98,-278.292
2063,-387.4875,-331.401,-320.015,-322.943,-301.688,-312.844,-323.671,-329.956,-287.612,-259.742,-303.325,-278.661
2064,-387.7075,-331.589,-320.2075,-323.069,-301.952,-313.086,-323.831,-330.21,-287.712,-259.83,-303.446,-278.825
2065,-387.935,-331.801,-320.45,-323.303,-302.328,-313.409,-324.08,-330.456,-287.794,-260.044,-303.603,-278.932
2066,-388.155,-331.977,-320.5575,-323.488,-302.548,-313.595,-324.293,-330.722,-288.098,-260.33,-303.758,-279.211
2067,-388.36,-332.161,-320.6275,-323.527,-302.426,-313.844,-324.525,-331.074,-288.351,-260.512,-303.934,-279.429
2068,-388.555,-332.311,-320.7525,-323.735,-302.772,-314.197,-324.851,-331.444,-288.693,-260.742,-304.223,-279.807
2069,-388.735,-332.407,-320.905,-323.901,-302.534,-314.238,-324.991,-331.634,-288.779,-260.952,-304.241,-279.001
2070,-388.925,-332.558,-321.0575,-323.925,-302.398,-314.492,-325.252,-331.94,-288.888,-261.072,-304.216,-279.139
2071,-389.08,-332.665,-321.0725,-323.698,-301.254,-314.473,-325.219,-331.146,-288.746,-260.764,-304.125,-278.915
2072,-389.31,-332.822,-321.1475,-323.893,-301.43,-314.484,-325.193,-331.318,-288.776,-260.934,-304.363,-279.224
2073,-389.515,-332.987,-321.3075,-324.204,-301.782,-314.803,-325.45,-331.682,-289.139,-261.268,-304.711,-279.573
2074,-389.695,-333.135,-321.42,-324.238,-301.634,-315.007,-325.697,-331.948,-289.414,-261.436,-304.868,-279.802
2075,-389.8975,-333.312,-321.52,-324.352,-301.498,-315.247,-325.978,-332.174,-289.642,-261.596,-305.103,-280.002
2076,-390.085,-333.494,-321.785,-324.602,-301.852,-315.578,-326.175,-332.468,-289.962,-261.89,-305.365,-280.283
2077,-390.225,-333.584,-321.7875,-324.477,-302.028,-315.689,-326.26,-331.746,-289.977,-262.038,-305.504,-280.479
2078,-390.4175,-333.737,-321.9575,-324.464,-302.308,-315.838,-326.357,-331.916,-290.144,-262.132,-305.561,-280.515
2079,-390.58,-333.862,-322.1675,-324.678,-302.616,-316.127,-326.623,-332.256,-290.452,-262.38,-305.847,-280.824
2080,-390.75,-333.981,-322.315,-324.771,-302.884,-316.295,-326.83,-332.522,-290.722,-262.536,-306.071,-281.03
2081,-390.925,-334.144,-322.475,-324.946,-303.092,-316.494,-327.042,-332.76,-290.981,-262.764,-306.275,-281.252
2082,-391.0975,-334.296,-322.5775,-325.141,-303.424,-316.833,-327.346,-333.136,-291.33,-263.006,-306.297,-281.288
2083,-391.265,-334.421,-322.7375,-325.425,-303.718,-316.93,-327.566,-333.392,-291.366,-263.08,-306.274,-281.367
2084,-391.4475,-334.599,-322.985,-325.725,-304.066,-317.272,-327.77,-333.624,-291.654,-263.324,-306.558,-281.697
2085,-391.595,-334.739,-323.16,-325.932,-304.41,-317.559,-328.046,-333.986,-291.944,-263.632,-306.826,-282.036
2086,-391.7775,-334.892,-323.285,-326.022,-304.196,-316.216,-328.135,-334.176,-292.227,-263.828,-306.969,-282.291
2087,-391.9925,-335.088,-323.5025,-326.087,-304.57,-316.614,-328.444,-334.514,-292.558,-264.136,-307.322,-282.637
2088,-392.16,-335.246,-323.5725,-326.194,-304.874,-316.931,-328.694,-334.78,-292.698,-263.96,-307.406,-281.929
2089,-392.365,-335.433,-323.79,-326.509,-305.15,-317.199,-328.872,-334.998,-292.951,-264.192,-307.679,-282.202
2090,-392.5675,-335.6,-323.94,-326.629,-305.388,-317.428,-329.027,-335.22,-293.18,-264.476,-307.985,-282.521
2091,-392.755,-335.77,-324.065,-326.611,-305.576,-317.524,-329.197,-335.472,-293.386,-264.674,-308.254,-282.845
2092,-392.9625,-335.92,-324.1775,-326.434,-305.848,-317.843,-329.457,-335.788,-293.657,-264.992,-308.48,-282.872
2093,-393.15,-336.088,-324.23,-326.628,-305.722,-318.037,-329.524,-335.064,-293.781,-265.152,-308.669,-283.079
2094,-393.3575,-336.269,-324.3825,-326.843,-305.998,-318.381,-329.827,-335.362,-294.098,-265.422,-308.984,-283.358
2095,-393.545,-336.434,-324.7175,-327.178,-306.378,-318.678,-330.07,-335.562,-294.367,-265.694,-309.29,-283.536
2096,-393.76,-336.616,-324.905,-327.289,-306.66,-318.964,-330.23,-335.718,-294.634,-265.868,-309.531,-283.827
2097,-393.96,-336.81,-325.08,-327.421,-306.956,-319.249,-330.474,-335.976,-294.841,-266.08,-309.643,-283.917
2098,-394.1625,-336.986,-325.2875,-327.721,-307.27,-319.583,-330.742,-336.318,-295.206,-266.43,-310.0,-284.272
2099,-394.3625,-337.18,-325.4925,-327.968,-307.588,-319.93,-331.011,-336.64,-295.535,-266.686,-310.251,-284.571
2100,-394.5325,-337.307,-325.6625,-327.99,-307.952,-320.175,-331.251,-336.916,-295.786,-266.828,-310.335,-284.687
2101,-394.7,-337.466,-325.855,-328.204,-308.282,-320.305,-331.42,-337.096,-296.021,-266.918,-310.457,-284.702
2102,-394.85,-337.587,-325.86,-328.412,-308.102,-320.548,-331.516,-337.34,-296.117,-266.722,-309.264,-283.926
2103,-394.9825,-337.699,-325.8975,-328.525,-308.362,-320.81,-331.746,-337.556,-296.337,-266.976,-309.382,-284.117
2104,-395.1675,-337.835,-326.0825,-328.708,-308.574,-321.036,-331.932,-337.752,-296.651,-267.24,-309.569,-284.183
2105,-395.385,-337.997,-326.27,-328.915,-308.45,-321.251,-332.109,-338.026,-296.958,-267.524,-309.829,-284.423
2106,-395.5725,-338.173,-326.535,-329.241,-308.744,-321.541,-332.375,-338.346,-297.286,-267.81,-310.131,-284.75
2107,-395.76,-338.363,-326.7975,-329.579,-309.062,-321.86,-332.653,-338.648,-297.579,-267.982,-310.099,-284.788
2108,-395.9725,-338.54,-326.9675,-329.875,-309.378,-322.139,-332.843,-337.932,-293.855,-267.744,-310.13,-284.896
2109,-396.145,-338.676,-327.1025,-330.082,-309.712,-322.361,-333.04,-338.184,-294.119,-268.032,-310.414,-285.126
2110,-396.3625,-338.877,-327.3575,-330.403,-310.076,-322.7,-333.291,-338.524,-294.252,-268.166,-310.618,-285.267
2111,-396.5675,-339.052,-327.515,-330.31,-310.348,-322.99,-333.553,-338.814,-294.509,-268.326,-310.823,-285.546
2112,-396.7625,-339.239,-327.7375,-330.524,-310.626,-323.204,-333.689,-339.048,-294.622,-268.542,-310.804,-285.431
2113,-396.95,-339.413,-327.845,-330.632,-310.938,-323.545,-333.984,-339.348,-294.886,-268.808,-311.125,-285.77
2114,-397.13,-339.566,-328.0025,-330.852,-311.268,-323.74,-334.171,-339.598,-295.15,-268.886,-311.021,-285.873
2115,-397.3225,-339.68,-328.0825,-330.743,-310.656,-322.394,-334.25,-338.888,-295.254,-268.664,-310.984,-285.927
2116,-397.505,-339.847,-328.225,-331.039,-310.968,-322.659,-334.518,-339.14,-295.495,-268.896,-311.198,-286.177
2117,-397.7075,-340.033,-328.3675,-331.142,-311.27,-322.891,-334.663,-339.352,-295.689,-268.958,-311.273,-285.961
2118,-397.9075,-340.176,-328.4975,-331.152,-311.114,-323.135,-334.856,-339.612,-295.975,-269.248,-311.528,-286.23
2119,-398.105,-340.343,-328.65,-331.056,-310.89,-323.246,-334.979,-338.876,-295.878,-269.332,-311.521,-286.34
2120,-398.2925,-340.493,-328.8575,-331.354,-311.226,-323.584,-335.218,-339.202,-296.154,-269.502,-311.631,-286.326
2121,-398.4725,-340.664,-329.0625,-331.47,-311.456,-323.848,-335.421,-339.43,-296.212,-269.678,-311.627,-285.574
2122,-398.615,-340.778,-329.22,-331.484,-311.746,-324.132,-335.702,-339.772,-296.551,-270.01,-311.923,-285.895
2123,-398.8075,-340.962,-329.4475,-331.804,-312.034,-324.391,-336.006,-340.154,-296.91,-270.304,-312.188,-286.15
2124,-398.975,-341.107,-329.545,-332.002,-312.202,-324.458,-335.921,-339.28,-296.728,-270.298,-312.222,-286.372
2125,-399.155,-341.268,-329.78,-332.291,-312.494,-324.735,-336.172,-339.584,-296.978,-270.504,-312.484,-286.636
2126,-399.3625,-341.456,-330.075,-332.62,-312.876,-325.069,-336.438,-339.918,-297.329,-270.806,-312.78,-286.984
2127,-399.5575,-341.631,-330.33,-332.834,-313.202,-325.335,-336.624,-340.192,-297.651,-271.124,-313.115,-287.351
2128,-399.7225,-341.785,-330.52,-333.126,-313.516,-325.62,-336.928,-340.542,-298.0,-271.488,-313.409,-287.698
2129,-399.925,-341.968,-330.7125,-333.436,-313.87,-325.947,-337.141,-340.82,-298.302,-271.812,-313.697,-288.014
2130,-400.1425,-342.154,-330.8625,-333.739,-314.186,-326.262,-337.395,-341.05,-298.568,-272.054,-313.87,-288.242
2131,-400.3525,-342.333,-331.035,-333.832,-314.048,-326.433,-337.589,-341.302,-298.79,-272.254,-314.137,-288.54
2132,-400.5125,-342.485,-331.1525,-334.027,-313.946,-326.712,-337.844,-341.528,-299.063,-272.402,-314.371,-288.769
2133,-400.7375,-342.673,-331.3775,-334.244,-314.24,-327.029,-338.015,-341.776,-299.332,-272.522,-314.389,-288.942
2134,-400.9275,-342.835,-331.49,-334.252,-314.012,-326.996,-338.087,-341.958,-299.392,-272.688,-314.497,-289.027
2135,-401.12,-342.997,-331.5,-334.242,-314.268,-327.191,-338.219,-342.15,-299.688,-272.872,-314.747,-289.082
2136,-401.3275,-343.174,-331.63,-334.457,-314.144,-327.42,-338.434,-341.504,-299.846,-272.688,-314.775,-288.268
2137,-401.5,-343.32,-331.69,-334.417,-313.518,-327.545,-338.574,-341.8,-300.12,-272.922,-315.034,-288.537
2138,-401.6425,-343.497,-331.8275,-334.511,-313.808,-327.843,-338.818,-342.12,-300.403,-273.156,-315.279,-288.785
2139,-401.845,-343.666,-331.98,-334.415,-313.624,-328.04,-339.058,-342.418,-300.679,-273.304,-315.297,-288.951
2140,-402.01,-343.818,-332.0975,-334.621,-313.95,-328.312,-339.341,-342.772,-301.009,-273.584,-315.555,-289.219
2141,-402.1925,-343.956,-332.27,-334.903,-314.214,-328.56,-339.621,-343.046,-301.303,-273.868,-315.839,-289.41
2142,-402.3475,-344.097,-332.3275,-334.891,-314.006,-328.783,-339.852,-343.314,-301.554,-274.058,-316.084,-289.714
2143,-402.5525,-344.255,-332.435,-335.11,-314.372,-329.156,-340.15,-343.67,-301.879,-274.418,-316.407,-290.06
2144,-402.73,-344.407,-332.4925,-335.112,-314.598,-329.387,-340.324,-343.838,-302.121,-274.732,-316.75,-290.418
2145,-402.935,-344.584,-332.6525,-335.219,-314.892,-329.628,-340.466,-344.032,-302.409,-274.934,-316.996,-290.675
2146,-403.0775,-344.766,-332.855,-335.451,-315.228,-329.901,-340.76,-344.284,-302.68,-275.152,-316.984,-290.824
2147,-403.2525,-344.896,-332.985,-335.629,-315.062,-330.083,-340.991,-344.52,-302.96,-275.296,-316.779,-289.968
2148,-403.455,-345.102,-333.1325,-335.64,-314.894,-330.284,-341.213,-344.854,-303.281,-275.626,-317.121,-290.317
2149,-403.66,-345.266,-333.2425,-335.568,-315.142,-330.435,-341.286,-344.988,-303.165,-275.732,-317.236,-290.394
2150,-403.8625,-345.494,-333.525,-335.897,-315.478,-330.774,-341.6,-345.336,-303.489,-275.98,-317.499,-290.666
2151,-404.08,-345.66,-333.69,-335.91,-315.354,-331.064,-341.86,-345.664,-303.758,-276.172,-317.764,-290.937
2152,-404.22,-345.795,-333.8375,-336.016,-315.622,-331.394,-342.137,-346.002,-304.102,-276.524,-318.15,-291.359
2153,-404.395,-345.957,-334.045,-336.112,-315.88,-331.641,-342.388,-346.252,-304.345,-276.766,-318.376,-291.666
2154,-404.6,-346.151,-334.2925,-336.329,-316.206,-331.942,-342.66,-346.548,-304.663,-277.058,-318.643,-291.934
2155,-404.825,-346.335,-334.43,-336.637,-316.558,-332.294,-342.938,-346.854,-304.992,-277.402,-318.931,-292.274
2156,-404.99,-346.437,-334.5275,-336.824,-316.856,-332.524,-343.048,-346.116,-301.308,-277.152,-318.692,-292.28
2157,-405.1725,-346.609,-334.655,-336.853,-316.732,-332.789,-343.167,-346.36,-301.225,-277.198,-318.593,-291.382
2158,-405.3475,-346.772,-334.805,-336.974,-317.056,-333.068,-343.351,-346.672,-301.546,-277.506,-318.909,-291.72
2159,-405.565,-346.953,-335.005,-337.286,-317.436,-333.386,-343.603,-346.882,-301.833,-277.684,-319.134,-291.932
2160,-405.7425,-347.097,-335.08,-337.274,-317.658,-333.551,-343.797,-347.114,-302.084,-277.78,-319.255,-291.915
2161,-405.93,-347.245,-335.1225,-337.355,-317.472,-333.791,-344.037,-347.438,-302.437,-278.138,-319.584,-292.253
2162,-406.0925,-347.391,-335.265,-337.558,-317.762,-333.989,-344.238,-347.616,-302.668,-278.306,-319.778,-292.532
2163,-406.265,-347.558,-335.49,-337.778,-318.038,-334.264,-344.469,-347.87,-302.961,-278.502,-319.735,-291.676
2164,-406.48,-347.722,-335.6325,-337.871,-318.262,-334.416,-344.641,-348.026,-302.989,-278.69,-319.953,-291.912
2165,-406.6525,-347.918,-335.865,-338.2,-318.632,-334.741,-344.92,-348.372,-303.311,-278.924,-320.247,-292.215
2166,-406.8225,-348.068,-336.065,-338.22,-318.014,-334.968,-345.078,-348.66,-303.451,-278.7,-320.262,-292.354
2167,-407.035,-348.243,-336.305,-338.547,-318.352,-335.333,-345.378,-348.994,-303.778,-278.992,-320.571,-292.595
2168,-407.225,-348.419,-336.5225,-338.775,-318.662,-335.62,-345.646,-349.308,-304.123,-279.276,-320.891,-292.918
2169,-407.4225,-348.587,-336.6525,-338.91,-318.996,-335.935,-345.915,-349.588,-304.446,-279.52,-320.984,-293.082
2170,-407.67,-348.783,-336.855,-339.123,-319.272,-336.231,-346.172,-349.834,-304.676,-279.746,-321.196,-293.307
2171,-407.86,-348.959,-337.0275,-339.332,-319.574,-336.592,-346.484,-350.196,-305.035,-280.06,-321.44,-293.567
2172,-408.09,-349.163,-337.23,-339.354,-319.828,-336.824,-346.706,-350.498,-305.303,-280.18,-321.56,-293.685
2173,-408.3,-349.297,-337.295,-339.327,-319.638,-337.107,-346.939,-350.794,-305.592,-280.478,-321.837,-293.932
2174,-408.425,-349.391,-337.41,-339.32,-319.368,-337.33,-347.158,-351.016,-305.866,-280.678,-322.005,-294.137
2175,-408.595,-349.547,-337.4275,-339.207,-319.112,-337.572,-347.304,-351.258,-306.118,-280.826,-322.279,-294.46
2176,-408.785,-349.719,-337.59,-339.423,-319.38,-337.821,-347.607,-351.612,-306.491,-281.16,-322.649,-294.837
2177,-408.995,-349.898,-337.725,-339.546,-319.608,-338.061,-347.773,-351.828,-306.753,-281.348,-322.908,-295.092
2178,-409.185,-350.08,-337.94,-339.745,-319.934,-338.355,-347.957,-352.104,-307.036,-281.546,-323.187,-295.361
2179,-409.3375,-350.251,-338.19,-339.966,-319.794,-338.627,-348.111,-352.368,-307.311,-281.756,-323.351,-295.467
2180,-409.55,-350.408,-338.36,-340.083,-319.708,-338.912,-348.406,-352.698,-307.653,-281.994,-323.556,-295.736
