draw,plain_kino_1,plain_kino_2,plain_kino_3,plain_kino_4,plain_kino_5,plain_kino_6,plain_kino_7,plain_kino_8,plain_kino_9,plain_kino_10,plain_kino_11,plain_kino_12,para1_kino_2,para1_kino_3,para1_kino_4,para1_kino_5,para1_kino_6,para1_kino_7,para1_kino_8,para1_kino_9,parity_odd,parity_even,parity_draw,column_random
4562,-854.3825,-730.238,-699.5375,-704.68,-663.034,-661.668,-682.506,-693.104,-617.622,-673.132,-698.904,-660.803,-1279.114,-1399.5625,-1411.6,-1291.754,-1332.668,-1407.406,-1378.104,-1078.622,-466.596,-461.592,-424.624,-455.072
4563,-854.565,-730.387,-699.7225,-704.701,-662.844,-661.899,-682.674,-693.368,-617.907,-673.38,-699.086,-660.866,-1279.371,-1399.9175,-1411.849,-1291.584,-1332.939,-1407.174,-1378.868,-1079.407,-466.712,-461.682,-424.712,-455.068
4564,-854.715,-730.518,-699.94,-705.015,-663.214,-662.237,-682.945,-693.674,-618.178,-673.59,-699.218,-660.943,-1279.564,-1400.22,-1412.391,-1292.334,-1333.777,-1407.945,-1379.674,-1080.178,-466.806,-461.798,-424.792,-455.176
4565,-854.8825,-730.666,-700.13,-705.016,-663.494,-662.496,-683.213,-693.982,-618.452,-673.842,-699.483,-661.232,-1279.778,-1400.54,-1412.556,-1292.754,-1334.306,-1408.713,-1380.482,-1080.952,-466.926,-461.9,-424.848,-455.236
4566,-855.08,-730.827,-700.245,-705.225,-663.79,-662.814,-683.465,-694.21,-618.548,-673.608,-699.446,-661.301,-1280.031,-1400.785,-1412.945,-1293.25,-1335.124,-1409.465,-1381.21,-1081.548,-467.012,-462.036,-424.904,-455.264
4567,-855.275,-730.978,-700.285,-705.138,-663.188,-661.452,-683.606,-693.534,-618.623,-673.712,-699.453,-661.434,-1280.314,-1401.005,-1413.038,-1292.788,-1333.802,-1409.206,-1376.834,-1082.123,-467.148,-462.12,-424.964,-455.356
4568,-855.4825,-731.125,-700.315,-705.12,-663.406,-661.628,-683.639,-693.73,-618.855,-673.904,-699.749,-661.748,-1280.615,-1401.145,-1413.072,-1292.906,-1333.788,-1407.939,-1377.53,-1082.855,-467.248,-462.244,-425.016,-455.536
4569,-855.6825,-731.305,-700.42,-705.236,-663.68,-661.898,-683.911,-693.978,-619.116,-674.1,-699.971,-662.044,-1280.895,-1401.46,-1413.384,-1293.2,-1334.098,-1408.711,-1378.278,-1083.616,-467.326,-462.366,-425.116,-455.644
4570,-855.8425,-731.439,-700.46,-705.15,-663.542,-662.088,-684.134,-694.232,-619.342,-674.234,-699.994,-662.216,-1281.177,-1401.63,-1413.478,-1293.262,-1334.098,-1409.434,-1379.032,-1084.342,-467.468,-462.43,-425.204,-455.768
4571,-856.0075,-731.559,-700.5025,-705.116,-663.714,-662.349,-684.324,-694.47,-619.608,-674.498,-700.247,-662.515,-1281.397,-1401.7575,-1413.512,-1293.274,-1334.859,-1410.124,-1379.77,-1085.108,-467.558,-462.518,-425.348,-455.94
4572,-856.1725,-731.738,-700.7175,-705.345,-663.56,-662.592,-684.532,-694.76,-619.917,-674.8,-700.508,-662.828,-1281.694,-1402.2025,-1413.921,-1293.2,-1335.142,-1409.932,-1380.56,-1085.917,-467.678,-462.582,-425.48,-455.96
4573,-856.385,-731.933,-701.015,-705.681,-663.92,-662.929,-684.804,-695.0,-620.05,-675.046,-700.823,-663.205,-1282.009,-1402.645,-1414.533,-1293.82,-1335.749,-1410.704,-1381.3,-1086.55,-467.764,-462.678,-425.616,-456.164
4574,-856.6225,-732.114,-701.0775,-705.597,-663.748,-663.125,-684.876,-695.222,-620.12,-675.134,-700.962,-663.307,-1282.342,-1402.9325,-1414.629,-1293.728,-1335.755,-1409.476,-1382.022,-1087.12,-467.84,-462.796,-425.728,-456.328
4575,-856.835,-732.255,-701.2675,-705.926,-664.116,-663.511,-685.136,-695.518,-620.428,-675.428,-701.199,-663.647,-1282.625,-1403.3025,-1415.17,-1294.416,-1336.641,-1410.236,-1382.818,-1087.928,-467.966,-462.868,-425.832,-456.34
4576,-857.01,-732.426,-701.41,-706.056,-664.0,-663.713,-685.205,-694.834,-620.551,-675.69,-701.493,-663.947,-1282.888,-1403.63,-1415.528,-1294.56,-1336.653,-1409.005,-1378.434,-1088.551,-468.044,-462.994,-425.924,-456.448
4577,-857.21,-732.598,-701.6225,-706.374,-664.318,-663.988,-685.48,-695.188,-620.921,-676.03,-701.82,-664.273,-1283.174,-1404.0175,-1415.962,-1295.018,-1336.968,-1409.78,-1379.288,-1089.421,-468.15,-463.114,-425.972,-456.612
4578,-857.3475,-732.736,-701.72,-706.472,-664.564,-664.132,-685.649,-695.4,-621.194,-676.28,-702.091,-664.406,-1283.418,-1404.26,-1416.208,-1295.284,-1336.922,-1410.449,-1380.0,-1090.194,-468.238,-463.22,-426.084,-456.784
4579,-857.555,-732.886,-701.9175,-706.673,-664.858,-664.405,-685.896,-695.73,-621.499,-676.486,-702.115,-663.687,-1283.678,-1404.5525,-1416.557,-1295.778,-1337.465,-1411.196,-1380.83,-1090.999,-468.294,-463.38,-426.152,-456.876
4580,-857.7225,-733.074,-702.095,-706.88,-665.166,-664.632,-685.994,-694.974,-621.378,-675.762,-700.579,-662.805,-1284.002,-1404.885,-1416.96,-1296.286,-1337.732,-1409.994,-1376.374,-1091.378,-468.374,-463.51,-426.232,-457.08
4581,-857.8675,-733.173,-702.115,-706.851,-664.55,-661.749,-681.114,-680.188,-617.452,-675.33,-700.229,-662.74,-1284.189,-1404.995,-1416.999,-1295.81,-1335.349,-1404.714,-1362.088,-1067.952,-468.47,-463.626,-426.308,-457.172
4582,-858.0575,-733.356,-702.3125,-707.061,-664.456,-661.982,-681.37,-680.474,-617.734,-675.532,-700.392,-662.885,-1284.438,-1405.3375,-1417.421,-1296.036,-1335.622,-1405.47,-1362.874,-1068.734,-468.56,-463.714,-426.452,-457.28
4583,-858.24,-733.495,-702.52,-707.261,-664.78,-662.227,-681.601,-680.748,-617.988,-675.706,-700.598,-663.056,-1284.675,-1405.66,-1417.769,-1296.56,-1335.907,-1406.201,-1363.648,-1069.488,-468.692,-463.806,-426.504,-457.396
4584,-858.4225,-733.621,-702.67,-707.561,-665.086,-662.506,-681.838,-681.034,-618.314,-676.01,-700.846,-663.364,-1284.923,-1405.96,-1418.217,-1297.066,-1336.456,-1406.938,-1364.434,-1070.314,-468.788,-463.92,-426.584,-457.544
4585,-858.5725,-733.743,-702.8075,-707.585,-664.54,-662.704,-681.996,-681.252,-618.433,-676.166,-701.046,-663.569,-1285.109,-1406.2225,-1418.517,-1296.84,-1336.464,-1406.696,-1365.152,-1070.933,-468.876,-464.042,-426.664,-457.676
4586,-858.7825,-733.934,-702.945,-707.795,-664.868,-663.035,-682.257,-681.572,-618.743,-676.478,-701.364,-663.933,-1285.422,-1406.535,-1418.875,-1297.428,-1337.295,-1407.457,-1365.972,-1071.743,-468.994,-464.142,-426.728,-457.696
4587,-859.015,-734.116,-703.1875,-708.125,-665.252,-663.317,-682.53,-681.94,-619.126,-676.858,-701.696,-664.325,-1285.748,-1406.9625,-1419.401,-1298.252,-1337.847,-1408.23,-1366.84,-1072.626,-469.082,-464.228,-426.88,-457.804
4588,-859.195,-734.228,-703.2875,-708.228,-665.54,-663.515,-682.641,-682.114,-619.201,-677.036,-701.669,-664.323,-1286.014,-1407.2125,-1419.684,-1298.68,-1338.085,-1407.941,-1367.514,-1073.201,-469.214,-464.286,-427.0,-457.856
4589,-859.4075,-734.432,-703.6025,-708.567,-665.9,-663.897,-683.001,-682.536,-619.609,-677.428,-702.058,-664.711,-1286.356,-1407.7575,-1420.283,-1299.3,-1338.967,-1408.801,-1368.436,-1074.109,-469.3,-464.396,-427.108,-457.924
4590,-859.5875,-734.613,-703.8225,-708.68,-666.166,-664.217,-683.249,-682.874,-619.937,-677.692,-702.325,-664.926,-1286.629,-1408.1675,-1420.56,-1299.586,-1339.787,-1409.549,-1369.274,-1074.937,-469.398,-464.484,-427.236,-458.056
4591,-859.835,-734.836,-704.0575,-709.008,-666.494,-664.478,-683.502,-683.174,-620.222,-677.9,-702.436,-665.158,-1286.998,-1408.6225,-1421.084,-1300.114,-1340.088,-1410.302,-1370.074,-1075.722,-469.532,-464.558,-427.32,-458.1
4592,-859.985,-734.994,-704.195,-709.196,-666.76,-664.736,-683.624,-683.396,-620.513,-678.106,-702.629,-665.423,-1287.272,-1408.885,-1421.324,-1300.46,-1340.616,-1410.024,-1370.796,-1076.513,-469.634,-464.652,-427.428,-458.216
4593,-860.1525,-735.146,-704.2225,-709.285,-666.998,-664.952,-683.735,-683.544,-620.733,-678.354,-702.878,-665.696,-1287.548,-1409.0175,-1421.497,-1300.718,-1341.102,-1410.635,-1371.444,-1077.233,-469.696,-464.8,-427.508,-458.284
4594,-860.35,-735.328,-704.36,-709.503,-667.32,-665.304,-684.017,-683.92,-621.051,-678.528,-702.97,-665.894,-1287.854,-1409.28,-1421.879,-1301.24,-1341.954,-1411.417,-1372.32,-1078.051,-469.78,-464.93,-427.58,-458.448
4595,-860.52,-735.464,-704.495,-709.69,-667.616,-665.593,-684.279,-684.178,-621.26,-678.61,-703.056,-665.769,-1288.142,-1409.535,-1422.102,-1301.676,-1342.513,-1412.179,-1373.078,-1078.76,-469.874,-465.062,-427.628,-458.572
4596,-860.7275,-735.631,-704.6175,-709.897,-667.44,-665.778,-684.439,-684.298,-621.41,-678.558,-703.139,-665.83,-1288.443,-1409.8025,-1422.409,-1301.58,-1342.508,-1412.839,-1373.698,-1079.41,-469.968,-465.166,-427.732,-458.744
4597,-860.965,-735.815,-704.815,-710.129,-667.782,-666.086,-684.767,-684.68,-621.756,-678.89,-703.456,-666.158,-1288.795,-1410.195,-1422.853,-1302.182,-1343.086,-1413.667,-1374.58,-1080.256,-470.068,-465.276,-427.812,-458.828
4598,-861.175,-736.018,-704.96,-710.155,-668.036,-666.329,-685.019,-684.966,-622.053,-679.11,-703.656,-666.421,-1289.134,-1410.53,-1423.091,-1302.396,-1343.369,-1414.419,-1375.366,-1081.053,-470.21,-465.366,-427.848,-458.952
4599,-861.3975,-736.235,-705.2025,-710.491,-668.382,-666.694,-685.333,-685.304,-622.19,-679.372,-703.824,-666.569,-1289.475,-1411.0075,-1423.591,-1303.002,-1344.234,-1415.233,-1376.204,-1081.69,-470.33,-465.456,-427.928,-459.108
4600,-861.575,-736.386,-705.435,-710.587,-668.606,-666.916,-685.49,-685.34,-622.001,-679.39,-703.941,-666.632,-1289.738,-1411.355,-1423.851,-1303.126,-1344.496,-1415.89,-1376.74,-1082.001,-470.466,-465.55,-427.968,-459.272
4601,-861.79,-736.603,-705.6775,-710.807,-668.944,-667.216,-685.772,-685.648,-622.16,-679.63,-704.217,-666.769,-1290.099,-1411.7325,-1424.283,-1303.724,-1345.066,-1416.672,-1377.548,-1082.66,-470.578,-465.65,-428.044,-459.452
4602,-861.9525,-736.743,-705.81,-710.995,-669.272,-667.511,-686.073,-686.0,-622.51,-679.922,-704.497,-667.066,-1290.349,-1411.98,-1424.555,-1304.312,-1345.631,-1417.473,-1378.4,-1083.51,-470.698,-465.73,-428.144,-459.552
4603,-862.1075,-736.856,-705.9,-710.985,-669.124,-667.674,-686.294,-686.31,-622.837,-680.29,-704.821,-667.445,-1290.568,-1412.15,-1424.661,-1304.304,-1345.604,-1418.194,-1379.21,-1084.337,-470.812,-465.836,-428.204,-459.74
4604,-862.2875,-737.024,-706.095,-711.181,-669.408,-667.987,-686.52,-686.59,-623.13,-680.578,-705.125,-667.734,-1290.842,-1412.435,-1425.005,-1304.728,-1346.417,-1418.92,-1379.99,-1085.13,-470.978,-465.912,-428.22,-459.864
4605,-862.505,-737.196,-706.3675,-711.515,-669.804,-668.327,-686.837,-686.934,-623.46,-680.94,-705.477,-668.09,-1291.158,-1412.8525,-1425.599,-1305.564,-1347.257,-1419.737,-1380.834,-1085.96,-471.1,-466.002,-428.296,-459.964
4606,-862.7,-737.373,-706.51,-711.525,-668.724,-668.492,-686.968,-687.168,-623.561,-681.152,-705.694,-668.377,-1291.439,-1413.13,-1425.757,-1304.504,-1347.232,-1419.468,-1381.568,-1086.561,-471.218,-466.076,-428.412,-460.12
4607,-862.8725,-737.525,-706.605,-711.734,-669.054,-668.809,-687.175,-686.538,-623.707,-681.032,-704.531,-667.7,-1291.705,-1413.415,-1426.114,-1305.034,-1347.819,-1419.275,-1377.238,-1087.207,-471.292,-466.198,-428.52,-460.204
4608,-863.1,-737.714,-706.74,-711.939,-669.328,-669.014,-687.406,-686.814,-624.052,-681.386,-704.887,-668.063,-1292.012,-1413.72,-1426.467,-1305.388,-1347.834,-1420.006,-1378.014,-1088.052,-471.41,-466.302,-428.576,-460.36
4609,-863.28,-737.869,-706.8025,-712.029,-669.6,-669.297,-687.649,-687.066,-624.343,-681.63,-705.155,-668.329,-1292.287,-1413.9575,-1426.609,-1305.74,-1348.387,-1420.749,-1378.766,-1088.843,-471.51,-466.418,-428.644,-460.452
4610,-863.4875,-738.001,-706.8325,-712.021,-669.422,-669.53,-687.91,-687.42,-624.663,-681.968,-705.496,-668.679,-1292.533,-1414.1475,-1426.717,-1305.702,-1348.66,-1421.51,-1379.62,-1089.663,-471.612,-466.516,-428.744,-460.496
4611,-863.7325,-738.186,-707.0325,-712.153,-669.31,-669.762,-688.068,-687.596,-624.879,-682.064,-705.65,-668.815,-1292.868,-1414.5475,-1427.061,-1305.85,-1349.162,-1422.168,-1380.296,-1090.379,-471.692,-466.658,-428.8,-460.532
4612,-863.93,-738.344,-707.095,-712.127,-669.556,-669.917,-688.271,-687.766,-625.1,-682.278,-705.934,-669.057,-1293.152,-1414.735,-1427.071,-1306.116,-1348.897,-1422.871,-1380.966,-1091.1,-471.816,-466.742,-428.884,-460.576
4613,-864.11,-738.541,-707.2625,-712.437,-669.934,-670.193,-688.481,-688.076,-625.372,-682.474,-706.17,-669.257,-1293.443,-1415.0875,-1427.545,-1306.874,-1349.213,-1422.681,-1381.776,-1091.872,-471.942,-466.854,-428.908,-460.724
4614,-864.3,-738.728,-707.4925,-712.764,-670.308,-670.465,-688.724,-688.41,-625.669,-682.766,-706.457,-669.617,-1293.724,-1415.5275,-1428.1,-1307.628,-1349.755,-1423.424,-1382.61,-1092.669,-472.046,-466.964,-428.98,-460.88
4615,-864.4925,-738.894,-707.71,-713.06,-670.632,-670.715,-688.948,-688.714,-625.938,-682.942,-706.436,-669.754,-1293.982,-1415.83,-1428.608,-1308.212,-1350.275,-1424.148,-1383.414,-1093.438,-472.154,-467.094,-429.004,-461.044
4616,-864.6725,-739.053,-707.905,-713.141,-670.9,-670.916,-689.104,-688.006,-626.014,-683.094,-706.617,-670.025,-1294.269,-1416.165,-1428.725,-1308.56,-1350.516,-1423.904,-1379.006,-1094.014,-472.256,-467.194,-429.1,-461.224
4617,-864.8275,-739.19,-707.9975,-713.218,-670.728,-671.082,-689.303,-688.294,-626.315,-683.418,-706.816,-670.276,-1294.5,-1416.3925,-1428.87,-1308.528,-1350.492,-1424.603,-1379.794,-1094.815,-472.346,-467.324,-429.16,-461.324
4618,-865.0225,-739.358,-708.2425,-713.424,-671.004,-671.352,-689.577,-688.602,-626.657,-683.754,-707.128,-670.563,-1294.774,-1416.7775,-1429.24,-1308.884,-1351.032,-1425.377,-1380.602,-1095.657,-472.444,-467.404,-429.304,-461.4
4619,-865.2075,-739.508,-708.35,-713.539,-670.854,-671.498,-689.717,-688.86,-626.944,-683.932,-707.34,-670.685,-1295.074,-1417.05,-1429.535,-1308.874,-1350.758,-1425.117,-1381.36,-1096.444,-472.574,-467.462,-429.428,-461.38
4620,-865.4025,-739.683,-708.5425,-713.773,-671.178,-671.868,-690.045,-689.23,-627.263,-684.136,-707.559,-670.925,-1295.349,-1417.4275,-1430.013,-1309.398,-1351.628,-1425.945,-1382.23,-1097.263,-472.688,-467.558,-429.508,-461.44
4621,-865.605,-739.87,-708.6775,-713.812,-671.414,-672.089,-690.255,-689.528,-627.564,-684.386,-707.806,-671.108,-1295.66,-1417.7325,-1430.264,-1309.534,-1351.889,-1426.655,-1383.028,-1098.064,-472.796,-467.68,-429.548,-461.508
4622,-865.77,-740.041,-708.8225,-714.011,-671.776,-672.427,-690.516,-689.844,-627.878,-684.596,-708.074,-671.398,-1295.963,-1418.0175,-1430.627,-1310.276,-1352.727,-1427.416,-1383.844,-1098.878,-472.912,-467.772,-429.632,-461.624
4623,-865.895,-740.146,-708.9525,-714.314,-672.102,-672.656,-690.7,-690.07,-628.121,-684.778,-708.09,-671.428,-1296.168,-1418.2575,-1431.11,-1310.802,-1352.996,-1428.1,-1384.57,-1099.621,-473.032,-467.868,-429.7,-461.772
4624,-866.0875,-740.343,-709.1425,-714.44,-672.44,-672.976,-690.886,-690.35,-628.444,-684.982,-708.261,-671.66,-1296.459,-1418.6275,-1431.496,-1311.34,-1353.586,-1427.886,-1385.35,-1100.444,-473.106,-467.994,-429.8,-461.904
4625,-866.3075,-740.525,-709.3475,-714.639,-672.712,-673.3,-691.146,-690.664,-628.787,-685.264,-708.5,-671.935,-1296.765,-1418.9925,-1431.843,-1311.692,-1354.41,-1428.646,-1386.164,-1101.287,-473.21,-468.098,-429.884,-461.98
4626,-866.4875,-740.659,-709.575,-714.853,-673.036,-673.59,-691.414,-690.914,-629.068,-685.59,-708.713,-672.186,-1296.967,-1419.375,-1432.269,-1312.216,-1354.97,-1429.414,-1386.914,-1102.068,-473.342,-468.162,-429.992,-462.12
4627,-866.695,-740.859,-709.7525,-715.141,-673.308,-673.918,-691.681,-691.118,-629.356,-685.826,-708.935,-672.346,-1297.307,-1419.7075,-1432.673,-1312.568,-1355.798,-1430.181,-1387.618,-1102.856,-473.436,-468.278,-430.072,-462.148
4628,-866.8825,-741.054,-710.055,-715.475,-673.716,-674.303,-691.969,-691.466,-629.717,-686.184,-709.313,-672.661,-1297.592,-1420.215,-1433.283,-1313.416,-1356.683,-1430.969,-1388.466,-1103.717,-473.536,-468.38,-430.168,-462.248
4629,-867.0825,-741.234,-710.245,-715.785,-674.012,-674.622,-692.26,-691.82,-630.07,-686.516,-709.654,-673.015,-1297.882,-1420.535,-1433.773,-1313.852,-1357.502,-1431.76,-1389.32,-1104.57,-473.63,-468.484,-430.272,-462.412
4630,-867.295,-741.412,-710.405,-715.702,-673.834,-674.916,-692.557,-692.152,-630.431,-686.84,-710.005,-673.356,-1298.206,-1420.865,-1433.822,-1313.694,-1358.066,-1432.557,-1390.152,-1105.431,-473.694,-468.59,-430.432,-462.52
4631,-867.4925,-741.55,-710.4475,-715.776,-674.038,-675.031,-692.567,-691.304,-630.33,-686.442,-709.695,-673.18,-1298.48,-1421.0425,-1433.932,-1313.798,-1357.761,-1431.267,-1385.604,-1105.83,-473.786,-468.702,-430.524,-462.588
4632,-867.7275,-741.737,-710.6475,-716.001,-673.932,-675.279,-692.763,-691.488,-630.579,-686.642,-709.924,-673.428,-1298.831,-1421.4425,-1434.353,-1313.952,-1358.049,-1431.963,-1386.288,-1106.579,-473.882,-468.778,-430.68,-462.672
4633,-867.9125,-741.884,-710.77,-715.988,-674.194,-675.503,-692.909,-691.776,-630.882,-686.814,-710.128,-673.713,-1299.132,-1421.66,-1434.36,-1314.294,-1358.313,-1431.709,-1387.076,-1107.382,-473.972,-468.89,-430.776,-462.788
4634,-868.09,-742.032,-711.0025,-716.188,-674.496,-675.743,-693.065,-692.006,-631.142,-686.998,-710.343,-673.965,-1299.386,-1422.0575,-1434.724,-1314.796,-1358.593,-1431.465,-1387.806,-1108.142,-474.08,-468.988,-430.864,-462.912
4635,-868.3075,-742.18,-710.8925,-716.188,-674.688,-675.857,-693.043,-692.136,-631.188,-687.136,-710.592,-674.254,-1299.68,-1422.1775,-1434.76,-1314.828,-1358.287,-1430.143,-1388.436,-1108.688,-474.156,-469.102,-430.984,-462.956
4636,-868.4325,-742.345,-711.0925,-716.383,-674.922,-676.065,-693.29,-692.412,-631.343,-687.402,-710.628,-674.397,-1299.925,-1422.5275,-1435.087,-1314.962,-1358.535,-1430.89,-1389.212,-1109.343,-474.27,-469.188,-431.084,-463.008
4637,-868.6075,-742.483,-711.14,-716.297,-675.222,-676.359,-693.497,-692.72,-631.497,-687.28,-710.711,-674.409,-1300.199,-1422.72,-1435.213,-1315.462,-1359.099,-1430.697,-1390.02,-1109.997,-474.352,-469.28,-431.236,-463.068
4638,-868.7675,-742.641,-711.2825,-716.327,-675.072,-676.612,-693.668,-692.95,-631.574,-687.464,-710.87,-674.644,-1300.443,-1422.9975,-1435.471,-1315.452,-1359.392,-1430.468,-1390.75,-1110.574,-474.468,-469.346,-431.372,-463.128
4639,-868.93,-742.752,-711.3575,-716.525,-674.924,-676.823,-693.852,-693.192,-631.797,-687.702,-711.105,-674.904,-1300.666,-1423.2225,-1435.737,-1315.444,-1359.643,-1431.152,-1391.492,-1111.297,-474.572,-469.452,-431.452,-463.212
4640,-869.1325,-742.942,-711.575,-716.748,-675.256,-677.177,-694.192,-693.574,-632.153,-688.012,-711.414,-675.241,-1300.996,-1423.675,-1436.14,-1315.976,-1360.497,-1431.992,-1392.374,-1112.153,-474.688,-469.534,-431.556,-463.224
4641,-869.32,-743.103,-711.7275,-716.834,-675.142,-677.377,-694.351,-693.822,-632.417,-688.182,-711.566,-675.505,-1301.249,-1423.9325,-1436.342,-1316.182,-1360.507,-1431.751,-1393.122,-1112.917,-474.794,-469.628,-431.656,-463.38
4642,-869.4625,-743.222,-711.8975,-717.131,-675.496,-677.702,-694.659,-694.072,-632.622,-688.214,-711.666,-675.504,-1301.486,-1424.1925,-1436.803,-1316.856,-1361.332,-1432.559,-1393.872,-1113.622,-474.874,-469.76,-431.732,-463.432
4643,-869.6575,-743.398,-712.0375,-717.258,-675.824,-678.049,-694.931,-694.416,-632.952,-688.518,-711.877,-675.732,-1301.794,-1424.5625,-1437.142,-1317.384,-1362.179,-1433.331,-1394.716,-1114.452,-475.012,-469.84,-431.796,-463.532
4644,-869.825,-743.528,-712.2275,-717.471,-675.654,-678.171,-695.172,-694.754,-633.285,-688.852,-712.236,-676.039,-1302.034,-1424.9325,-1437.503,-1317.294,-1361.651,-1434.072,-1395.554,-1115.285,-475.142,-469.92,-431.876,-463.768
4645,-870.0075,-743.728,-712.4375,-717.585,-675.992,-678.474,-695.466,-695.082,-633.613,-689.148,-712.475,-676.153,-1302.314,-1425.3125,-1437.765,-1317.892,-1362.224,-1434.866,-1396.382,-1116.113,-475.232,-470.026,-431.984,-463.844
4646,-870.2375,-743.919,-712.6125,-717.806,-676.338,-678.709,-695.724,-695.388,-633.865,-689.346,-712.661,-676.365,-1302.687,-1425.6375,-1438.182,-1318.498,-1362.269,-1435.624,-1397.188,-1116.865,-475.346,-470.106,-432.096,-463.992
4647,-870.415,-744.068,-712.6825,-717.901,-676.526,-678.991,-695.932,-695.618,-633.968,-689.47,-712.782,-676.447,-1302.944,-1425.8975,-1438.377,-1318.526,-1363.051,-1436.332,-1397.918,-1117.468,-475.446,-470.232,-432.144,-464.156
4648,-870.625,-744.21,-712.805,-717.905,-676.388,-679.289,-696.165,-695.868,-634.215,-689.708,-713.037,-676.725,-1303.22,-1426.215,-1438.545,-1318.588,-1363.619,-1437.065,-1398.668,-1118.215,-475.578,-470.328,-432.188,-464.2
4649,-870.7975,-744.369,-713.015,-718.035,-676.742,-679.66,-696.474,-696.214,-634.516,-690.016,-713.319,-676.869,-1303.517,-1426.595,-1438.919,-1319.202,-1364.49,-1437.874,-1399.514,-1119.016,-475.672,-470.408,-432.34,-464.276
4650,-870.965,-744.471,-713.0175,-718.278,-677.008,-679.951,-696.698,-696.464,-634.802,-690.266,-713.442,-677.028,-1303.713,-1426.7025,-1439.054,-1319.608,-1365.281,-1438.598,-1400.264,-1119.802,-475.756,-470.506,-432.476,-464.36
4651,-871.125,-744.596,-713.02,-718.271,-677.248,-680.157,-696.838,-696.692,-635.056,-690.47,-713.668,-677.299,-1303.988,-1426.81,-1439.163,-1319.868,-1365.527,-1439.238,-1400.992,-1120.556,-475.884,-470.57,-432.592,-464.46
4652,-871.2975,-744.767,-713.29,-718.592,-677.62,-680.524,-697.126,-697.008,-635.365,-690.746,-713.935,-677.524,-1304.291,-1427.22,-1439.696,-1320.56,-1366.394,-1440.026,-1401.808,-1121.365,-475.972,-470.686,-432.684,-464.624
4653,-871.48,-744.956,-713.4575,-718.41,-677.896,-680.752,-697.332,-697.24,-635.611,-690.936,-714.16,-677.797,-1304.598,-1427.5725,-1439.694,-1320.916,-1366.662,-1440.732,-1402.54,-1122.111,-476.066,-470.77,-432.828,-464.78
4654,-871.605,-745.023,-713.4775,-718.385,-678.14,-680.997,-697.485,-697.512,-635.881,-691.108,-714.388,-677.9,-1304.779,-1427.6325,-1439.785,-1321.18,-1367.177,-1440.485,-1403.312,-1122.881,-476.174,-470.868,-432.916,-464.832
4655,-871.8,-745.156,-713.605,-718.577,-678.44,-681.286,-697.71,-697.734,-636.142,-691.32,-714.605,-678.153,-1305.008,-1427.815,-1440.109,-1321.68,-1367.966,-1441.21,-1404.034,-1123.642,-476.256,-470.976,-433.036,-464.876
4656,-871.9725,-745.313,-713.775,-718.79,-678.748,-681.636,-697.983,-698.084,-636.451,-691.586,-714.853,-678.432,-1305.289,-1428.125,-1440.47,-1322.128,-1368.816,-1441.983,-1404.884,-1124.451,-476.352,-471.082,-433.132,-464.976
4657,-872.1675,-745.477,-713.89,-718.893,-678.564,-681.907,-698.225,-698.322,-636.727,-691.776,-715.12,-678.747,-1305.581,-1428.42,-1440.737,-1322.024,-1369.357,-1442.725,-1405.622,-1125.227,-476.476,-471.168,-433.212,-465.052
4658,-872.3825,-745.669,-714.05,-718.915,-678.41,-682.146,-698.451,-698.558,-636.986,-692.01,-715.367,-678.938,-1305.927,-1428.8,-1440.923,-1322.01,-1369.636,-1443.451,-1406.358,-1125.986,-476.558,-471.3,-433.284,-465.192
4659,-872.5775,-745.841,-714.255,-719.126,-678.728,-682.468,-698.726,-698.848,-637.29,-692.276,-715.639,-679.227,-1306.243,-1429.165,-1441.266,-1322.528,-1370.458,-1444.226,-1407.148,-1126.79,-476.618,-471.408,-433.448,-465.236
4660,-872.8,-745.999,-714.355,-719.048,-678.976,-682.674,-698.928,-699.132,-637.576,-692.532,-715.832,-679.353,-1306.567,-1429.415,-1441.352,-1322.736,-1370.474,-1444.928,-1407.932,-1127.576,-476.686,-471.532,-433.564,-465.36
4661,-872.945,-746.161,-714.5375,-719.082,-679.248,-682.95,-699.181,-699.416,-637.732,-692.848,-716.127,-679.684,-1306.783,-1429.7625,-1441.646,-1323.028,-1371.02,-1445.681,-1408.716,-1128.232,-476.844,-471.594,-433.624,-465.468
4662,-873.1425,-746.288,-714.505,-719.167,-679.402,-683.078,-699.191,-699.514,-637.797,-692.914,-716.118,-679.734,-1307.064,-1429.915,-1441.783,-1322.902,-1370.728,-1444.391,-1409.314,-1128.797,-476.946,-471.696,-433.716,-465.624
4663,-873.315,-746.43,-714.5875,-719.383,-679.706,-683.368,-699.445,-699.838,-638.147,-693.214,-716.403,-680.065,-1307.35,-1430.2125,-1442.147,-1323.346,-1371.288,-1445.145,-1410.138,-1129.647,-477.046,-471.796,-433.816,-465.756
4664,-873.5225,-746.61,-714.7825,-719.403,-680.01,-683.647,-699.734,-700.13,-638.243,-692.97,-714.908,-678.341,-1307.66,-1430.5975,-1442.331,-1323.79,-1371.607,-1445.934,-1410.93,-1130.243,-477.168,-471.868,-433.928,-465.824
4665,-873.72,-746.795,-714.9575,-719.4,-680.294,-683.863,-699.908,-700.166,-638.21,-693.018,-714.814,-678.424,-1307.955,-1430.9225,-1442.476,-1324.214,-1371.863,-1446.608,-1411.466,-1130.71,-477.28,-471.97,-434.0,-465.924
