global_draw,segment,chosen_strategy,cumulative_profit,bankroll
38826,4,parity_fixed_odd_t12_mg5,-75.0,425.0
38827,4,parity_fixed_odd_t12_mg5,-75.0,425.0
38828,4,parity_fixed_odd_t12_mg5,-75.0,425.0
38829,4,parity_fixed_odd_t12_mg5,-75.0,425.0
38830,4,parity_fixed_odd_t12_mg5,-75.0,425.0
38831,4,parity_fixed_odd_t12_mg5,-75.0,425.0
38832,4,parity_fixed_odd_t12_mg5,-75.0,425.0
38833,4,parity_fixed_odd_t12_mg5,-75.0,425.0
38834,4,parity_fixed_odd_t12_mg5,-75.0,425.0
38835,4,parity_fixed_odd_t12_mg5,-75.0,425.0
38836,4,parity_fixed_odd_t12_mg5,-75.0,425.0
38837,4,parity_fixed_odd_t12_mg5,-75.0,425.0
38838,4,parity_fixed_odd_t12_mg5,-75.0,425.0
38839,4,parity_fixed_odd_t12_mg5,-75.0,425.0
38840,4,parity_fixed_odd_t12_mg5,-75.0,425.0
38841,4,parity_fixed_odd_t12_mg5,-75.0,425.0
38842,4,parity_fixed_odd_t12_mg5,-75.0,425.0
38843,4,parity_fixed_odd_t12_mg5,-75.0,425.0
38844,4,parity_fixed_odd_t12_mg5,-75.0,425.0
38845,4,parity_fixed_odd_t12_mg5,-75.0,425.0
38846,4,parity_fixed_odd_t12_mg5,-75.0,425.0
38847,4,parity_fixed_odd_t12_mg5,-75.0,425.0
38848,4,parity_fixed_odd_t12_mg5,-75.0,425.0
38849,4,parity_fixed_odd_t12_mg5,-75.0,425.0
38850,4,parity_fixed_odd_t12_mg5,-75.0,425.0
38851,4,parity_fixed_odd_t12_mg5,-75.0,425.0
38852,4,parity_fixed_odd_t12_mg5,-75.0,425.0
38853,4,parity_fixed_odd_t12_mg5,-75.0,425.0
38854,4,parity_fixed_odd_t12_mg5,-75.0,425.0
38855,4,parity_fixed_odd_t12_mg5,-75.0,425.0
38856,4,parity_fixed_odd_t12_mg5,-75.0,425.0
38857,4,parity_fixed_odd_t12_mg5,-75.0,425.0
38858,4,parity_fixed_odd_t12_mg5,-75.0,425.0
38859,4,parity_fixed_odd_t12_mg5,-75.0,425.0
38860,4,parity_fixed_odd_t12_mg5,-75.0,425.0
38861,4,parity_fixed_odd_t12_mg5,-75.0,425.0
38862,4,parity_fixed_odd_t12_mg5,-75.0,425.0
38863,4,parity_fixed_odd_t12_mg5,-75.0,425.0
38864,4,parity_fixed_odd_t12_mg5,-75.0,425.0
38865,4,parity_fixed_odd_t12_mg5,-75.0,425.0
38866,4,parity_fixed_odd_t12_mg5,-75.0,425.0
38867,4,parity_fixed_odd_t12_mg5,-75.0,425.0
38868,4,parity_fixed_odd_t12_mg5,-75.0,425.0
38869,4,parity_fixed_odd_t12_mg5,-75.0,425.0
38870,4,parity_fixed_odd_t12_mg5,-75.0,425.0
38871,4,parity_fixed_odd_t12_mg5,-75.0,425.0
38872,4,parity_fixed_odd_t12_mg5,-75.0,425.0
38873,4,parity_fixed_odd_t12_mg5,-75.0,425.0
38874,4,parity_fixed_odd_t12_mg5,-75.0,425.0
38875,4,parity_fixed_odd_t12_mg5,-75.0,425.0
38876,4,parity_fixed_odd_t12_mg5,-75.0,425.0
38877,4,parity_fixed_odd_t12_mg5,-75.0,425.0
38878,4,parity_fixed_odd_t12_mg5,-75.0,425.0
38879,4,parity_fixed_odd_t12_mg5,-75.0,425.0
38880,4,parity_fixed_odd_t12_mg5,-75.0,425.0
38881,4,parity_fixed_odd_t12_mg5,-75.0,425.0
38882,4,parity_fixed_odd_t12_mg5,-75.0,425.0
38883,4,parity_fixed_odd_t12_mg5,-75.0,425.0
38884,4,parity_fixed_odd_t12_mg5,-75.0,425.0
38885,4,parity_fixed_odd_t12_mg5,-75.0,425.0
38886,4,parity_fixed_odd_t12_mg5,-75.0,425.0
38887,4,parity_fixed_odd_t12_mg5,-75.0,425.0
38888,4,parity_fixed_odd_t12_mg5,-75.0,425.0
38889,4,parity_fixed_odd_t12_mg5,-75.0,425.0
38890,4,parity_fixed_odd_t12_mg5,-75.0,425.0
38891,4,parity_fixed_odd_t12_mg5,-75.0,425.0
38892,4,parity_fixed_odd_t12_mg5,-75.0,425.0
38893,4,parity_fixed_odd_t12_mg5,-75.0,425.0
38894,4,parity_fixed_odd_t12_mg5,-75.0,425.0
38895,4,parity_fixed_odd_t12_mg5,-75.0,425.0
38896,4,parity_fixed_odd_t12_mg5,-75.0,425.0
38897,4,parity_fixed_odd_t12_mg5,-75.0,425.0
38898,4,parity_fixed_odd_t12_mg5,-75.0,425.0
38899,4,parity_fixed_odd_t12_mg5,-75.0,425.0
38900,4,parity_fixed_odd_t12_mg5,-75.0,425.0
38901,4,parity_fixed_odd_t12_mg5,-75.0,425.0
38902,4,parity_fixed_odd_t12_mg5,-75.0,425.0
38903,4,parity_fixed_odd_t12_mg5,-75.0,425.0
38904,4,parity_fixed_odd_t12_mg5,-75.0,425.0
38905,4,parity_fixed_odd_t12_mg5,-75.0,425.0
38906,4,parity_fixed_odd_t12_mg5,-75.0,425.0
38907,4,parity_fixed_odd_t12_mg5,-75.0,425.0
38908,4,parity_fixed_odd_t12_mg5,-75.0,425.0
38909,4,parity_fixed_odd_t12_mg5,-75.0,425.0
38910,4,parity_fixed_odd_t12_mg5,-75.0,425.0
38911,4,parity_fixed_odd_t12_mg5,-75.0,425.0
38912,4,parity_fixed_odd_t12_mg5,-75.0,425.0
38913,4,parity_fixed_odd_t12_mg5,-75.0,425.0
38914,4,parity_fixed_odd_t12_mg5,-75.0,425.0
38915,4,parity_fixed_odd_t12_mg5,-75.0,425.0
38916,4,parity_fixed_odd_t12_mg5,-75.0,425.0
38917,4,parity_fixed_odd_t12_mg5,-75.0,425.0
38918,4,parity_fixed_odd_t12_mg5,-75.0,425.0
38919,4,parity_fixed_odd_t12_mg5,-75.0,425.0
38920,4,parity_fixed_odd_t12_mg5,-75.0,425.0
38921,4,parity_fixed_odd_t12_mg5,-75.0,425.0
38922,4,parity_fixed_odd_t12_mg5,-75.0,425.0
38923,4,parity_fixed_odd_t12_mg5,-75.0,425.0
38924,4,parity_fixed_odd_t12_mg5,-75.0,425.0
38925,4,parity_fixed_odd_t12_mg5,-75.0,425.0
38926,4,parity_fixed_odd_t12_mg5,-75.0,425.0
38927,4,parity_fixed_odd_t12_mg5,-75.0,425.0
38928,4,parity_fixed_odd_t12_mg5,-75.0,425.0
38929,4,parity_fixed_odd_t12_mg5,-75.0,425.0
38930,4,parity_fixed_odd_t12_mg5,-75.0,425.0
38931,4,parity_fixed_odd_t12_mg5,-75.0,425.0
38932,4,parity_fixed_odd_t12_mg5,-75.0,425.0
38933,4,parity_fixed_odd_t12_mg5,-75.0,425.0
38934,4,parity_fixed_odd_t12_mg5,-75.0,425.0
38935,4,parity_fixed_odd_t12_mg5,-75.0,425.0
38936,4,parity_fixed_odd_t12_mg5,-75.0,425.0
38937,4,parity_fixed_odd_t12_mg5,-75.0,425.0
38938,4,parity_fixed_odd_t12_mg5,-75.0,425.0
38939,4,parity_fixed_odd_t12_mg5,-75.0,425.0
38940,4,parity_fixed_odd_t12_mg5,-75.0,425.0
38941,4,parity_fixed_odd_t12_mg5,-75.0,425.0
38942,4,parity_fixed_odd_t12_mg5,-75.0,425.0
38943,4,parity_fixed_odd_t12_mg5,-75.0,425.0
38944,4,parity_fixed_odd_t12_mg5,-75.0,425.0
38945,4,parity_fixed_odd_t12_mg5,-75.0,425.0
38946,4,parity_fixed_odd_t12_mg5,-75.0,425.0
38947,4,parity_fixed_odd_t12_mg5,-75.0,425.0
38948,4,parity_fixed_odd_t12_mg5,-75.0,425.0
38949,4,parity_fixed_odd_t12_mg5,-75.0,425.0
38950,4,parity_fixed_odd_t12_mg5,-75.0,425.0
38951,4,parity_fixed_odd_t12_mg5,-75.0,425.0
38952,4,parity_fixed_odd_t12_mg5,-75.0,425.0
38953,4,parity_fixed_odd_t12_mg5,-75.0,425.0
38954,4,parity_fixed_odd_t12_mg5,-75.0,425.0
38955,4,parity_fixed_odd_t12_mg5,-75.0,425.0
38956,4,parity_fixed_odd_t12_mg5,-75.0,425.0
38957,4,parity_fixed_odd_t12_mg5,-75.0,425.0
38958,4,parity_fixed_odd_t12_mg5,-75.0,425.0
38959,4,parity_fixed_odd_t12_mg5,-75.0,425.0
38960,4,parity_fixed_odd_t12_mg5,-75.0,425.0
38961,4,parity_fixed_odd_t12_mg5,-75.0,425.0
38962,4,parity_fixed_odd_t12_mg5,-75.0,425.0
38963,4,parity_fixed_odd_t12_mg5,-75.0,425.0
38964,4,parity_fixed_odd_t12_mg5,-75.0,425.0
38965,4,parity_fixed_odd_t12_mg5,-75.0,425.0
38966,4,parity_fixed_odd_t12_mg5,-75.0,425.0
38967,4,parity_fixed_odd_t12_mg5,-75.0,425.0
38968,4,parity_fixed_odd_t12_mg5,-75.0,425.0
38969,4,parity_fixed_odd_t12_mg5,-75.0,425.0
38970,4,parity_fixed_odd_t12_mg5,-75.0,425.0
38971,4,parity_fixed_odd_t12_mg5,-75.0,425.0
38972,4,parity_fixed_odd_t12_mg5,-75.0,425.0
38973,4,parity_fixed_odd_t12_mg5,-75.0,425.0
38974,4,parity_fixed_odd_t12_mg5,-75.0,425.0
38975,4,parity_fixed_odd_t12_mg5,-75.0,425.0
38976,4,parity_fixed_odd_t12_mg5,-75.0,425.0
38977,4,parity_fixed_odd_t12_mg5,-75.0,425.0
38978,4,parity_fixed_odd_t12_mg5,-75.0,425.0
38979,4,parity_fixed_odd_t12_mg5,-75.0,425.0
38980,4,parity_fixed_odd_t12_mg5,-75.0,425.0
38981,4,parity_fixed_odd_t12_mg5,-75.0,425.0
38982,4,parity_fixed_odd_t12_mg5,-75.0,425.0
38983,4,parity_fixed_odd_t12_mg5,-75.0,425.0
38984,4,parity_fixed_odd_t12_mg5,-75.0,425.0
38985,4,parity_fixed_odd_t12_mg5,-75.0,425.0
38986,4,parity_fixed_odd_t12_mg5,-75.0,425.0
38987,4,parity_fixed_odd_t12_mg5,-75.0,425.0
38988,4,parity_fixed_odd_t12_mg5,-75.0,425.0
38989,4,parity_fixed_odd_t12_mg5,-75.0,425.0
38990,4,parity_fixed_odd_t12_mg5,-75.0,425.0
38991,4,parity_fixed_odd_t12_mg5,-75.0,425.0
38992,4,parity_fixed_odd_t12_mg5,-75.0,425.0
38993,4,parity_fixed_odd_t12_mg5,-75.0,425.0
38994,4,parity_fixed_odd_t12_mg5,-75.0,425.0
38995,4,parity_fixed_odd_t12_mg5,-75.0,425.0
38996,4,parity_fixed_odd_t12_mg5,-75.0,425.0
38997,4,parity_fixed_odd_t12_mg5,-75.0,425.0
38998,4,parity_fixed_odd_t12_mg5,-75.0,425.0
38999,4,parity_fixed_odd_t12_mg5,-75.0,425.0
39000,4,parity_fixed_odd_t12_mg5,-75.0,425.0
39001,4,parity_fixed_odd_t12_mg5,-75.0,425.0
39002,4,parity_fixed_odd_t12_mg5,-75.0,425.0
39003,4,parity_fixed_odd_t12_mg5,-75.0,425.0
39004,4,parity_fixed_odd_t12_mg5,-75.0,425.0
39005,4,parity_fixed_odd_t12_mg5,-75.0,425.0
39006,4,parity_fixed_odd_t12_mg5,-75.0,425.0
39007,4,parity_fixed_odd_t12_mg5,-75.0,425.0
39008,4,parity_fixed_odd_t12_mg5,-75.0,425.0
39009,4,parity_fixed_odd_t12_mg5,-75.0,425.0
39010,4,parity_fixed_odd_t12_mg5,-75.0,425.0
39011,4,parity_fixed_odd_t12_mg5,-75.0,425.0
39012,4,parity_fixed_odd_t12_mg5,-75.0,425.0
39013,4,parity_fixed_odd_t12_mg5,-75.0,425.0
39014,4,parity_fixed_odd_t12_mg5,-75.0,425.0
39015,4,parity_fixed_odd_t12_mg5,-75.0,425.0
39016,4,parity_fixed_odd_t12_mg5,-75.0,425.0
39017,4,parity_fixed_odd_t12_mg5,-75.0,425.0
39018,4,parity_fixed_odd_t12_mg5,-75.0,425.0
39019,4,parity_fixed_odd_t12_mg5,-75.0,425.0
39020,4,parity_fixed_odd_t12_mg5,-75.0,425.0
39021,4,parity_fixed_odd_t12_mg5,-75.0,425.0
39022,4,parity_fixed_odd_t12_mg5,-75.0,425.0
39023,4,parity_fixed_odd_t12_mg5,-75.0,425.0
39024,4,parity_fixed_odd_t12_mg5,-75.0,425.0
39025,4,parity_fixed_odd_t12_mg5,-75.0,425.0
39026,4,parity_fixed_odd_t12_mg5,-75.0,425.0
39027,4,parity_fixed_odd_t12_mg5,-75.0,425.0
39028,4,parity_fixed_odd_t12_mg5,-75.0,425.0
39029,4,parity_fixed_odd_t12_mg5,-75.0,425.0
39030,4,parity_fixed_odd_t12_mg5,-75.0,425.0
39031,4,parity_fixed_odd_t12_mg5,-75.0,425.0
39032,4,parity_fixed_odd_t12_mg5,-75.0,425.0
39033,4,parity_fixed_odd_t12_mg5,-75.0,425.0
39034,4,parity_fixed_odd_t12_mg5,-75.0,425.0
39035,4,parity_fixed_odd_t12_mg5,-75.0,425.0
39036,4,parity_fixed_odd_t12_mg5,-75.0,425.0
39037,4,parity_fixed_odd_t12_mg5,-75.0,425.0
39038,4,parity_fixed_odd_t12_mg5,-75.0,425.0
39039,4,parity_fixed_odd_t12_mg5,-75.0,425.0
39040,4,parity_fixed_odd_t12_mg5,-75.0,425.0
39041,4,parity_fixed_odd_t12_mg5,-75.0,425.0
39042,4,parity_fixed_odd_t12_mg5,-75.0,425.0
39043,4,parity_fixed_odd_t12_mg5,-75.0,425.0
39044,4,parity_fixed_odd_t12_mg5,-75.0,425.0
39045,4,parity_fixed_odd_t12_mg5,-75.0,425.0
39046,4,parity_fixed_odd_t12_mg5,-75.0,425.0
39047,4,parity_fixed_odd_t12_mg5,-75.0,425.0
39048,4,parity_fixed_odd_t12_mg5,-75.0,425.0
39049,4,parity_fixed_odd_t12_mg5,-75.0,425.0
39050,4,parity_fixed_odd_t12_mg5,-75.0,425.0
39051,4,parity_fixed_odd_t12_mg5,-75.0,425.0
39052,4,parity_fixed_odd_t12_mg5,-75.0,425.0
39053,4,parity_fixed_odd_t12_mg5,-75.0,425.0
39054,4,parity_fixed_odd_t12_mg5,-75.0,425.0
39055,4,parity_fixed_odd_t12_mg5,-75.0,425.0
39056,4,parity_fixed_odd_t12_mg5,-75.0,425.0
39057,4,parity_fixed_odd_t12_mg5,-75.0,425.0
39058,4,parity_fixed_odd_t12_mg5,-75.0,425.0
39059,4,parity_fixed_odd_t12_mg5,-75.0,425.0
39060,4,parity_fixed_odd_t12_mg5,-75.0,425.0
39061,4,parity_fixed_odd_t12_mg5,-75.0,425.0
39062,4,parity_fixed_odd_t12_mg5,-75.0,425.0
39063,4,parity_fixed_odd_t12_mg5,-75.0,425.0
39064,4,parity_fixed_odd_t12_mg5,-75.0,425.0
39065,4,parity_fixed_odd_t12_mg5,-75.0,425.0
39066,4,parity_fixed_odd_t12_mg5,-75.0,425.0
39067,4,parity_fixed_odd_t12_mg5,-75.0,425.0
39068,4,parity_fixed_odd_t12_mg5,-75.0,425.0
39069,4,parity_fixed_odd_t12_mg5,-75.0,425.0
39070,4,parity_fixed_odd_t12_mg5,-75.0,425.0
39071,4,parity_fixed_odd_t12_mg5,-75.0,425.0
39072,4,parity_fixed_odd_t12_mg5,-75.0,425.0
39073,4,parity_fixed_odd_t12_mg5,-75.0,425.0
39074,4,parity_fixed_odd_t12_mg5,-75.0,425.0
39075,4,parity_fixed_odd_t12_mg5,-75.0,425.0
39076,4,parity_fixed_odd_t12_mg5,-75.0,425.0
39077,4,parity_fixed_odd_t12_mg5,-75.0,425.0
39078,4,parity_fixed_odd_t12_mg5,-75.0,425.0
39079,4,parity_fixed_odd_t12_mg5,-75.0,425.0
39080,4,parity_fixed_odd_t12_mg5,-75.0,425.0
39081,4,parity_fixed_odd_t12_mg5,-75.0,425.0
39082,4,parity_fixed_odd_t12_mg5,-75.0,425.0
39083,4,parity_fixed_odd_t12_mg5,-75.0,425.0
39084,4,parity_fixed_odd_t12_mg5,-75.0,425.0
39085,4,parity_fixed_odd_t12_mg5,-75.0,425.0
39086,4,parity_fixed_odd_t12_mg5,-75.0,425.0
39087,4,parity_fixed_odd_t12_mg5,-75.0,425.0
39088,4,parity_fixed_odd_t12_mg5,-75.0,425.0
39089,4,parity_fixed_odd_t12_mg5,-75.0,425.0
39090,4,parity_fixed_odd_t12_mg5,-75.0,425.0
39091,4,parity_fixed_odd_t12_mg5,-75.0,425.0
39092,4,parity_fixed_odd_t12_mg5,-75.0,425.0
39093,4,parity_fixed_odd_t12_mg5,-75.0,425.0
39094,4,parity_fixed_odd_t12_mg5,-75.0,425.0
39095,4,parity_fixed_odd_t12_mg5,-75.0,425.0
39096,4,parity_fixed_odd_t12_mg5,-75.0,425.0
39097,4,parity_fixed_odd_t12_mg5,-75.0,425.0
39098,4,parity_fixed_odd_t12_mg5,-75.0,425.0
39099,4,parity_fixed_odd_t12_mg5,-75.0,425.0
39100,4,parity_fixed_odd_t12_mg5,-75.0,425.0
39101,4,parity_fixed_odd_t12_mg5,-75.0,425.0
39102,4,parity_fixed_odd_t12_mg5,-75.0,425.0
39103,4,parity_fixed_odd_t12_mg5,-75.0,425.0
39104,4,parity_fixed_odd_t12_mg5,-75.0,425.0
39105,4,parity_fixed_odd_t12_mg5,-75.0,425.0
39106,4,parity_fixed_odd_t12_mg5,-75.0,425.0
39107,4,parity_fixed_odd_t12_mg5,-75.0,425.0
39108,4,parity_fixed_odd_t12_mg5,-75.0,425.0
39109,4,parity_fixed_odd_t12_mg5,-75.0,425.0
39110,4,parity_fixed_odd_t12_mg5,-75.0,425.0
39111,4,parity_fixed_odd_t12_mg5,-75.0,425.0
39112,4,parity_fixed_odd_t12_mg5,-75.0,425.0
39113,4,parity_fixed_odd_t12_mg5,-75.0,425.0
39114,4,parity_fixed_odd_t12_mg5,-75.0,425.0
39115,4,parity_fixed_odd_t12_mg5,-75.0,425.0
39116,4,parity_fixed_odd_t12_mg5,-75.0,425.0
39117,4,parity_fixed_odd_t12_mg5,-75.0,425.0
39118,4,parity_fixed_odd_t12_mg5,-75.0,425.0
39119,4,parity_fixed_odd_t12_mg5,-75.0,425.0
39120,4,parity_fixed_odd_t12_mg5,-75.0,425.0
39121,4,parity_fixed_odd_t12_mg5,-75.0,425.0
39122,4,parity_fixed_odd_t12_mg5,-75.0,425.0
39123,4,parity_fixed_odd_t12_mg5,-75.0,425.0
39124,4,parity_fixed_odd_t12_mg5,-75.0,425.0
39125,4,parity_fixed_odd_t12_mg5,-75.0,425.0
39126,4,parity_fixed_odd_t12_mg5,-75.0,425.0
39127,4,parity_fixed_odd_t12_mg5,-75.0,425.0
39128,4,parity_fixed_odd_t12_mg5,-75.0,425.0
39129,4,parity_fixed_odd_t12_mg5,-75.0,425.0
39130,4,parity_fixed_odd_t12_mg5,-75.0,425.0
39131,4,parity_fixed_odd_t12_mg5,-75.0,425.0
39132,4,parity_fixed_odd_t12_mg5,-75.0,425.0
39133,4,parity_fixed_odd_t12_mg5,-75.0,425.0
39134,4,parity_fixed_odd_t12_mg5,-75.0,425.0
39135,4,parity_fixed_odd_t12_mg5,-75.0,425.0
39136,4,parity_fixed_odd_t12_mg5,-75.0,425.0
39137,4,parity_fixed_odd_t12_mg5,-75.0,425.0
39138,4,parity_fixed_odd_t12_mg5,-75.0,425.0
39139,4,parity_fixed_odd_t12_mg5,-75.0,425.0
39140,4,parity_fixed_odd_t12_mg5,-75.0,425.0
39141,4,parity_fixed_odd_t12_mg5,-75.0,425.0
39142,4,parity_fixed_odd_t12_mg5,-75.0,425.0
39143,4,parity_fixed_odd_t12_mg5,-75.0,425.0
39144,4,parity_fixed_odd_t12_mg5,-75.0,425.0
39145,4,parity_fixed_odd_t12_mg5,-75.0,425.0
39146,4,parity_fixed_odd_t12_mg5,-75.0,425.0
39147,4,parity_fixed_odd_t12_mg5,-75.0,425.0
39148,4,parity_fixed_odd_t12_mg5,-75.0,425.0
39149,4,parity_fixed_odd_t12_mg5,-75.0,425.0
39150,4,parity_fixed_odd_t12_mg5,-75.0,425.0
39151,4,parity_fixed_odd_t12_mg5,-75.0,425.0
39152,4,parity_fixed_odd_t12_mg5,-75.0,425.0
39153,4,parity_fixed_odd_t12_mg5,-75.0,425.0
39154,4,parity_fixed_odd_t12_mg5,-75.0,425.0
39155,4,parity_fixed_odd_t12_mg5,-75.0,425.0
39156,4,parity_fixed_odd_t12_mg5,-75.0,425.0
39157,4,parity_fixed_odd_t12_mg5,-75.0,425.0
39158,4,parity_fixed_odd_t12_mg5,-75.0,425.0
39159,4,parity_fixed_odd_t12_mg5,-75.0,425.0
39160,4,parity_fixed_odd_t12_mg5,-75.0,425.0
39161,4,parity_fixed_odd_t12_mg5,-75.0,425.0
39162,4,parity_fixed_odd_t12_mg5,-75.0,425.0
39163,4,parity_fixed_odd_t12_mg5,-75.0,425.0
39164,4,parity_fixed_odd_t12_mg5,-75.0,425.0
39165,4,parity_fixed_odd_t12_mg5,-75.0,425.0
39166,4,parity_fixed_odd_t12_mg5,-75.0,425.0
39167,4,parity_fixed_odd_t12_mg5,-75.0,425.0
39168,4,parity_fixed_odd_t12_mg5,-75.0,425.0
39169,4,parity_fixed_odd_t12_mg5,-75.0,425.0
39170,4,parity_fixed_odd_t12_mg5,-75.0,425.0
39171,4,parity_fixed_odd_t12_mg5,-75.0,425.0
39172,4,parity_fixed_odd_t12_mg5,-75.0,425.0
39173,4,parity_fixed_odd_t12_mg5,-75.0,425.0
39174,4,parity_fixed_odd_t12_mg5,-75.0,425.0
39175,4,parity_fixed_odd_t12_mg5,-75.0,425.0
39176,4,parity_fixed_odd_t12_mg5,-75.0,425.0
39177,4,parity_fixed_odd_t12_mg5,-75.0,425.0
39178,4,parity_fixed_odd_t12_mg5,-75.0,425.0
39179,4,parity_fixed_odd_t12_mg5,-75.0,425.0
39180,4,parity_fixed_odd_t12_mg5,-75.0,425.0
39181,4,parity_fixed_odd_t12_mg5,-75.0,425.0
39182,4,parity_fixed_odd_t12_mg5,-75.0,425.0
39183,4,parity_fixed_odd_t12_mg5,-75.0,425.0
39184,4,parity_fixed_odd_t12_mg5,-75.0,425.0
39185,4,parity_fixed_odd_t12_mg5,-75.0,425.0
39186,4,parity_fixed_odd_t12_mg5,-75.0,425.0
39187,4,parity_fixed_odd_t12_mg5,-75.0,425.0
39188,4,parity_fixed_odd_t12_mg5,-75.0,425.0
39189,4,parity_fixed_odd_t12_mg5,-75.0,425.0
39190,4,parity_fixed_odd_t12_mg5,-75.0,425.0
39191,4,parity_fixed_odd_t12_mg5,-75.0,425.0
39192,4,parity_fixed_odd_t12_mg5,-75.0,425.0
39193,4,parity_fixed_odd_t12_mg5,-75.0,425.0
39194,4,parity_fixed_odd_t12_mg5,-75.0,425.0
39195,4,parity_fixed_odd_t12_mg5,-75.0,425.0
39196,4,parity_fixed_odd_t12_mg5,-75.0,425.0
39197,4,parity_fixed_odd_t12_mg5,-75.0,425.0
39198,4,parity_fixed_odd_t12_mg5,-75.0,425.0
39199,4,parity_fixed_odd_t12_mg5,-75.0,425.0
39200,4,parity_fixed_odd_t12_mg5,-75.0,425.0
39201,4,parity_fixed_odd_t12_mg5,-75.0,425.0
39202,4,parity_fixed_odd_t12_mg5,-75.0,425.0
39203,4,parity_fixed_odd_t12_mg5,-75.0,425.0
39204,4,parity_fixed_odd_t12_mg5,-75.0,425.0
39205,4,parity_fixed_odd_t12_mg5,-75.0,425.0
39206,4,parity_fixed_odd_t12_mg5,-75.0,425.0
39207,4,parity_fixed_odd_t12_mg5,-75.0,425.0
39208,4,parity_fixed_odd_t12_mg5,-75.0,425.0
39209,4,parity_fixed_odd_t12_mg5,-75.0,425.0
39210,4,parity_fixed_odd_t12_mg5,-75.0,425.0
39211,4,parity_fixed_odd_t12_mg5,-75.0,425.0
39212,4,parity_fixed_odd_t12_mg5,-75.0,425.0
39213,4,parity_fixed_odd_t12_mg5,-75.0,425.0
39214,4,parity_fixed_odd_t12_mg5,-75.0,425.0
39215,4,parity_fixed_odd_t12_mg5,-75.0,425.0
39216,4,parity_fixed_odd_t12_mg5,-75.0,425.0
39217,4,parity_fixed_odd_t12_mg5,-75.0,425.0
39218,4,parity_fixed_odd_t12_mg5,-75.0,425.0
39219,4,parity_fixed_odd_t12_mg5,-75.0,425.0
39220,4,parity_fixed_odd_t12_mg5,-75.0,425.0
39221,4,parity_fixed_odd_t12_mg5,-75.0,425.0
39222,4,parity_fixed_odd_t12_mg5,-75.0,425.0
39223,4,parity_fixed_odd_t12_mg5,-75.0,425.0
39224,4,parity_fixed_odd_t12_mg5,-75.0,425.0
39225,4,parity_fixed_odd_t12_mg5,-75.0,425.0
39226,4,parity_fixed_odd_t12_mg5,-75.0,425.0
39227,4,parity_fixed_odd_t12_mg5,-75.0,425.0
39228,4,parity_fixed_odd_t12_mg5,-75.0,425.0
39229,4,parity_fixed_odd_t12_mg5,-75.0,425.0
39230,4,parity_fixed_odd_t12_mg5,-75.0,425.0
39231,4,parity_fixed_odd_t12_mg5,-75.0,425.0
39232,4,parity_fixed_odd_t12_mg5,-75.0,425.0
39233,4,parity_fixed_odd_t12_mg5,-75.0,425.0
39234,4,parity_fixed_odd_t12_mg5,-75.0,425.0
39235,4,parity_fixed_odd_t12_mg5,-75.0,425.0
39236,4,parity_fixed_odd_t12_mg5,-75.0,425.0
39237,4,parity_fixed_odd_t12_mg5,-75.0,425.0
39238,4,parity_fixed_odd_t12_mg5,-75.0,425.0
39239,4,parity_fixed_odd_t12_mg5,-75.0,425.0
39240,4,parity_fixed_odd_t12_mg5,-75.0,425.0
39241,4,parity_fixed_odd_t12_mg5,-75.0,425.0
39242,4,parity_fixed_odd_t12_mg5,-75.0,425.0
39243,4,parity_fixed_odd_t12_mg5,-75.0,425.0
39244,4,parity_fixed_odd_t12_mg5,-75.0,425.0
39245,4,parity_fixed_odd_t12_mg5,-75.0,425.0
39246,4,parity_fixed_odd_t12_mg5,-75.0,425.0
39247,4,parity_fixed_odd_t12_mg5,-75.0,425.0
39248,4,parity_fixed_odd_t12_mg5,-75.0,425.0
39249,4,parity_fixed_odd_t12_mg5,-75.0,425.0
39250,4,parity_fixed_odd_t12_mg5,-75.0,425.0
39251,4,parity_fixed_odd_t12_mg5,-75.0,425.0
39252,4,parity_fixed_odd_t12_mg5,-75.0,425.0
39253,4,parity_fixed_odd_t12_mg5,-75.0,425.0
39254,4,parity_fixed_odd_t12_mg5,-75.0,425.0
39255,4,parity_fixed_odd_t12_mg5,-75.0,425.0
39256,4,parity_fixed_odd_t12_mg5,-75.0,425.0
39257,4,parity_fixed_odd_t12_mg5,-75.0,425.0
39258,4,parity_fixed_odd_t12_mg5,-75.0,425.0
39259,4,parity_fixed_odd_t12_mg5,-75.0,425.0
39260,4,parity_fixed_odd_t12_mg5,-75.0,425.0
39261,4,parity_fixed_odd_t12_mg5,-75.0,425.0
39262,4,parity_fixed_odd_t12_mg5,-75.0,425.0
39263,4,parity_fixed_odd_t12_mg5,-75.0,425.0
39264,4,parity_fixed_odd_t12_mg5,-75.0,425.0
39265,4,parity_fixed_odd_t12_mg5,-75.0,425.0
39266,4,parity_fixed_odd_t12_mg5,-75.0,425.0
39267,4,parity_fixed_odd_t12_mg5,-75.0,425.0
39268,4,parity_fixed_odd_t12_mg5,-75.0,425.0
39269,4,parity_fixed_odd_t12_mg5,-75.0,425.0
39270,4,parity_fixed_odd_t12_mg5,-75.0,425.0
39271,4,parity_fixed_odd_t12_mg5,-75.0,425.0
39272,4,parity_fixed_odd_t12_mg5,-75.0,425.0
39273,4,parity_fixed_odd_t12_mg5,-75.0,425.0
39274,4,parity_fixed_odd_t12_mg5,-75.0,425.0
39275,4,parity_fixed_odd_t12_mg5,-75.0,425.0
