draw,pick,cumulative_profit,roi
21600,2,-3498.5,-0.323935
21600,5,-1591.0,-0.147315
21600,7,-2329.5,-0.215694
21600,9,-4901.0,-0.453796
21700,2,-3512.0,-0.323687
21700,5,-1632.0,-0.150415
21700,7,-2354.5,-0.217005
21700,9,-4936.0,-0.454931
21800,2,-3531.0,-0.323945
21800,5,-1213.0,-0.111284
21800,7,-2381.5,-0.218486
21800,9,-4970.0,-0.455963
21900,2,-3550.0,-0.324201
21900,5,-1246.0,-0.11379
21900,7,-2335.0,-0.213242
21900,9,-5010.5,-0.45758
22000,2,-3568.0,-0.324364
22000,5,-1278.0,-0.116182
22000,7,-2369.5,-0.215409
22000,9,-5048.0,-0.458909
22100,2,-3584.5,-0.324389
22100,5,-1317.0,-0.119186
22100,7,-2403.5,-0.217511
22100,9,-5085.5,-0.460226
22200,2,-3596.5,-0.324009
22200,5,-1361.0,-0.122613
22200,7,-2428.5,-0.218784
22200,9,-5114.5,-0.460766
22300,2,-3607.5,-0.323543
22300,5,-1409.0,-0.126368
22300,7,-2466.5,-0.221211
22300,9,-5140.0,-0.460987
22400,2,-3623.0,-0.323482
22400,5,-1441.0,-0.128661
22400,7,-2503.0,-0.223482
22400,9,-5168.0,-0.461429
22500,2,-3637.0,-0.323289
22500,5,-1473.0,-0.130933
22500,7,-2499.0,-0.222133
22500,9,-5195.0,-0.461778
22600,2,-3655.5,-0.323496
22600,5,-1521.0,-0.134602
22600,7,-2531.5,-0.224027
22600,9,-5231.5,-0.462965
22700,2,-3664.0,-0.322819
22700,5,-1544.0,-0.136035
22700,7,-2544.5,-0.224185
22700,9,-5262.5,-0.463656
22800,2,-3687.5,-0.323465
22800,5,-1567.0,-0.137456
22800,7,-2565.5,-0.225044
22800,9,-5283.0,-0.463421
22900,2,-3704.5,-0.323537
22900,5,-1594.0,-0.139214
22900,7,-2587.5,-0.225983
22900,9,-5311.0,-0.463843
23000,2,-3723.5,-0.323783
23000,5,-1636.0,-0.142261
23000,7,-2594.0,-0.225565
23000,9,-5339.0,-0.464261
23100,2,-3736.5,-0.323506
23100,5,-1226.0,-0.106147
23100,7,-2606.5,-0.225671
23100,9,-5379.0,-0.465714
23200,2,-3764.5,-0.324526
23200,5,-1259.0,-0.108534
23200,7,-2637.0,-0.227328
23200,9,-5403.5,-0.465819
23300,2,-3784.5,-0.32485
23300,5,-1290.0,-0.11073
23300,7,-2601.0,-0.223262
23300,9,-5440.5,-0.466996
23400,2,-3788.0,-0.323761
23400,5,-1324.0,-0.113162
23400,7,-2626.0,-0.224444
23400,9,-5464.5,-0.467051
23500,2,-3803.5,-0.323702
23500,5,-1335.0,-0.113617
23500,7,-2647.5,-0.225319
23500,9,-5498.0,-0.467915
23600,2,-3812.0,-0.323051
23600,5,-1366.0,-0.115763
23600,7,-2684.0,-0.227458
23600,9,-5520.5,-0.467839
23700,2,-3820.0,-0.322363
23700,5,-1395.0,-0.117722
23700,7,-2715.5,-0.229156
23700,9,-5515.5,-0.465443
23800,2,-3843.5,-0.322983
23800,5,-1403.0,-0.117899
23800,7,-2744.0,-0.230588
23800,9,-5555.0,-0.466807
23900,2,-3848.5,-0.32205
23900,5,-1437.0,-0.120251
23900,7,-2746.5,-0.229833
23900,9,-5588.0,-0.467615
24000,2,-3871.0,-0.322583
24000,5,-1467.0,-0.12225
24000,7,-2774.0,-0.231167
24000,9,-5595.0,-0.46625
24100,2,-3882.0,-0.322158
24100,5,-1495.0,-0.124066
24100,7,-2795.5,-0.231992
24100,9,-5628.0,-0.467054
24200,2,-3889.0,-0.321405
24200,5,-1538.0,-0.127107
24200,7,-2813.5,-0.232521
24200,9,-5666.5,-0.468306
24300,2,-3898.5,-0.320864
24300,5,-1569.0,-0.129136
24300,7,-2846.5,-0.23428
24300,9,-5688.5,-0.468189
24400,2,-3917.0,-0.321066
24400,5,-1602.0,-0.131311
24400,7,-2878.0,-0.235902
24400,9,-5732.0,-0.469836
24500,2,-3929.0,-0.320735
24500,5,-1625.0,-0.132653
24500,7,-2917.5,-0.238163
24500,9,-5761.5,-0.470327
24600,2,-3941.5,-0.320447
24600,5,-1649.0,-0.134065
24600,7,-2947.5,-0.239634
24600,9,-5796.5,-0.47126
24700,2,-3956.0,-0.320324
24700,5,-1689.0,-0.136761
24700,7,-2927.0,-0.237004
24700,9,-5816.0,-0.470931
24800,2,-3973.0,-0.320403
24800,5,-1707.0,-0.137661
24800,7,-2950.0,-0.237903
24800,9,-5839.0,-0.470887
24900,2,-3993.0,-0.320723
24900,5,-1726.0,-0.138635
24900,7,-2982.0,-0.239518
24900,9,-5864.5,-0.471044
25000,2,-4020.0,-0.3216
25000,5,-1772.0,-0.14176
25000,7,-3003.5,-0.24028
25000,9,-5827.5,-0.4662
25100,2,-4039.0,-0.321833
25100,5,-1804.0,-0.143745
25100,7,-3020.5,-0.240677
25100,9,-5854.0,-0.466454
25200,2,-4049.5,-0.321389
25200,5,-1820.0,-0.144444
25200,7,-3049.5,-0.242024
25200,9,-5887.0,-0.467222
25300,2,-4055.5,-0.320593
25300,5,-1861.0,-0.147115
25300,7,-3051.0,-0.241186
25300,9,-5931.5,-0.468893
25400,2,-4079.0,-0.321181
25400,5,-1889.0,-0.14874
25400,7,-3087.0,-0.243071
25400,9,-5871.0,-0.462283
25500,2,-4090.0,-0.320784
25500,5,-1930.0,-0.151373
25500,7,-3065.5,-0.240431
25500,9,-5893.5,-0.462235
25600,2,-4112.5,-0.321289
25600,5,-1975.0,-0.154297
25600,7,-3091.5,-0.241523
25600,9,-5924.0,-0.462813
25700,2,-4131.0,-0.321479
25700,5,-2020.0,-0.157198
25700,7,-3124.5,-0.243152
25700,9,-5961.0,-0.463891
25800,2,-4138.5,-0.320814
25800,5,-2053.0,-0.159147
25800,7,-3156.5,-0.24469
25800,9,-5996.0,-0.464806
25900,2,-4153.5,-0.320734
25900,5,-2081.0,-0.160695
25900,7,-3190.5,-0.246371
25900,9,-6031.0,-0.465714
26000,2,-4166.5,-0.3205
26000,5,-2125.0,-0.163462
26000,7,-3203.0,-0.246385
26000,9,-6054.5,-0.465731
26100,2,-4179.5,-0.320268
26100,5,-2154.0,-0.165057
26100,7,-3215.5,-0.246398
26100,9,-6086.5,-0.466398
26200,2,-4191.5,-0.319962
26200,5,-2194.0,-0.167481
26200,7,-3243.0,-0.247557
26200,9,-6114.5,-0.466756
26300,2,-4217.0,-0.320684
26300,5,-2226.0,-0.169278
26300,7,-3275.0,-0.249049
26300,9,-6136.5,-0.466654
26400,2,-4228.0,-0.320303
26400,5,-2254.0,-0.170758
26400,7,-3310.5,-0.250795
26400,9,-6149.5,-0.465871
26500,2,-4242.5,-0.320189
26500,5,-2266.0,-0.171019
26500,7,-3340.0,-0.252075
26500,9,-6159.0,-0.46483
26600,2,-4263.0,-0.320526
26600,5,-2312.0,-0.173835
26600,7,-3370.5,-0.253421
26600,9,-6192.0,-0.465564
26700,2,-4278.5,-0.320487
26700,5,-2321.0,-0.173858
26700,7,-3393.5,-0.254195
26700,9,-6223.5,-0.46618
26800,2,-4298.5,-0.320784
26800,5,-2330.0,-0.173881
26800,7,-915.0,-0.068284
26800,9,-6270.5,-0.467948
26900,2,-4318.0,-0.321041
26900,5,-2318.0,-0.172342
26900,7,-890.0,-0.066171
26900,9,-6299.0,-0.468327
27000,2,-4326.0,-0.320444
27000,5,-2359.0,-0.174741
27000,7,-912.5,-0.067593
27000,9,-6335.5,-0.469296
27100,2,-4343.0,-0.320517
27100,5,-2384.0,-0.175941
27100,7,-937.0,-0.069151
27100,9,-6370.0,-0.470111
27200,2,-4359.5,-0.320551
27200,5,-2413.0,-0.177426
27200,7,-974.5,-0.071654
27200,9,-6397.0,-0.470368
27300,2,-4371.5,-0.320256
27300,5,-2433.0,-0.178242
27300,7,-996.5,-0.073004
27300,9,-6431.5,-0.471172
27400,2,-4389.5,-0.320401
27400,5,-2453.0,-0.179051
27400,7,-1035.0,-0.075547
27400,9,-6456.0,-0.471241
27500,2,-4406.5,-0.320473
27500,5,-2452.0,-0.178327
27500,7,-1062.5,-0.077273
27500,9,-6480.0,-0.471273
27600,2,-4412.5,-0.319746
27600,5,-2483.0,-0.179928
27600,7,-1089.0,-0.078913
27600,9,-6517.5,-0.472283
27700,2,-4429.5,-0.319819
27700,5,-2510.0,-0.181227
27700,7,-1128.5,-0.08148
27700,9,-6546.5,-0.472671
27800,2,-4438.0,-0.319281
27800,5,-2538.0,-0.18259
27800,7,-1160.0,-0.083453
27800,9,-6587.0,-0.473885
27900,2,-4458.0,-0.31957
27900,5,-2561.0,-0.183584
27900,7,-1182.0,-0.084731
27900,9,-6614.0,-0.474122
28000,2,-4469.5,-0.31925
28000,5,-2590.0,-0.185
28000,7,-1200.5,-0.08575
28000,9,-6641.5,-0.474393
28100,2,-4478.5,-0.318754
28100,5,-2616.0,-0.186192
28100,7,-1236.5,-0.088007
28100,9,-6651.5,-0.473416
28200,2,-4496.5,-0.318901
28200,5,-2651.0,-0.188014
28200,7,-1250.0,-0.088652
28200,9,-6690.0,-0.474468
28300,2,-4513.5,-0.318975
28300,5,-2679.0,-0.189329
28300,7,-1286.5,-0.090919
28300,9,-6731.0,-0.475689
28400,2,-4532.0,-0.319155
28400,5,-2721.0,-0.19162
28400,7,-1322.5,-0.093134
28400,9,-6770.5,-0.476796
28500,2,-4537.5,-0.318421
28500,5,-2751.0,-0.193053
28500,7,-1358.0,-0.095298
28500,9,-6790.5,-0.476526
28600,2,-4544.5,-0.317797
28600,5,-2787.0,-0.194895
28600,7,-1374.0,-0.096084
28600,9,-6826.0,-0.477343
28700,2,-4563.5,-0.318014
28700,5,-2812.0,-0.195958
28700,7,-1350.0,-0.094077
28700,9,-6844.0,-0.476934
28800,2,-4581.5,-0.31816
28800,5,-2833.0,-0.196736
28800,7,-1349.0,-0.093681
28800,9,-6881.5,-0.477882
28900,2,-4599.5,-0.318304
28900,5,-2868.0,-0.198478
28900,7,-1385.0,-0.095848
28900,9,-6905.5,-0.477889
29000,2,-4615.5,-0.31831
29000,5,-2901.0,-0.200069
29000,7,-1388.5,-0.095759
29000,9,-6922.0,-0.477379
29100,2,-4624.5,-0.317835
29100,5,-2935.0,-0.201718
29100,7,-1396.0,-0.095945
29100,9,-6937.5,-0.476804
29200,2,-4645.0,-0.318151
29200,5,-2965.0,-0.203082
29200,7,-1432.5,-0.098116
29200,9,-6974.5,-0.477705
29300,2,-4667.0,-0.318567
29300,5,-2986.0,-0.203823
29300,7,-1452.0,-0.099113
29300,9,-6992.5,-0.477304
29400,2,-4682.5,-0.318537
29400,5,-3028.0,-0.205986
29400,7,-1483.0,-0.100884
29400,9,-6991.0,-0.475578
29500,2,-4705.5,-0.319017
29500,5,-3065.0,-0.207797
29500,7,-1518.5,-0.102949
29500,9,-7009.5,-0.47522
29600,2,-4717.5,-0.31875
29600,5,-3086.0,-0.208514
29600,7,-1557.0,-0.105203
29600,9,-7037.0,-0.475473
29700,2,-4744.5,-0.319495
29700,5,-3128.0,-0.21064
29700,7,-1592.0,-0.107205
29700,9,-7078.0,-0.476633
29800,2,-4756.0,-0.319195
29800,5,-3173.0,-0.212953
29800,7,-1629.0,-0.109329
29800,9,-7116.0,-0.477584
29900,2,-4764.5,-0.318696
29900,5,-3217.0,-0.215184
29900,7,-1662.5,-0.111204
29900,9,-7141.5,-0.477692
30000,2,-4783.0,-0.318867
30000,5,-3238.0,-0.215867
30000,7,-1699.0,-0.113267
30000,9,-7173.0,-0.4782
30100,2,-4797.0,-0.318738
30100,5,-3279.0,-0.217874
30100,7,-1705.5,-0.113322
30100,9,-7205.5,-0.478771
30200,2,-4813.5,-0.318775
30200,5,-3319.0,-0.219801
30200,7,-1740.0,-0.115232
30200,9,-7230.5,-0.478841
30300,2,-4833.0,-0.31901
30300,5,-3129.0,-0.206535
30300,7,-1780.5,-0.117525
30300,9,-7246.0,-0.478284
30400,2,-4852.0,-0.319211
30400,5,-3167.0,-0.208355
30400,7,-1806.5,-0.118849
30400,9,-7269.5,-0.478257
30500,2,-4871.5,-0.319443
30500,5,-3185.0,-0.208852
30500,7,-1840.5,-0.120689
30500,9,-7259.0,-0.476
30600,2,-4894.5,-0.319902
30600,5,-3215.0,-0.210131
30600,7,-1873.5,-0.122451
30600,9,-7293.5,-0.476699
30700,2,-4907.5,-0.319707
30700,5,-3234.0,-0.210684
30700,7,-1909.5,-0.124397
30700,9,-7308.0,-0.476091
30800,2,-4918.0,-0.319351
30800,5,-3043.0,-0.197597
30800,7,-1923.0,-0.12487
30800,9,-7220.5,-0.468864
30900,2,-4935.5,-0.31945
30900,5,-3046.0,-0.197152
30900,7,-1948.5,-0.126117
30900,9,-7156.5,-0.463204
31000,2,-4952.5,-0.319516
31000,5,-3082.0,-0.198839
31000,7,-1960.0,-0.126452
31000,9,-7144.0,-0.460903
31100,2,-4980.5,-0.320289
31100,5,-3125.0,-0.200965
31100,7,-1995.5,-0.128328
31100,9,-7077.0,-0.455113
31200,2,-5002.5,-0.320673
31200,5,-3154.0,-0.202179
31200,7,-2029.5,-0.130096
31200,9,-7106.5,-0.455545
31300,2,-5019.5,-0.320735
31300,5,-3196.0,-0.204217
31300,7,-2060.0,-0.131629
31300,9,-7132.5,-0.455751
31400,2,-5030.5,-0.320414
31400,5,-3205.0,-0.20414
31400,7,-2093.5,-0.133344
31400,9,-7145.5,-0.455127
31500,2,-5049.0,-0.320571
31500,5,-3236.0,-0.20546
31500,7,-2093.5,-0.132921
31500,9,-7184.0,-0.456127
31600,2,-5070.0,-0.320886
31600,5,-3268.0,-0.206835
31600,7,-2128.0,-0.134684
31600,9,-7212.0,-0.456456
31700,2,-5085.5,-0.320852
31700,5,-3297.0,-0.208013
31700,7,-2149.0,-0.135584
31700,9,-7248.5,-0.457319
31800,2,-5110.0,-0.321384
31800,5,-3340.0,-0.210063
31800,7,-2174.0,-0.13673
31800,9,-7285.0,-0.458176
31900,2,-5131.0,-0.321693
31900,5,-3359.0,-0.210596
31900,7,-2211.0,-0.138621
31900,9,-7316.5,-0.458715
32000,2,-5149.5,-0.321844
32000,5,-3398.0,-0.212375
32000,7,-2246.0,-0.140375
32000,9,-7356.5,-0.459781
32100,2,-5169.0,-0.322056
32100,5,-3439.0,-0.214268
32100,7,-2282.0,-0.142181
32100,9,-7385.5,-0.460156
32200,2,-5184.5,-0.322019
32200,5,-3461.0,-0.214969
32200,7,-2301.5,-0.14295
32200,9,-7425.0,-0.46118
32300,2,-5200.0,-0.321981
32300,5,-3470.0,-0.214861
32300,7,-2275.5,-0.140898
32300,9,-7462.5,-0.462074
32400,2,-5213.5,-0.321821
32400,5,-3511.0,-0.216728
32400,7,-2307.5,-0.142438
32400,9,-7468.5,-0.461019
32500,2,-5222.0,-0.321354
32500,5,-3554.0,-0.218708
32500,7,-2272.0,-0.139815
32500,9,-7494.5,-0.4612
32600,2,-5225.5,-0.320583
32600,5,-3589.0,-0.220184
32600,7,-2300.5,-0.141135
32600,9,-7534.5,-0.462239
32700,2,-5245.0,-0.320795
32700,5,-3375.0,-0.206422
32700,7,-2329.0,-0.142446
32700,9,-7573.0,-0.46318
32800,2,-5261.0,-0.320793
32800,5,-3409.0,-0.207866
32800,7,-2330.0,-0.142073
32800,9,-7608.0,-0.463902
32900,2,-5284.0,-0.321216
32900,5,-3423.0,-0.208085
32900,7,-2355.5,-0.143191
32900,9,-7648.5,-0.464954
33000,2,-5306.5,-0.321606
33000,5,-3446.0,-0.208848
33000,7,-2382.0,-0.144364
33000,9,-7681.5,-0.465545
33100,2,-5314.0,-0.321088
33100,5,-3486.0,-0.210634
33100,7,-2401.0,-0.145076
33100,9,-7708.0,-0.46574
33200,2,-5331.0,-0.321145
33200,5,-3507.0,-0.211265
33200,7,-2422.0,-0.145904
33200,9,-7739.5,-0.466235
33300,2,-5345.5,-0.321051
33300,5,-3517.0,-0.211231
33300,7,-2432.0,-0.146066
33300,9,-7776.5,-0.467057
33400,2,-5356.0,-0.320719
33400,5,-3563.0,-0.213353
33400,7,-2459.0,-0.147246
33400,9,-7792.5,-0.466617
33500,2,-5369.0,-0.320537
33500,5,-3593.0,-0.214507
33500,7,-2469.5,-0.147433
33500,9,-7817.0,-0.466687
33600,2,-5386.0,-0.320595
33600,5,-3630.0,-0.216071
33600,7,-2477.5,-0.14747
33600,9,-7826.0,-0.465833
33700,2,-5407.5,-0.32092
33700,5,-3663.0,-0.217389
33700,7,-2514.0,-0.149199
33700,9,-7867.0,-0.466884
33800,2,-5426.5,-0.321095
33800,5,-3683.0,-0.217929
33800,7,-2545.0,-0.150592
33800,9,-7892.5,-0.467012
33900,2,-5445.5,-0.321268
33900,5,-3709.0,-0.21882
33900,7,-2566.0,-0.151386
33900,9,-7923.0,-0.467434
34000,2,-5464.0,-0.321412
34000,5,-3723.0,-0.219
34000,7,-2606.5,-0.153324
34000,9,-7942.0,-0.467176
34100,2,-5487.0,-0.321818
34100,5,-3720.0,-0.218182
34100,7,-2524.5,-0.148065
34100,9,-7981.0,-0.468094
34200,2,-5511.0,-0.322281
34200,5,-3739.0,-0.218655
34200,7,-2551.0,-0.149181
34200,9,-7908.0,-0.462456
34300,2,-5528.0,-0.322332
34300,5,-3768.0,-0.219708
34300,7,-2587.5,-0.150875
34300,9,-7932.0,-0.462507
34400,2,-5546.0,-0.322442
34400,5,-3798.0,-0.220814
34400,7,-2590.0,-0.150581
34400,9,-7871.5,-0.457645
34500,2,-5555.5,-0.322058
34500,5,-3839.0,-0.222551
34500,7,-2623.5,-0.152087
34500,9,-7892.0,-0.457507
34600,2,-5577.0,-0.32237
34600,5,-3873.0,-0.223873
34600,7,-2644.0,-0.152832
34600,9,-7724.5,-0.446503
34700,2,-5587.0,-0.322017
34700,5,-3890.0,-0.224207
34700,7,-2653.5,-0.152939
34700,9,-7742.5,-0.446254
34800,2,-5611.5,-0.3225
34800,5,-3931.0,-0.22592
34800,7,-2685.0,-0.15431
34800,9,-7761.5,-0.446063
34900,2,-5628.5,-0.32255
34900,5,-3972.0,-0.227622
34900,7,-2716.5,-0.155673
34900,9,-7804.5,-0.447249
35000,2,-5651.5,-0.322943
35000,5,-4004.0,-0.2288
35000,7,-2746.0,-0.156914
35000,9,-7843.0,-0.448171
35100,2,-5668.5,-0.322991
35100,5,-4039.0,-0.230142
35100,7,-2722.5,-0.155128
35100,9,-7874.5,-0.448689
35200,2,-5685.5,-0.32304
35200,5,-4069.0,-0.231193
35200,7,-2755.5,-0.156562
35200,9,-7899.0,-0.448807
35300,2,-5701.5,-0.323031
35300,5,-3866.0,-0.219037
35300,7,-2785.0,-0.15779
35300,9,-7938.0,-0.449745
35400,2,-5709.0,-0.322542
35400,5,-3908.0,-0.220791
35400,7,-2817.5,-0.159181
35400,9,-7965.5,-0.450028
35500,2,-5739.0,-0.323324
35500,5,-3952.0,-0.222648
35500,7,-2798.0,-0.157634
35500,9,-7994.0,-0.450366
35600,2,-5734.5,-0.322163
35600,5,-3984.0,-0.22382
35600,7,-2807.5,-0.157725
35600,9,-8022.5,-0.450702
35700,2,-5746.5,-0.321933
35700,5,-4018.0,-0.225098
35700,7,-2828.5,-0.158459
35700,9,-8039.0,-0.450364
35800,2,-5773.0,-0.322514
35800,5,-4051.0,-0.226313
35800,7,-2850.5,-0.159246
35800,9,-8047.0,-0.449553
35900,2,-5783.0,-0.322173
35900,5,-4080.0,-0.227298
35900,7,-2864.0,-0.159554
35900,9,-8080.5,-0.450167
36000,2,-5797.5,-0.322083
36000,5,-4100.0,-0.227778
36000,7,-2898.5,-0.161028
36000,9,-8110.0,-0.450556
36100,2,-5811.5,-0.321967
36100,5,-4137.0,-0.229197
36100,7,-2866.5,-0.158809
36100,9,-8152.5,-0.451662
36200,2,-5837.5,-0.322514
36200,5,-4170.0,-0.230387
36200,7,-2884.5,-0.159365
36200,9,-8155.5,-0.45058
36300,2,-5858.0,-0.322755
36300,5,-4173.0,-0.229917
36300,7,-2902.5,-0.159917
36300,9,-8182.5,-0.450826
36400,2,-5870.0,-0.322527
36400,5,-4215.0,-0.231593
36400,7,-2911.0,-0.159945
36400,9,-8224.5,-0.451896
36500,2,-5874.0,-0.321863
36500,5,-4248.0,-0.232767
36500,7,-437.0,-0.023945
36500,9,-8256.0,-0.452384
36600,2,-5901.0,-0.322459
36600,5,-4060.0,-0.221858
36600,7,-475.0,-0.025956
36600,9,-8281.0,-0.452514
36700,2,-5929.0,-0.323106
36700,5,-4071.0,-0.221853
36700,7,-487.0,-0.02654
36700,9,-8306.0,-0.452643
36800,2,-5943.5,-0.323016
36800,5,-4106.0,-0.223152
36800,7,-467.0,-0.02538
36800,9,-8331.0,-0.452772
36900,2,-5957.5,-0.3229
36900,5,-4135.0,-0.224119
36900,7,-492.0,-0.026667
36900,9,-8346.0,-0.452358
37000,2,-5972.0,-0.322811
37000,5,-4178.0,-0.225838
37000,7,-519.0,-0.028054
37000,9,-8383.0,-0.453135
37100,2,-5984.5,-0.322615
37100,5,-4218.0,-0.227385
37100,7,-540.0,-0.029111
37100,9,-8416.5,-0.45372
37200,2,-6001.5,-0.322661
37200,5,-4220.0,-0.226882
37200,7,-551.0,-0.029624
37200,9,-8447.5,-0.454167
37300,2,-6013.5,-0.32244
37300,5,-4234.0,-0.227024
37300,7,-561.5,-0.030107
37300,9,-8484.5,-0.454933
37400,2,-6039.0,-0.322941
37400,5,-4265.0,-0.228075
37400,7,-568.0,-0.030374
37400,9,-8515.5,-0.455374
37500,2,-6057.0,-0.32304
37500,5,-4288.0,-0.228693
37500,7,-593.0,-0.031627
37500,9,-8523.5,-0.454587
37600,2,-6073.0,-0.323032
37600,5,-4323.0,-0.229947
37600,7,-629.0,-0.033457
37600,9,-8558.0,-0.455213
37700,2,-6090.0,-0.323077
37700,5,-4349.0,-0.230716
37700,7,-657.5,-0.034881
37700,9,-8594.5,-0.455942
37800,2,-6117.5,-0.323677
37800,5,-4379.0,-0.231693
37800,7,-681.5,-0.036058
37800,9,-8633.0,-0.456772
37900,2,-6132.0,-0.323588
37900,5,-4408.0,-0.232612
37900,7,-703.5,-0.037124
37900,9,-8672.5,-0.457652
38000,2,-6144.5,-0.323395
38000,5,-4452.0,-0.234316
38000,7,-728.0,-0.038316
38000,9,-8600.0,-0.452632
38100,2,-6153.5,-0.323018
38100,5,-4455.0,-0.233858
38100,7,-739.0,-0.038793
38100,9,-8635.0,-0.453281
38200,2,-6164.0,-0.322723
38200,5,-4475.0,-0.234293
38200,7,-765.5,-0.040079
38200,9,-8668.0,-0.453822
38300,2,-6183.5,-0.322898
38300,5,-4499.0,-0.234935
38300,7,-779.5,-0.040705
38300,9,-8708.0,-0.454726
38400,2,-6206.0,-0.323229
38400,5,-4543.0,-0.236615
38400,7,-807.5,-0.042057
38400,9,-8738.5,-0.45513
38500,2,-6226.0,-0.323429
38500,5,-4537.0,-0.235688
38500,7,-838.0,-0.043532
38500,9,-8751.0,-0.454597
38600,2,-6241.0,-0.323368
38600,5,-4579.0,-0.237254
38600,7,-851.5,-0.044119
38600,9,-8765.5,-0.454171
38700,2,-6259.5,-0.323488
38700,5,-4581.0,-0.236744
38700,7,-873.5,-0.045142
38700,9,-8791.0,-0.454315
38800,2,-6271.0,-0.323247
38800,5,-4596.0,-0.236907
38800,7,-895.0,-0.046134
38800,9,-8831.5,-0.455232
38900,2,-6280.5,-0.322905
38900,5,-4628.0,-0.237943
38900,7,-925.5,-0.047584
38900,9,-8872.0,-0.456144
39000,2,-6301.5,-0.323154
39000,5,-4656.0,-0.238769
39000,7,-966.0,-0.049538
39000,9,-8904.5,-0.456641
39100,2,-6305.0,-0.322506
39100,5,-4706.0,-0.240716
39100,7,-991.5,-0.050716
39100,9,-8930.0,-0.456777
39200,2,-6314.0,-0.322143
39200,5,-4745.0,-0.242092
39200,7,-1014.5,-0.05176
39200,9,-8941.0,-0.456173
39300,2,-6330.0,-0.322137
39300,5,-4784.0,-0.243461
39300,7,-1039.0,-0.052875
39300,9,-8877.0,-0.451756
39400,2,-6340.5,-0.321853
39400,5,-4797.0,-0.243503
39400,7,-1058.5,-0.053731
39400,9,-8915.5,-0.452563
39500,2,-6353.5,-0.321696
39500,5,-4825.0,-0.244304
39500,7,-1084.0,-0.054886
39500,9,-8953.5,-0.453342
39600,2,-6369.5,-0.321692
39600,5,-4858.0,-0.245354
39600,7,-1117.5,-0.056439
39600,9,-8942.0,-0.451616
39700,2,-6393.5,-0.322091
39700,5,-4860.0,-0.244836
39700,7,-1147.0,-0.057783
39700,9,-8972.0,-0.45199
39800,2,-6415.0,-0.322362
39800,5,-4864.0,-0.244422
39800,7,-1166.0,-0.058593
39800,9,-8982.0,-0.451357
39900,2,-6432.0,-0.322406
39900,5,-4873.0,-0.244261
39900,7,-1180.5,-0.059173
39900,9,-9024.0,-0.452331
40000,2,-6455.5,-0.322775
40000,5,-4688.0,-0.2344
40000,7,-1208.0,-0.0604
40000,9,-9059.5,-0.452975
40100,2,-6476.0,-0.322993
40100,5,-4734.0,-0.23611
40100,7,-1239.5,-0.06182
40100,9,-9085.0,-0.453117
40200,2,-6501.0,-0.323433
40200,5,-4777.0,-0.237662
40200,7,-1243.5,-0.061866
40200,9,-9120.0,-0.453731
40300,2,-6511.5,-0.323151
40300,5,-4821.0,-0.239256
40300,7,-1265.0,-0.062779
40300,9,-9132.0,-0.453201
40400,2,-6531.0,-0.323317
40400,5,-4849.0,-0.24005
40400,7,-1297.5,-0.064233
40400,9,-9139.5,-0.45245
40500,2,-6535.5,-0.322741
40500,5,-4883.0,-0.241136
40500,7,-1323.5,-0.065358
40500,9,-9180.0,-0.453333
40600,2,-6547.5,-0.322537
40600,5,-4903.0,-0.241527
40600,7,-1298.0,-0.063941
40600,9,-9119.5,-0.449236
40700,2,-6564.5,-0.32258
40700,5,-4912.0,-0.241376
40700,7,-1336.5,-0.065676
40700,9,-9150.0,-0.449631
40800,2,-6579.0,-0.3225
40800,5,-4938.0,-0.242059
40800,7,-1367.0,-0.06701
40800,9,-9177.0,-0.449853
40900,2,-6594.0,-0.322445
40900,5,-4958.0,-0.242445
40900,7,-1383.0,-0.067628
40900,9,-9200.5,-0.449902
41000,2,-6611.5,-0.322512
41000,5,-4996.0,-0.243707
41000,7,-1407.5,-0.068659
41000,9,-9124.0,-0.445073
41100,2,-6640.0,-0.323114
41100,5,-5041.0,-0.245304
41100,7,-1437.5,-0.069951
41100,9,-9142.0,-0.444866
41200,2,-6663.0,-0.323447
41200,5,-5065.0,-0.245874
41200,7,-1474.0,-0.071553
41200,9,-9167.0,-0.445
41300,2,-6683.5,-0.323656
41300,5,-5100.0,-0.246973
41300,7,-1494.0,-0.072349
41300,9,-9200.5,-0.445545
41400,2,-6697.0,-0.323527
41400,5,-5127.0,-0.247681
41400,7,-1513.0,-0.073092
41400,9,-9221.0,-0.445459
41500,2,-6710.0,-0.323373
41500,5,-5139.0,-0.247663
41500,7,-1545.5,-0.074482
41500,9,-9246.5,-0.445614
41600,2,-6721.5,-0.323149
41600,5,-5173.0,-0.248702
41600,7,-1566.5,-0.075313
41600,9,-9284.5,-0.44637
41700,2,-6741.0,-0.323309
41700,5,-5217.0,-0.250216
41700,7,-1584.5,-0.075995
41700,9,-9314.5,-0.446739
41800,2,-6756.0,-0.323254
41800,5,-5259.0,-0.251627
41800,7,-1615.0,-0.077273
41800,9,-9357.0,-0.447703
41900,2,-6771.5,-0.323222
41900,5,-5065.0,-0.241766
41900,7,-1623.5,-0.077494
41900,9,-9386.5,-0.448043
42000,2,-6786.5,-0.323167
42000,5,-5098.0,-0.242762
42000,7,-1554.5,-0.074024
42000,9,-9408.5,-0.448024
42100,2,-6805.5,-0.323302
42100,5,-5113.0,-0.242898
42100,7,-1574.0,-0.074774
42100,9,-9441.5,-0.448527
