draw,pick,cumulative_profit,roi
42200,2,-6821.0,-0.32327
42200,5,-4919.0,-0.233128
42200,7,-1611.0,-0.076351
42200,9,-9482.0,-0.449384
42300,2,-6843.5,-0.32357
42300,5,-4714.0,-0.222884
42300,7,-1645.0,-0.077778
42300,9,-9516.0,-0.449929
42400,2,-6850.5,-0.323137
42400,5,-4756.0,-0.22434
42400,7,-1670.0,-0.078774
42400,9,-9549.0,-0.450425
42500,2,-6872.0,-0.323388
42500,5,-4790.0,-0.225412
42500,7,-1682.5,-0.079176
42500,9,-9569.5,-0.450329
42600,2,-6894.0,-0.323662
42600,5,-4819.0,-0.226244
42600,7,-1702.5,-0.07993
42600,9,-9590.5,-0.450258
42700,2,-6898.5,-0.323115
42700,5,-4821.0,-0.225808
42700,7,-1734.0,-0.081218
42700,9,-9594.5,-0.449391
42800,2,-6923.0,-0.323505
42800,5,-4843.0,-0.226308
42800,7,-1753.0,-0.081916
42800,9,-9633.0,-0.45014
42900,2,-6933.5,-0.32324
42900,5,-4840.0,-0.225641
42900,7,-1772.5,-0.082634
42900,9,-9673.0,-0.450956
43000,2,-6946.5,-0.323093
43000,5,-4870.0,-0.226512
43000,7,-1750.5,-0.081419
43000,9,-9710.5,-0.451651
43100,2,-6954.5,-0.322715
43100,5,-4904.0,-0.227564
43100,7,-1731.0,-0.080325
43100,9,-9719.5,-0.451021
43200,2,-6961.0,-0.322269
43200,5,-4927.0,-0.228102
43200,7,-1758.5,-0.081412
43200,9,-9748.0,-0.451296
43300,2,-6979.5,-0.322379
43300,5,-4950.0,-0.228637
43300,7,-1787.5,-0.082564
43300,9,-9784.0,-0.451917
43400,2,-7001.0,-0.322627
43400,5,-4983.0,-0.229631
43400,7,-1820.0,-0.083871
43400,9,-9818.5,-0.452465
43500,2,-7014.5,-0.322506
43500,5,-5024.0,-0.230989
43500,7,-1841.0,-0.084644
43500,9,-9833.5,-0.452115
43600,2,-7023.5,-0.322179
43600,5,-5065.0,-0.232339
43600,7,-1872.5,-0.085894
43600,9,-9878.0,-0.453119
43700,2,-7033.0,-0.321876
43700,5,-5088.0,-0.23286
43700,7,-1899.0,-0.086911
43700,9,-9902.5,-0.453204
43800,2,-7047.0,-0.321781
43800,5,-5131.0,-0.234292
43800,7,-1865.0,-0.08516
43800,9,-9939.5,-0.453858
43900,2,-7060.5,-0.321663
43900,5,-5164.0,-0.235262
43900,7,-1896.0,-0.086378
43900,9,-9977.5,-0.454556
44000,2,-7071.5,-0.321432
44000,5,-5188.0,-0.235818
44000,7,-1918.0,-0.087182
44000,9,-9999.5,-0.454523
44100,2,-7080.5,-0.321111
44100,5,-5180.0,-0.234921
44100,7,-1950.0,-0.088435
44100,9,-10040.5,-0.455351
44200,2,-7107.0,-0.321584
44200,5,-5201.0,-0.235339
44200,7,-1974.0,-0.089321
44200,9,-10072.5,-0.455769
44300,2,-7123.0,-0.32158
44300,5,-5232.0,-0.236208
44300,7,-1999.5,-0.090271
44300,9,-10082.0,-0.455169
44400,2,-7130.5,-0.321194
44400,5,-5245.0,-0.236261
44400,7,-1970.0,-0.088739
44400,9,-10097.5,-0.454842
44500,2,-7153.5,-0.321506
44500,5,-5277.0,-0.237169
44500,7,-1987.0,-0.089303
44500,9,-10135.0,-0.455506
44600,2,-7168.0,-0.321435
44600,5,-5300.0,-0.237668
44600,7,-2023.0,-0.090717
44600,9,-10152.5,-0.455269
44700,2,-7190.5,-0.321723
44700,5,-5321.0,-0.238076
44700,7,-2047.0,-0.091588
44700,9,-10178.5,-0.455414
44800,2,-7209.5,-0.321853
44800,5,-5328.0,-0.237857
44800,7,-2078.0,-0.092768
44800,9,-10187.0,-0.454777
44900,2,-7222.0,-0.321693
44900,5,-5365.0,-0.238976
44900,7,-2108.0,-0.093898
44900,9,-10211.5,-0.454855
45000,2,-7237.5,-0.321667
45000,5,-5397.0,-0.239867
45000,7,-2131.5,-0.094733
45000,9,-10246.0,-0.455378
45100,2,-7248.0,-0.321419
45100,5,-5433.0,-0.240931
45100,7,-2140.0,-0.0949
45100,9,-10272.0,-0.455521
45200,2,-7252.0,-0.320885
45200,5,-5465.0,-0.241814
45200,7,-2161.5,-0.095642
45200,9,-10301.0,-0.455796
45300,2,-7262.5,-0.32064
45300,5,-5478.0,-0.241854
45300,7,-2192.0,-0.096777
45300,9,-10332.5,-0.456181
45400,2,-7276.0,-0.320529
45400,5,-5522.0,-0.24326
45400,7,-2219.5,-0.097775
45400,9,-10366.5,-0.456674
45500,2,-7279.0,-0.319956
45500,5,-5540.0,-0.243516
45500,7,-2222.0,-0.09767
45500,9,-10400.5,-0.457165
45600,2,-7290.5,-0.319759
45600,5,-5581.0,-0.244781
45600,7,-2248.0,-0.098596
45600,9,-10432.0,-0.457544
45700,2,-7303.0,-0.319606
45700,5,-5599.0,-0.245033
45700,7,-2282.0,-0.099869
45700,9,-10456.5,-0.457615
45800,2,-7324.5,-0.319847
45800,5,-5600.0,-0.244541
45800,7,-2306.0,-0.100699
45800,9,-10494.5,-0.458275
45900,2,-7343.0,-0.319956
45900,5,-5623.0,-0.245011
45900,7,-2347.0,-0.102266
45900,9,-10514.5,-0.458148
46000,2,-7360.0,-0.32
46000,5,-5654.0,-0.245826
46000,7,-2364.0,-0.102783
46000,9,-10539.5,-0.458239
46100,2,-7373.5,-0.319892
46100,5,-5452.0,-0.236529
46100,7,-2341.0,-0.101562
46100,9,-10579.5,-0.45898
46200,2,-7383.0,-0.31961
46200,5,-5483.0,-0.237359
46200,7,-2379.0,-0.102987
46200,9,-10620.0,-0.45974
46300,2,-7389.0,-0.319179
46300,5,-5513.0,-0.238143
46300,7,-2394.0,-0.103413
46300,9,-10658.5,-0.46041
46400,2,-7411.5,-0.319461
46400,5,-5559.0,-0.239612
46400,7,-2417.5,-0.104203
46400,9,-10695.0,-0.460991
46500,2,-7429.0,-0.319527
46500,5,-5596.0,-0.240688
46500,7,-2441.0,-0.104989
46500,9,-10711.0,-0.460688
46600,2,-7449.0,-0.3197
46600,5,-5625.0,-0.241416
46600,7,-2478.5,-0.106373
46600,9,-10712.0,-0.459742
46700,2,-7462.5,-0.319593
46700,5,-5666.0,-0.242655
46700,7,-2504.0,-0.107238
46700,9,-10728.5,-0.459465
46800,2,-7478.0,-0.319573
46800,5,-5697.0,-0.243462
46800,7,-2518.0,-0.107607
46800,9,-10770.0,-0.460256
46900,2,-7492.5,-0.31951
46900,5,-5734.0,-0.24452
46900,7,-2545.5,-0.10855
46900,9,-10802.5,-0.460661
47000,2,-7502.5,-0.319255
47000,5,-5772.0,-0.245617
47000,7,-2538.5,-0.108021
47000,9,-10838.5,-0.461213
47100,2,-7514.5,-0.319087
47100,5,-5800.0,-0.246285
47100,7,-2572.0,-0.109214
47100,9,-10875.0,-0.461783
47200,2,-7539.5,-0.31947
47200,5,-5838.0,-0.247373
47200,7,-2598.5,-0.110106
47200,9,-10900.5,-0.461886
47300,2,-7562.5,-0.319767
47300,5,-5871.0,-0.248245
47300,7,-2632.5,-0.111311
47300,9,-10924.0,-0.461903
47400,2,-7576.0,-0.319662
47400,5,-5886.0,-0.248354
47400,7,-2655.0,-0.112025
47400,9,-10943.5,-0.461751
47500,2,-7598.5,-0.319937
47500,5,-5924.0,-0.249432
47500,7,-2660.0,-0.112
47500,9,-10971.0,-0.461937
47600,2,-7613.0,-0.319874
47600,5,-5956.0,-0.250252
47600,7,-2671.5,-0.112248
47600,9,-11007.5,-0.4625
47700,2,-7627.0,-0.31979
47700,5,-5998.0,-0.251488
47700,7,-2695.5,-0.113019
47700,9,-11036.5,-0.462746
47800,2,-7637.0,-0.31954
47800,5,-6029.0,-0.252259
47800,7,-2728.5,-0.114163
47800,9,-11078.0,-0.463515
47900,2,-7657.5,-0.319729
47900,5,-6010.0,-0.250939
47900,7,-2748.5,-0.11476
47900,9,-11082.0,-0.462714
48000,2,-7675.0,-0.319792
48000,5,-6048.0,-0.252
48000,7,-2761.5,-0.115062
48000,9,-11105.5,-0.462729
48100,2,-7684.5,-0.319522
48100,5,-6067.0,-0.252266
48100,7,-2776.5,-0.115447
48100,9,-11111.5,-0.462017
48200,2,-7705.0,-0.31971
48200,5,-6099.0,-0.253071
48200,7,-2808.5,-0.116535
48200,9,-11148.0,-0.462573
48300,2,-7712.5,-0.319358
48300,5,-6132.0,-0.253913
48300,7,-2841.0,-0.11764
48300,9,-11176.0,-0.462774
48400,2,-7721.0,-0.31905
48400,5,-6154.0,-0.254298
48400,7,-2876.5,-0.118864
48400,9,-11215.5,-0.46345
48500,2,-7731.0,-0.318804
48500,5,-6192.0,-0.25534
48500,7,-2915.5,-0.120227
48500,9,-11245.0,-0.463711
48600,2,-7751.5,-0.318992
48600,5,-6221.0,-0.256008
48600,7,-2945.5,-0.121214
48600,9,-11270.0,-0.463786
48700,2,-7766.0,-0.318932
48700,5,-6253.0,-0.256797
48700,7,-2929.0,-0.120287
48700,9,-11277.0,-0.463121
48800,2,-7785.0,-0.319057
48800,5,-6286.0,-0.257623
48800,7,-2953.0,-0.121025
48800,9,-11316.0,-0.46377
48900,2,-7799.5,-0.318998
48900,5,-6304.0,-0.257832
48900,7,-2978.0,-0.1218
48900,9,-11353.0,-0.464335
49000,2,-7816.0,-0.31902
49000,5,-6102.0,-0.249061
49000,7,-3017.0,-0.123143
49000,9,-11391.5,-0.464959
49100,2,-7833.5,-0.319084
49100,5,-6120.0,-0.249287
49100,7,-3053.5,-0.124379
49100,9,-11429.0,-0.46554
49200,2,-7848.0,-0.319024
49200,5,-6150.0,-0.25
49200,7,-3035.0,-0.123374
49200,9,-11450.0,-0.465447
49300,2,-7858.5,-0.318803
49300,5,-6171.0,-0.250345
49300,7,-3056.5,-0.123996
49300,9,-11478.5,-0.465659
49400,2,-7865.0,-0.318421
49400,5,-6198.0,-0.250931
49400,7,-3092.5,-0.125202
49400,9,-11485.5,-0.465
49500,2,-7876.0,-0.318222
49500,5,-6229.0,-0.251677
49500,7,-3112.5,-0.125758
49500,9,-11519.0,-0.465414
49600,2,-7892.0,-0.318226
49600,5,-6249.0,-0.251976
49600,7,-3124.5,-0.125988
49600,9,-11454.0,-0.461855
49700,2,-7909.0,-0.31827
49700,5,-6269.0,-0.252274
49700,7,-3149.0,-0.12672
49700,9,-11493.0,-0.462495
49800,2,-7937.0,-0.318755
49800,5,-6300.0,-0.253012
49800,7,-3133.0,-0.125823
49800,9,-11530.0,-0.463052
49900,2,-7953.5,-0.318778
49900,5,-6315.0,-0.253106
49900,7,-3162.5,-0.126754
49900,9,-11553.0,-0.463046
50000,2,-7972.5,-0.3189
50000,5,-6355.0,-0.2542
50000,7,-3183.0,-0.12732
50000,9,-11586.5,-0.46346
50100,2,-7991.0,-0.319002
50100,5,-6387.0,-0.25497
50100,7,-3217.5,-0.128443
50100,9,-11588.0,-0.462595
50200,2,-8012.5,-0.319223
50200,5,-6419.0,-0.255737
50200,7,-3232.0,-0.128765
50200,9,-11623.5,-0.463088
50300,2,-8038.0,-0.319602
50300,5,-6451.0,-0.256501
50300,7,-3265.0,-0.129821
50300,9,-11663.0,-0.463738
50400,2,-8043.0,-0.319167
50400,5,-6499.0,-0.257897
50400,7,-3297.0,-0.130833
50400,9,-11700.0,-0.464286
50500,2,-8056.0,-0.31905
50500,5,-6498.0,-0.257347
50500,7,-3334.0,-0.13204
50500,9,-11725.5,-0.464376
50600,2,-8074.0,-0.31913
50600,5,-6532.0,-0.258182
50600,7,-3370.5,-0.133221
50600,9,-11745.5,-0.464249
50700,2,-8090.0,-0.319132
50700,5,-6553.0,-0.258501
50700,7,-3386.5,-0.13359
50700,9,-11786.5,-0.464951
50800,2,-8113.0,-0.319409
50800,5,-6577.0,-0.258937
50800,7,-3392.0,-0.133543
50800,9,-11818.0,-0.465276
50900,2,-8122.5,-0.319155
50900,5,-6615.0,-0.259921
50900,7,-3418.5,-0.134322
50900,9,-11849.5,-0.465599
51000,2,-8144.5,-0.319392
51000,5,-6654.0,-0.260941
51000,7,-3447.0,-0.135176
51000,9,-11763.5,-0.461314
51100,2,-8152.5,-0.31908
51100,5,-6676.0,-0.261292
51100,7,-3474.0,-0.135969
51100,9,-11786.0,-0.461292
51200,2,-8169.0,-0.319102
51200,5,-6712.0,-0.262188
51200,7,-3489.0,-0.136289
51200,9,-11812.5,-0.461426
51300,2,-8195.0,-0.319493
51300,5,-6734.0,-0.262534
51300,7,-3505.0,-0.136647
51300,9,-11842.5,-0.461696
51400,2,-8213.5,-0.319591
51400,5,-6756.0,-0.262879
51400,7,-3529.5,-0.137335
51400,9,-11873.5,-0.462004
51500,2,-8235.5,-0.319825
51500,5,-6765.0,-0.262718
51500,7,-3568.5,-0.138583
51500,9,-11904.0,-0.462291
51600,2,-8247.0,-0.319651
51600,5,-6798.0,-0.263488
51600,7,-3577.5,-0.138663
51600,9,-11934.0,-0.462558
51700,2,-8268.0,-0.319845
51700,5,-6832.0,-0.264294
51700,7,-3544.5,-0.137118
51700,9,-11865.5,-0.459014
51800,2,-8285.0,-0.319884
51800,5,-6844.0,-0.264247
51800,7,-3535.0,-0.136486
51800,9,-11882.5,-0.458784
51900,2,-8296.0,-0.319692
51900,5,-6888.0,-0.265434
51900,7,-3549.5,-0.136782
51900,9,-11925.0,-0.459538
52000,2,-8319.5,-0.319981
52000,5,-6921.0,-0.266192
52000,7,-3581.5,-0.13775
52000,9,-11947.5,-0.459519
52100,2,-8330.0,-0.31977
52100,5,-6932.0,-0.266104
52100,7,-3596.5,-0.138061
52100,9,-11975.0,-0.459693
52200,2,-8354.5,-0.320096
52200,5,-6943.0,-0.266015
52200,7,-3601.5,-0.137989
52200,9,-12017.0,-0.460421
52300,2,-8358.5,-0.319637
52300,5,-6971.0,-0.266577
52300,7,-3585.5,-0.137113
52300,9,-12047.5,-0.460707
52400,2,-8370.5,-0.319485
52400,5,-6785.0,-0.258969
52400,7,-3612.0,-0.137863
52400,9,-12087.0,-0.461336
52500,2,-8382.5,-0.319333
52500,5,-6808.0,-0.259352
52500,7,-3645.5,-0.138876
52500,9,-12112.0,-0.46141
52600,2,-8397.5,-0.319297
52600,5,-6843.0,-0.26019
52600,7,-3657.0,-0.139049
52600,9,-12143.0,-0.461711
52700,2,-8410.0,-0.319165
52700,5,-6873.0,-0.260835
52700,7,-3668.5,-0.139222
52700,9,-12177.5,-0.462144
52800,2,-8425.5,-0.319148
52800,5,-6916.0,-0.26197
52800,7,-3680.5,-0.139413
52800,9,-12216.5,-0.462746
52900,2,-8431.5,-0.318771
52900,5,-6946.0,-0.262609
52900,7,-3701.5,-0.139943
52900,9,-12238.5,-0.462703
53000,2,-8454.5,-0.319038
53000,5,-6974.0,-0.26317
53000,7,-3728.5,-0.140698
53000,9,-12252.0,-0.46234
53100,2,-8465.0,-0.318832
53100,5,-6995.0,-0.263465
53100,7,-3730.0,-0.14049
53100,9,-12277.0,-0.462411
53200,2,-8473.5,-0.318553
53200,5,-7014.0,-0.263684
53200,7,-3762.5,-0.141447
53200,9,-12321.0,-0.463195
53300,2,-8489.5,-0.318555
53300,5,-7025.0,-0.263602
53300,7,-3777.0,-0.141726
53300,9,-12344.0,-0.463189
53400,2,-8499.0,-0.318315
53400,5,-7067.0,-0.264682
53400,7,-3801.5,-0.142378
53400,9,-12369.0,-0.463258
53500,2,-8524.0,-0.318654
53500,5,-7092.0,-0.265121
53500,7,-3822.5,-0.142897
53500,9,-12385.5,-0.463009
53600,2,-8528.0,-0.318209
53600,5,-7121.0,-0.265709
53600,7,-3857.0,-0.143918
53600,9,-12310.0,-0.459328
53700,2,-8553.5,-0.318566
53700,5,-7142.0,-0.265996
53700,7,-3893.0,-0.144991
53700,9,-12337.0,-0.459479
53800,2,-8579.5,-0.318941
53800,5,-7178.0,-0.26684
53800,7,-3919.0,-0.145688
53800,9,-12372.0,-0.459926
53900,2,-8595.5,-0.318942
53900,5,-7208.0,-0.267458
53900,7,-3937.5,-0.146104
53900,9,-12402.5,-0.460204
54000,2,-8615.5,-0.319093
54000,5,-7241.0,-0.268185
54000,7,-3947.0,-0.146185
54000,9,-12435.5,-0.460574
54100,2,-8628.5,-0.318983
54100,5,-7266.0,-0.268614
54100,7,-3987.0,-0.147394
54100,9,-12369.0,-0.457264
54200,2,-8648.5,-0.319133
54200,5,-7300.0,-0.269373
54200,7,-4023.5,-0.148469
54200,9,-12394.0,-0.457343
54300,2,-8669.0,-0.3193
54300,5,-7321.0,-0.26965
54300,7,-4059.0,-0.149503
54300,9,-12431.0,-0.457864
54400,2,-8684.5,-0.319283
54400,5,-7341.0,-0.26989
54400,7,-4081.5,-0.150055
54400,9,-12470.0,-0.458456
54500,2,-8700.5,-0.319284
54500,5,-7383.0,-0.270936
54500,7,-4112.5,-0.150917
54500,9,-12508.5,-0.459028
54600,2,-8725.0,-0.319597
54600,5,-7416.0,-0.271648
54600,7,-4144.5,-0.151813
54600,9,-12533.5,-0.459103
54700,2,-8737.5,-0.31947
54700,5,-7438.0,-0.271956
54700,7,-4176.0,-0.152687
54700,9,-12572.0,-0.459671
54800,2,-8760.5,-0.319726
54800,5,-7459.0,-0.272226
54800,7,-4200.0,-0.153285
54800,9,-12602.0,-0.459927
54900,2,-8781.5,-0.319909
54900,5,-7494.0,-0.273005
54900,7,-4229.0,-0.154062
54900,9,-12626.0,-0.459964
55000,2,-8794.5,-0.3198
55000,5,-7515.0,-0.273273
55000,7,-4250.5,-0.154564
55000,9,-12648.5,-0.459945
55100,2,-8805.5,-0.319619
55100,5,-7558.0,-0.274338
55100,7,-4273.0,-0.1551
55100,9,-12670.0,-0.459891
55200,2,-8825.5,-0.319764
55200,5,-7595.0,-0.275181
55200,7,-4305.0,-0.155978
55200,9,-12694.0,-0.459928
55300,2,-8846.0,-0.319928
55300,5,-7630.0,-0.275949
55300,7,-4332.5,-0.156691
55300,9,-12735.0,-0.460579
55400,2,-8859.0,-0.319819
55400,5,-7654.0,-0.276318
55400,7,-4354.5,-0.157202
55400,9,-12768.5,-0.460957
55500,2,-8881.5,-0.320054
55500,5,-7694.0,-0.277261
55500,7,-4386.5,-0.158072
55500,9,-12796.0,-0.461117
55600,2,-8889.0,-0.319748
55600,5,-7737.0,-0.278309
55600,7,-4404.5,-0.158435
55600,9,-12802.0,-0.460504
55700,2,-8904.5,-0.319731
55700,5,-7775.0,-0.279174
55700,7,-4425.0,-0.158887
55700,9,-12812.0,-0.460036
55800,2,-8927.5,-0.319982
55800,5,-7798.0,-0.279498
55800,7,-4439.0,-0.159104
55800,9,-12852.0,-0.460645
55900,2,-8944.5,-0.320018
55900,5,-7814.0,-0.279571
55900,7,-4464.0,-0.159714
55900,9,-12884.5,-0.460984
56000,2,-8957.0,-0.319893
56000,5,-7857.0,-0.280607
56000,7,-4454.0,-0.159071
56000,9,-12919.0,-0.461393
56100,2,-8973.0,-0.319893
56100,5,-7899.0,-0.281604
56100,7,-1988.5,-0.070891
56100,9,-12960.5,-0.46205
56200,2,-8986.0,-0.319786
56200,5,-7918.0,-0.281779
56200,7,-2007.5,-0.071441
56200,9,-12998.0,-0.462562
56300,2,-9007.5,-0.319982
56300,5,-7950.0,-0.282416
56300,7,-2033.0,-0.07222
56300,9,-13035.0,-0.463055
56400,2,-9034.5,-0.320372
56400,5,-7968.0,-0.282553
56400,7,-2035.0,-0.072163
56400,9,-13035.0,-0.462234
56500,2,-9051.5,-0.320407
56500,5,-8007.0,-0.283434
56500,7,-2055.0,-0.072743
56500,9,-13062.0,-0.462372
56600,2,-9056.0,-0.32
56600,5,-8038.0,-0.284028
56600,7,-2091.0,-0.073887
56600,9,-13100.0,-0.462898
56700,2,-9074.0,-0.320071
56700,5,-8077.0,-0.284903
56700,7,-2123.0,-0.074885
56700,9,-13134.0,-0.46328
56800,2,-9083.5,-0.319842
56800,5,-7862.0,-0.276831
56800,7,-2142.5,-0.07544
56800,9,-13161.0,-0.463415
56900,2,-9093.5,-0.319631
56900,5,-7672.0,-0.269666
56900,7,-2146.5,-0.075448
56900,9,-13202.0,-0.464042
57000,2,-9103.0,-0.319404
57000,5,-7699.0,-0.27014
57000,7,-2176.5,-0.076368
57000,9,-13236.0,-0.464421
57100,2,-9118.0,-0.31937
57100,5,-7736.0,-0.270963
57100,7,-2151.5,-0.075359
57100,9,-13279.0,-0.465114
57200,2,-9141.5,-0.319633
57200,5,-7756.0,-0.271189
57200,7,-2161.0,-0.075559
57200,9,-13305.0,-0.46521
57300,2,-9155.0,-0.319546
57300,5,-7790.0,-0.271902
57300,7,-2195.0,-0.076614
57300,9,-13316.0,-0.464782
57400,2,-9165.5,-0.319355
57400,5,-7829.0,-0.272787
57400,7,-2222.0,-0.077422
57400,9,-13341.0,-0.464843
57500,2,-9190.0,-0.319652
57500,5,-7847.0,-0.272939
57500,7,-2252.5,-0.078348
57500,9,-13365.5,-0.464887
57600,2,-9205.0,-0.319618
57600,5,-7860.0,-0.272917
57600,7,-2249.0,-0.07809
57600,9,-13404.5,-0.465434
57700,2,-9218.5,-0.319532
57700,5,-7895.0,-0.273657
57700,7,-2265.0,-0.07851
57700,9,-13424.0,-0.465303
57800,2,-9238.5,-0.319671
57800,5,-7931.0,-0.274429
57800,7,-2295.0,-0.079412
57800,9,-13463.0,-0.465848
57900,2,-9252.5,-0.319603
57900,5,-7962.0,-0.275026
57900,7,-2331.0,-0.080518
57900,9,-13489.5,-0.465959
58000,2,-9268.5,-0.319603
58000,5,-8005.0,-0.276034
58000,7,-2343.5,-0.08081
58000,9,-13525.5,-0.466397
58100,2,-9284.0,-0.319587
58100,5,-8037.0,-0.276661
58100,7,-2377.5,-0.081842
58100,9,-13558.5,-0.46673
58200,2,-9297.0,-0.319485
58200,5,-8037.0,-0.276186
58200,7,-2409.5,-0.082801
58200,9,-13577.5,-0.466581
58300,2,-9317.0,-0.319623
58300,5,-8077.0,-0.277084
58300,7,-2439.0,-0.083671
58300,9,-13618.0,-0.46717
58400,2,-9336.0,-0.319726
58400,5,-8119.0,-0.278048
58400,7,-2423.5,-0.082997
58400,9,-13621.0,-0.466473
58500,2,-9352.0,-0.319726
58500,5,-8152.0,-0.278701
58500,7,-2462.0,-0.084171
58500,9,-13444.0,-0.459624
58600,2,-9374.0,-0.319932
58600,5,-8179.0,-0.279147
58600,7,-2489.5,-0.084966
58600,9,-13461.0,-0.45942
58700,2,-9389.5,-0.319915
58700,5,-8215.0,-0.279898
58700,7,-2519.5,-0.085843
58700,9,-13500.0,-0.459966
58800,2,-9403.5,-0.319847
58800,5,-8255.0,-0.280782
58800,7,-2541.5,-0.086446
58800,9,-13540.0,-0.460544
58900,2,-9424.0,-0.32
58900,5,-8300.0,-0.281834
58900,7,-2566.0,-0.087131
58900,9,-13579.0,-0.461087
59000,2,-9442.0,-0.320068
59000,5,-8343.0,-0.282814
59000,7,-2584.0,-0.087593
59000,9,-13622.5,-0.46178
59100,2,-9456.0,-0.32
59100,5,-8377.0,-0.283486
59100,7,-2602.5,-0.088071
59100,9,-13660.0,-0.462267
59200,2,-9480.0,-0.32027
59200,5,-8420.0,-0.284459
59200,7,-2637.0,-0.089088
59200,9,-13703.5,-0.462956
59300,2,-9501.0,-0.320438
59300,5,-8452.0,-0.285059
59300,7,-2661.5,-0.089764
59300,9,-13734.5,-0.463221
59400,2,-9517.0,-0.320438
59400,5,-8487.0,-0.285758
59400,7,-2684.5,-0.090387
59400,9,-13757.5,-0.463215
59500,2,-9543.0,-0.320773
59500,5,-8512.0,-0.286118
59500,7,-2650.0,-0.089076
59500,9,-13795.0,-0.463697
59600,2,-9565.5,-0.32099
59600,5,-8543.0,-0.286678
59600,7,-2691.0,-0.090302
59600,9,-13805.5,-0.463272
59700,2,-9579.5,-0.320921
59700,5,-8582.0,-0.287504
59700,7,-2727.5,-0.091374
59700,9,-13848.0,-0.46392
59800,2,-9589.5,-0.320719
59800,5,-8623.0,-0.288395
59800,7,-2749.5,-0.091957
59800,9,-13862.0,-0.463612
59900,2,-9603.0,-0.320634
59900,5,-8653.0,-0.288915
59900,7,-2773.5,-0.092604
59900,9,-13897.5,-0.464023
60000,2,-9623.5,-0.320783
60000,5,-8686.0,-0.289533
60000,7,-2790.0,-0.093
60000,9,-13932.0,-0.4644
60100,2,-9638.0,-0.320732
60100,5,-8720.0,-0.290183
60100,7,-2813.5,-0.093627
60100,9,-13972.0,-0.464958
60200,2,-9653.5,-0.320714
60200,5,-8759.0,-0.290997
60200,7,-2849.0,-0.094651
60200,9,-13904.0,-0.461927
60300,2,-9670.0,-0.32073
60300,5,-8782.0,-0.291277
60300,7,-2883.5,-0.095638
60300,9,-13945.0,-0.462521
60400,2,-9678.0,-0.320464
60400,5,-8801.0,-0.291424
60400,7,-2903.0,-0.096126
60400,9,-13967.0,-0.462483
60500,2,-9688.0,-0.320264
60500,5,-8838.0,-0.292165
60500,7,-2918.5,-0.096479
60500,9,-14004.0,-0.462942
60600,2,-9704.0,-0.320264
60600,5,-8870.0,-0.292739
60600,7,-2938.5,-0.09698
60600,9,-14031.0,-0.463069
60700,2,-9714.0,-0.320066
60700,5,-8891.0,-0.292949
60700,7,-2964.5,-0.097677
60700,9,-13961.5,-0.460016
60800,2,-9732.0,-0.320132
60800,5,-8923.0,-0.29352
60800,7,-2977.0,-0.097928
60800,9,-13999.0,-0.460493
60900,2,-9751.5,-0.320246
60900,5,-8967.0,-0.294483
60900,7,-3008.0,-0.098785
60900,9,-14041.0,-0.461117
61000,2,-9769.5,-0.320311
61000,5,-8998.0,-0.295016
61000,7,-3040.5,-0.099689
61000,9,-14057.5,-0.460902
61100,2,-9791.0,-0.320491
61100,5,-8805.0,-0.288216
61100,7,-3057.0,-0.100065
61100,9,-14088.5,-0.461162
61200,2,-9808.5,-0.320539
61200,5,-8826.0,-0.288431
61200,7,-3090.0,-0.10098
61200,9,-14130.5,-0.461781
61300,2,-9814.5,-0.320212
61300,5,-8846.0,-0.288613
61300,7,-3115.5,-0.101648
61300,9,-14163.5,-0.462104
61400,2,-9832.5,-0.320277
61400,5,-8880.0,-0.289251
61400,7,-3143.0,-0.102378
61400,9,-14205.0,-0.462704
61500,2,-9836.0,-0.31987
61500,5,-8921.0,-0.290114
61500,7,-3169.5,-0.103073
61500,9,-14220.0,-0.462439
61600,2,-9854.5,-0.319951
61600,5,-8963.0,-0.291006
61600,7,-3188.5,-0.103523
61600,9,-14243.5,-0.462451
61700,2,-9870.0,-0.319935
61700,5,-9008.0,-0.291994
61700,7,-3225.5,-0.104554
61700,9,-14250.0,-0.461912
61800,2,-9893.0,-0.320162
61800,5,-9048.0,-0.292816
61800,7,-3257.0,-0.105405
61800,9,-14282.0,-0.462201
61900,2,-9908.5,-0.320145
61900,5,-9080.0,-0.293376
61900,7,-3293.0,-0.106397
61900,9,-14294.0,-0.461842
62000,2,-9929.0,-0.32029
62000,5,-9125.0,-0.294355
62000,7,-3307.5,-0.106694
62000,9,-14232.5,-0.459113
62100,2,-9935.5,-0.319984
62100,5,-9139.0,-0.294332
62100,7,-3341.0,-0.107601
62100,9,-14270.5,-0.459597
62200,2,-9948.0,-0.319871
62200,5,-9163.0,-0.29463
62200,7,-3377.5,-0.108601
62200,9,-14298.5,-0.459759
62300,2,-9965.0,-0.319904
62300,5,-9207.0,-0.29557
62300,7,-3406.0,-0.109342
62300,9,-14332.5,-0.460112
62400,2,-9968.5,-0.319503
62400,5,-9235.0,-0.295994
62400,7,-3423.0,-0.109712
62400,9,-14360.0,-0.460256
62500,2,-9981.0,-0.319392
62500,5,-9278.0,-0.296896
62500,7,-3453.5,-0.110512
62500,9,-14367.5,-0.45976
62600,2,-9988.5,-0.319121
62600,5,-9312.0,-0.297508
62600,7,-3485.5,-0.111358
62600,9,-14375.5,-0.459281
62700,2,-10007.5,-0.319219
62700,5,-9355.0,-0.298405
62700,7,-3500.5,-0.111659
