draw,plain_kino_1,plain_kino_2,plain_kino_3,plain_kino_4,plain_kino_5,plain_kino_6,plain_kino_7,plain_kino_8,plain_kino_9,plain_kino_10,plain_kino_11,plain_kino_12,para1_kino_2,para1_kino_3,para1_kino_4,para1_kino_5,para1_kino_6,para1_kino_7,para1_kino_8,para1_kino_9,parity_odd,parity_even,parity_draw,column_random
3385,-634.865,-542.934,-520.77,-536.174,-497.156,-466.344,-479.346,-493.296,-377.722,-466.832,-511.856,-494.168,-950.282,-1038.71,-1059.042,-970.216,-970.204,-991.046,-1085.396,-830.222,-346.3,-342.38,-315.14,-335.108
3386,-635.065,-543.136,-520.91,-536.286,-497.452,-466.606,-479.464,-493.564,-378.056,-467.128,-512.052,-494.432,-950.608,-1039.03,-1059.27,-970.652,-970.506,-989.864,-1086.164,-831.056,-346.388,-342.496,-315.232,-335.224
3387,-635.265,-543.278,-521.06,-536.386,-497.724,-466.842,-479.7,-493.832,-378.324,-467.256,-511.922,-492.808,-950.854,-1039.28,-1059.454,-970.944,-970.782,-990.6,-1086.932,-831.824,-346.508,-342.572,-315.34,-335.372
3388,-635.45,-543.414,-521.26,-536.696,-498.024,-467.188,-479.982,-494.212,-378.718,-467.624,-512.32,-493.212,-951.122,-1039.68,-1059.848,-971.384,-971.628,-991.382,-1087.812,-832.718,-346.612,-342.668,-315.44,-335.312
3389,-635.66,-543.55,-521.39,-536.996,-498.332,-467.352,-480.186,-494.564,-379.044,-467.92,-512.546,-493.468,-951.35,-1039.97,-1060.296,-971.832,-971.372,-992.086,-1088.664,-833.544,-346.728,-342.752,-315.54,-335.476
3390,-635.8,-543.696,-521.495,-537.058,-498.476,-467.5,-480.232,-494.708,-378.79,-467.74,-512.122,-493.322,-951.608,-1040.185,-1060.314,-971.636,-971.56,-992.632,-1089.308,-833.79,-346.84,-342.82,-315.68,-335.672
3391,-636.015,-543.866,-521.62,-537.354,-498.708,-467.742,-480.4,-494.936,-379.116,-468.08,-512.434,-493.672,-951.918,-1040.46,-1060.694,-971.768,-971.842,-993.3,-1090.036,-834.616,-346.976,-342.908,-315.732,-335.596
3392,-636.165,-543.992,-521.625,-537.474,-499.008,-467.808,-480.512,-495.112,-378.968,-468.188,-512.632,-493.942,-952.176,-1040.575,-1061.026,-972.208,-971.028,-993.912,-1090.712,-834.968,-347.084,-343.0,-315.832,-335.6
3393,-636.355,-544.146,-521.815,-537.59,-499.26,-468.124,-480.754,-495.368,-379.276,-468.3,-512.35,-491.942,-952.458,-1040.945,-1061.322,-972.48,-971.844,-994.654,-1091.468,-835.776,-347.208,-343.108,-315.868,-335.652
3394,-636.565,-544.242,-521.89,-537.716,-499.62,-468.506,-481.048,-495.756,-379.664,-468.66,-512.712,-492.22,-952.666,-1041.17,-1061.692,-973.1,-972.726,-995.448,-1092.356,-836.664,-347.336,-343.168,-315.992,-335.944
3395,-636.725,-544.38,-522.03,-537.834,-499.896,-468.778,-481.292,-495.98,-379.994,-468.86,-512.532,-490.498,-952.88,-1041.49,-1061.99,-973.396,-973.038,-996.192,-1093.08,-837.494,-347.416,-343.328,-316.012,-336.012
3396,-636.925,-544.53,-522.04,-537.914,-500.108,-469.004,-481.372,-496.184,-380.274,-469.128,-512.662,-490.656,-953.17,-1041.62,-1062.122,-973.508,-973.304,-994.972,-1093.784,-838.274,-347.5,-343.408,-316.184,-336.144
3397,-637.1,-544.66,-522.19,-538.008,-499.436,-469.06,-481.582,-496.508,-380.558,-469.256,-512.764,-490.566,-953.44,-1041.87,-1062.332,-972.856,-972.48,-995.682,-1094.608,-839.058,-347.544,-343.56,-316.292,-336.212
3398,-637.285,-544.824,-522.34,-537.938,-499.624,-469.326,-481.7,-496.78,-380.894,-469.624,-513.106,-490.924,-953.752,-1042.22,-1062.506,-972.824,-972.786,-994.5,-1095.38,-839.894,-347.672,-343.648,-316.36,-336.264
3399,-637.5,-545.04,-522.615,-538.272,-499.948,-469.726,-482.078,-497.18,-381.226,-469.784,-513.288,-491.04,-954.04,-1042.745,-1063.052,-973.288,-973.686,-995.378,-1096.28,-840.726,-347.752,-343.788,-316.42,-336.348
3400,-637.71,-545.262,-522.875,-538.624,-500.344,-470.05,-482.382,-497.556,-381.614,-470.176,-513.676,-491.382,-954.386,-1043.225,-1063.68,-974.064,-974.05,-996.182,-1097.156,-841.614,-347.868,-343.86,-316.544,-336.56
3401,-637.95,-545.446,-523.01,-538.922,-500.572,-470.09,-482.228,-495.768,-381.126,-470.08,-513.768,-491.618,-954.738,-1043.53,-1064.03,-974.192,-973.21,-992.928,-1087.468,-841.626,-347.992,-343.936,-316.644,-336.692
3402,-638.14,-545.64,-523.185,-539.268,-500.932,-470.388,-482.56,-496.144,-381.404,-470.352,-513.864,-491.752,-955.0,-1043.955,-1064.62,-974.812,-973.548,-993.76,-1088.344,-842.404,-348.116,-343.988,-316.792,-336.728
3403,-638.29,-545.782,-523.27,-539.546,-501.252,-470.604,-482.814,-496.348,-381.664,-470.476,-514.116,-492.09,-955.266,-1044.11,-1064.982,-975.392,-973.804,-994.514,-1089.048,-843.164,-348.156,-344.104,-316.98,-336.764
3404,-638.505,-545.92,-523.39,-539.678,-501.608,-470.964,-483.124,-496.68,-382.002,-470.664,-514.4,-492.41,-955.52,-1044.37,-1065.326,-976.008,-974.664,-995.324,-1089.88,-844.002,-348.264,-344.212,-317.048,-336.896
3405,-638.605,-546.024,-523.545,-539.774,-501.82,-471.086,-483.324,-496.752,-381.768,-470.6,-514.42,-492.52,-955.672,-1044.635,-1065.57,-976.12,-974.366,-996.024,-1090.452,-844.268,-348.332,-344.34,-317.156,-336.98
3406,-638.81,-546.17,-523.785,-539.876,-502.168,-471.386,-483.588,-497.064,-382.07,-470.888,-514.648,-492.748,-955.91,-1045.055,-1065.724,-976.848,-975.166,-996.788,-1091.264,-845.07,-348.428,-344.464,-317.216,-336.968
3407,-639.01,-546.372,-523.895,-539.618,-502.452,-471.704,-483.776,-497.24,-382.198,-470.968,-514.718,-492.802,-956.196,-1045.385,-1065.742,-977.152,-975.984,-997.476,-1091.94,-845.698,-348.536,-344.54,-317.348,-336.94
3408,-639.22,-546.552,-523.905,-539.902,-502.632,-471.688,-483.93,-497.516,-382.504,-471.148,-514.556,-492.774,-956.516,-1045.515,-1066.142,-977.112,-975.088,-998.13,-1092.716,-846.504,-348.628,-344.672,-317.4,-336.976
3409,-639.4,-546.698,-523.965,-540.222,-502.984,-471.958,-484.154,-497.772,-382.836,-471.464,-514.89,-493.126,-956.834,-1045.795,-1066.61,-977.724,-975.398,-998.854,-1093.472,-847.336,-348.696,-344.76,-317.588,-337.092
3410,-639.59,-546.836,-524.195,-540.528,-503.34,-472.306,-484.336,-497.896,-382.688,-471.496,-514.816,-492.696,-957.088,-1046.085,-1067.064,-978.46,-976.246,-999.536,-1094.096,-847.688,-348.824,-344.856,-317.64,-337.176
3411,-639.795,-547.04,-524.525,-540.872,-503.732,-472.694,-484.694,-498.268,-383.076,-471.86,-515.218,-493.118,-957.42,-1046.675,-1067.652,-979.232,-977.134,-1000.394,-1094.968,-848.576,-348.944,-344.96,-317.692,-337.34
3412,-639.975,-547.186,-524.65,-541.174,-503.948,-472.85,-484.744,-498.396,-382.932,-471.972,-515.362,-493.384,-957.698,-1046.95,-1068.07,-979.348,-976.87,-999.144,-1095.596,-848.932,-349.008,-345.088,-317.808,-337.424
3413,-640.15,-547.3,-524.74,-541.27,-503.344,-472.998,-484.574,-498.32,-383.012,-472.012,-515.47,-493.542,-957.92,-1047.12,-1068.346,-978.884,-976.598,-995.874,-1096.02,-849.512,-349.148,-345.192,-317.82,-337.62
3414,-640.325,-547.404,-524.94,-541.536,-503.6,-473.134,-484.7,-498.46,-383.17,-472.028,-515.504,-493.668,-958.072,-1047.32,-1068.728,-979.16,-976.314,-996.5,-1096.66,-850.17,-349.248,-345.288,-317.928,-337.736
3415,-640.45,-547.498,-524.97,-541.622,-503.096,-473.426,-484.992,-498.636,-383.066,-472.18,-515.674,-493.684,-958.294,-1047.51,-1068.898,-979.156,-976.646,-997.292,-1097.336,-850.566,-349.304,-345.432,-318.028,-337.948
3416,-640.6,-547.596,-525.05,-541.88,-503.336,-473.602,-485.0,-498.756,-383.13,-471.976,-515.64,-493.81,-958.488,-1047.65,-1069.208,-979.536,-976.862,-996.0,-1097.956,-851.13,-349.384,-345.536,-318.16,-338.144
3417,-640.83,-547.816,-525.33,-542.24,-503.656,-473.864,-485.066,-498.94,-383.066,-471.32,-515.362,-493.574,-958.848,-1048.19,-1069.876,-979.996,-977.164,-994.766,-1098.64,-851.566,-349.488,-345.656,-318.212,-338.084
3418,-641.02,-548.024,-525.62,-542.57,-504.044,-474.198,-485.236,-499.196,-383.326,-471.616,-515.632,-493.83,-959.232,-1048.66,-1070.514,-980.764,-977.998,-995.436,-1099.396,-852.326,-349.564,-345.764,-318.344,-338.072
3419,-641.235,-548.262,-525.9,-542.894,-504.324,-474.488,-485.406,-499.508,-383.35,-471.864,-515.514,-493.92,-959.626,-1049.1,-1070.986,-981.064,-978.328,-994.306,-1100.208,-852.85,-349.712,-345.836,-318.404,-338.172
3420,-641.395,-548.354,-525.92,-542.972,-504.56,-474.724,-485.584,-499.764,-383.656,-472.076,-515.734,-494.176,-959.862,-1049.26,-1071.244,-981.32,-979.064,-994.984,-1100.964,-853.656,-349.856,-345.928,-318.432,-338.24
3421,-641.56,-548.526,-526.0,-543.04,-504.676,-474.76,-485.368,-497.88,-383.17,-472.032,-515.328,-494.142,-960.118,-1049.5,-1071.268,-980.976,-978.22,-991.668,-1091.18,-853.67,-349.956,-346.048,-318.492,-338.372
3422,-641.765,-548.668,-526.15,-543.34,-505.016,-475.068,-485.568,-498.0,-383.448,-472.392,-515.704,-494.468,-960.404,-1049.75,-1071.716,-981.696,-979.028,-992.368,-1091.8,-854.448,-350.096,-346.2,-318.408,-338.456
3423,-641.95,-548.83,-526.195,-543.648,-505.38,-475.476,-485.938,-498.428,-383.866,-472.824,-516.13,-494.89,-960.69,-1049.885,-1072.172,-982.32,-979.936,-993.238,-1092.728,-855.366,-350.252,-346.252,-318.492,-338.668
3424,-642.16,-549.012,-526.315,-543.778,-504.82,-475.73,-486.176,-498.64,-384.17,-472.972,-516.214,-495.122,-961.036,-1050.245,-1072.482,-981.9,-980.23,-993.976,-1093.44,-856.17,-350.376,-346.332,-318.584,-338.72
3425,-642.33,-549.204,-526.525,-543.876,-505.136,-476.02,-486.46,-498.912,-384.514,-473.348,-516.51,-495.47,-961.312,-1050.675,-1072.76,-982.356,-980.56,-994.76,-1094.212,-857.014,-350.428,-346.46,-318.724,-338.868
3426,-642.515,-549.336,-526.735,-544.022,-505.528,-476.408,-486.78,-499.272,-384.852,-473.688,-516.824,-495.782,-961.528,-1051.005,-1073.246,-983.128,-981.448,-995.58,-1095.072,-857.852,-350.536,-346.536,-318.856,-338.92
3427,-642.66,-549.488,-526.82,-544.088,-505.864,-476.732,-486.988,-499.572,-385.072,-473.78,-516.982,-495.8,-961.764,-1051.16,-1073.364,-983.844,-982.272,-996.288,-1095.872,-858.572,-350.588,-346.672,-318.98,-339.084
3428,-642.86,-549.668,-527.105,-544.236,-506.176,-477.042,-487.278,-499.844,-385.422,-474.092,-517.22,-496.118,-962.064,-1051.615,-1073.724,-984.296,-983.082,-997.078,-1096.644,-859.422,-350.66,-346.784,-319.112,-339.104
3429,-643.065,-549.852,-527.38,-544.532,-506.508,-477.26,-487.334,-500.104,-385.724,-474.376,-517.438,-496.408,-962.336,-1052.14,-1074.136,-984.888,-983.34,-995.834,-1097.404,-860.224,-350.772,-346.888,-319.18,-339.22
3430,-643.205,-550.044,-527.6,-544.836,-506.876,-477.59,-487.572,-500.376,-385.672,-474.572,-517.272,-496.454,-962.612,-1052.5,-1074.652,-985.636,-984.17,-996.572,-1098.176,-860.672,-350.912,-346.964,-319.248,-339.304
3431,-643.35,-550.142,-527.675,-544.742,-506.244,-477.71,-487.788,-500.724,-385.912,-474.728,-517.398,-496.704,-962.786,-1052.725,-1074.802,-985.024,-983.87,-997.288,-1099.024,-861.412,-350.98,-347.136,-319.268,-339.324
3432,-643.555,-550.318,-527.835,-544.862,-506.476,-477.914,-487.982,-500.96,-386.242,-475.064,-517.656,-497.014,-963.094,-1053.105,-1075.07,-985.156,-984.114,-997.982,-1099.76,-862.242,-351.028,-347.252,-319.44,-339.488
3433,-643.73,-550.496,-528.07,-544.79,-506.608,-478.218,-488.238,-501.292,-386.576,-475.396,-517.998,-497.394,-963.388,-1053.51,-1075.21,-984.828,-984.918,-998.738,-1100.592,-863.076,-351.132,-347.38,-319.476,-339.54
3434,-643.905,-550.664,-528.33,-544.938,-506.884,-478.47,-488.488,-501.564,-386.476,-475.584,-517.826,-497.404,-963.652,-1053.99,-1075.634,-985.124,-985.21,-999.488,-1101.364,-863.476,-351.248,-347.492,-319.52,-339.656
3435,-644.1,-550.778,-528.185,-544.782,-506.912,-478.326,-488.548,-501.596,-386.304,-474.68,-517.522,-497.338,-963.874,-1053.955,-1075.37,-984.572,-983.726,-1000.048,-1101.896,-863.804,-351.28,-347.656,-319.628,-339.756
3436,-644.325,-550.912,-528.305,-544.878,-506.328,-475.376,-488.43,-499.828,-386.232,-474.812,-517.71,-497.556,-964.196,-1054.215,-1075.55,-984.128,-980.816,-996.83,-1092.228,-864.232,-351.372,-347.764,-319.728,-339.872
3437,-644.5,-551.078,-528.505,-545.188,-506.6,-475.652,-488.754,-500.192,-386.578,-475.176,-518.066,-497.87,-964.474,-1054.615,-1075.944,-984.42,-981.132,-997.654,-1093.092,-865.078,-351.452,-347.892,-319.812,-339.972
3438,-644.68,-551.232,-528.565,-545.258,-506.8,-475.8,-488.812,-500.256,-386.782,-475.26,-518.282,-498.116,-964.736,-1054.795,-1076.034,-984.52,-981.32,-998.212,-1093.656,-865.782,-351.552,-348.032,-319.832,-340.024
3439,-644.91,-551.44,-528.69,-545.402,-507.128,-476.05,-488.814,-500.396,-387.032,-475.428,-518.348,-498.076,-965.08,-1055.17,-1076.486,-985.108,-981.61,-996.914,-1094.296,-866.532,-351.648,-348.1,-320.004,-340.044
3440,-645.11,-551.578,-528.79,-545.466,-507.284,-476.332,-489.042,-500.624,-387.358,-475.74,-518.64,-498.388,-965.394,-1055.37,-1076.506,-985.044,-982.392,-997.642,-1095.024,-867.358,-351.76,-348.208,-320.064,-340.208
3441,-645.28,-551.69,-528.94,-545.746,-507.544,-476.57,-489.28,-500.944,-387.646,-475.976,-518.938,-498.732,-965.57,-1055.62,-1076.838,-985.324,-982.67,-998.38,-1095.844,-868.146,-351.864,-348.324,-320.124,-340.26
3442,-645.48,-551.85,-529.12,-545.856,-507.772,-476.818,-489.564,-501.304,-387.994,-476.308,-519.276,-499.058,-965.81,-1055.96,-1077.032,-985.452,-982.958,-999.164,-1096.704,-868.994,-351.96,-348.436,-320.208,-340.488
3443,-645.655,-552.032,-529.38,-546.004,-508.164,-477.096,-489.874,-501.616,-388.27,-476.596,-519.578,-499.462,-966.076,-1056.44,-1077.488,-986.224,-983.276,-999.974,-1097.516,-869.77,-352.0,-348.584,-320.332,-340.748
3444,-645.83,-552.206,-529.635,-546.302,-508.412,-477.33,-490.126,-501.86,-388.502,-476.708,-519.394,-499.472,-966.378,-1056.805,-1077.87,-986.492,-983.55,-1000.726,-1098.26,-870.502,-352.092,-348.656,-320.504,-340.864
3445,-646.015,-552.346,-529.755,-546.588,-508.704,-477.46,-490.314,-502.132,-388.798,-476.96,-519.494,-499.626,-966.618,-1057.065,-1078.24,-986.924,-983.26,-1001.414,-1099.032,-871.298,-352.192,-348.764,-320.588,-340.98
3446,-646.265,-552.614,-530.0,-546.956,-509.068,-477.852,-490.674,-502.46,-389.084,-477.016,-519.632,-499.846,-967.042,-1057.6,-1078.884,-987.548,-984.152,-1002.274,-1099.86,-872.084,-352.308,-348.876,-320.632,-341.144
3447,-646.41,-552.756,-530.07,-547.068,-509.372,-478.118,-490.984,-502.812,-389.3,-477.004,-519.79,-500.068,-967.268,-1057.81,-1079.176,-987.992,-984.458,-1003.084,-1100.712,-872.8,-352.456,-348.964,-320.66,-341.276
3448,-646.655,-552.924,-530.35,-547.416,-509.772,-478.538,-491.33,-503.26,-389.746,-477.44,-520.198,-500.422,-967.592,-1058.35,-1079.736,-988.772,-985.378,-1003.93,-1101.66,-873.746,-352.584,-349.04,-320.752,-341.248
3449,-646.835,-553.02,-530.23,-546.884,-509.88,-478.696,-491.536,-503.548,-390.032,-477.732,-520.388,-500.406,-967.82,-1058.39,-1079.192,-988.54,-985.576,-1004.636,-1102.448,-874.532,-352.668,-349.148,-320.868,-341.396
3450,-647.01,-553.184,-530.33,-546.768,-509.28,-478.882,-491.634,-503.808,-390.274,-477.688,-520.416,-500.564,-968.152,-1058.59,-1079.128,-988.2,-985.802,-1005.234,-1103.208,-875.274,-352.736,-349.232,-321.064,-341.416
3451,-647.205,-553.322,-530.565,-547.078,-509.652,-479.22,-491.912,-504.152,-390.578,-477.892,-520.466,-500.518,-968.366,-1058.995,-1079.586,-988.952,-986.64,-1006.012,-1104.052,-876.078,-352.864,-349.276,-321.22,-341.42
3452,-647.345,-553.43,-530.59,-547.352,-509.984,-479.544,-492.236,-504.468,-390.926,-478.208,-520.79,-500.824,-968.57,-1059.17,-1079.944,-989.544,-987.464,-1006.836,-1104.868,-876.926,-352.968,-349.432,-321.2,-341.472
3453,-647.49,-553.556,-530.735,-547.434,-509.412,-479.74,-492.506,-504.772,-391.282,-478.584,-521.184,-501.186,-968.808,-1059.405,-1080.174,-989.232,-987.24,-1007.606,-1105.672,-877.782,-353.084,-349.492,-321.348,-341.524
3454,-647.69,-553.73,-530.915,-547.526,-509.692,-479.898,-492.6,-505.016,-391.542,-478.768,-521.236,-501.28,-969.09,-1059.745,-1080.446,-989.652,-987.438,-1008.2,-1106.416,-878.542,-353.224,-349.56,-321.432,-341.672
3455,-647.855,-553.878,-531.015,-547.818,-510.008,-480.218,-492.814,-505.128,-391.36,-478.816,-521.366,-501.52,-969.334,-1059.945,-1080.854,-990.228,-988.258,-1008.914,-1107.028,-878.86,-353.284,-349.688,-321.556,-341.836
3456,-648.06,-554.062,-531.235,-547.736,-510.264,-480.55,-493.102,-505.476,-391.654,-479.084,-521.61,-501.564,-969.646,-1060.305,-1080.952,-990.384,-989.09,-1009.702,-1107.876,-879.654,-353.412,-349.744,-321.688,-342.048
3457,-648.275,-554.264,-531.43,-548.084,-510.668,-480.866,-493.416,-505.708,-391.97,-479.216,-521.856,-501.848,-969.992,-1060.69,-1081.544,-991.168,-989.446,-1010.516,-1108.608,-880.47,-353.528,-349.892,-321.66,-342.068
3458,-648.475,-554.44,-531.62,-548.426,-511.1,-481.228,-493.732,-506.084,-392.312,-479.588,-522.248,-502.208,-970.3,-1061.16,-1082.098,-992.1,-990.308,-1011.332,-1109.484,-881.312,-353.684,-349.972,-321.688,-342.2
3459,-648.735,-554.668,-531.86,-548.742,-511.504,-481.616,-494.078,-506.464,-392.71,-479.936,-522.458,-502.276,-970.664,-1061.58,-1082.53,-993.004,-991.196,-1012.178,-1110.364,-882.21,-353.784,-350.008,-321.916,-342.284
3460,-648.85,-554.808,-531.965,-549.002,-511.824,-481.926,-494.39,-506.784,-393.042,-480.224,-522.674,-502.56,-970.884,-1061.795,-1082.81,-993.584,-992.006,-1012.99,-1111.184,-883.042,-353.88,-350.124,-321.992,-342.32
3461,-649.045,-554.98,-532.1,-549.272,-512.064,-482.218,-494.654,-507.02,-393.244,-480.44,-522.772,-502.198,-971.22,-1062.1,-1083.1,-993.844,-992.798,-1013.754,-1111.92,-883.744,-353.964,-350.26,-322.052,-342.404
3462,-649.24,-555.146,-532.24,-549.576,-512.424,-482.48,-494.876,-507.3,-393.488,-480.48,-522.716,-502.32,-971.518,-1062.42,-1083.552,-994.584,-993.1,-1014.476,-1112.7,-884.488,-354.084,-350.372,-322.088,-342.408
3463,-649.385,-555.278,-532.395,-549.908,-512.828,-482.854,-495.174,-507.66,-393.878,-480.896,-523.062,-502.63,-971.774,-1062.685,-1084.16,-995.368,-993.974,-1015.274,-1113.56,-885.378,-354.168,-350.464,-322.236,-342.652
3464,-649.54,-555.476,-532.57,-550.012,-512.316,-483.08,-495.362,-507.816,-394.044,-480.864,-523.16,-502.78,-972.068,-1063.01,-1084.412,-995.236,-994.24,-1015.962,-1114.216,-886.044,-354.248,-350.556,-322.392,-342.736
3465,-649.745,-555.676,-532.78,-550.12,-512.56,-483.304,-495.344,-507.884,-394.182,-480.996,-523.168,-502.864,-972.368,-1063.34,-1084.7,-995.5,-994.504,-1014.644,-1114.784,-886.682,-354.376,-350.6,-322.548,-342.756
3466,-649.975,-555.836,-533.115,-550.458,-512.892,-483.666,-495.62,-508.044,-394.458,-481.276,-523.504,-503.176,-972.668,-1063.845,-1085.314,-996.092,-995.366,-1015.42,-1115.444,-887.458,-354.508,-350.648,-322.688,-342.744
3467,-650.16,-556.004,-533.27,-550.202,-513.16,-483.974,-495.896,-508.36,-394.744,-481.48,-523.324,-503.122,-972.972,-1064.21,-1085.334,-996.38,-996.174,-1016.196,-1116.26,-888.244,-354.608,-350.772,-322.74,-342.908
3468,-650.345,-556.144,-533.33,-550.302,-513.444,-484.28,-496.186,-508.596,-395.086,-481.8,-523.666,-503.434,-973.252,-1064.39,-1085.582,-996.804,-996.98,-1016.986,-1116.996,-889.086,-354.736,-350.872,-322.784,-343.056
3469,-650.575,-556.34,-533.615,-550.664,-513.836,-484.674,-496.546,-508.98,-395.438,-482.064,-523.99,-503.814,-973.58,-1064.845,-1086.22,-997.576,-997.874,-1017.846,-1117.88,-889.938,-354.84,-350.976,-322.868,-343.14
3470,-650.76,-556.522,-533.705,-550.764,-514.132,-484.97,-496.61,-509.112,-395.64,-482.12,-524.01,-504.058,-973.906,-1065.115,-1086.436,-998.012,-998.67,-1018.41,-1118.512,-890.64,-354.972,-351.036,-322.984,-343.064
3471,-650.945,-556.704,-534.005,-551.09,-514.484,-485.316,-496.94,-509.448,-395.946,-482.4,-524.348,-504.41,-974.232,-1065.515,-1086.91,-998.624,-999.516,-1019.24,-1119.348,-891.446,-355.04,-351.184,-323.052,-343.148
3472,-651.135,-556.854,-534.1,-551.34,-514.644,-485.476,-497.116,-509.74,-396.176,-482.664,-524.536,-504.336,-974.502,-1065.7,-1087.148,-998.564,-999.716,-1019.916,-1120.14,-892.176,-355.156,-351.308,-323.072,-343.152
3473,-651.38,-557.048,-534.33,-551.65,-514.94,-485.75,-497.394,-510.084,-396.48,-483.012,-524.87,-504.648,-974.844,-1066.09,-1087.606,-999.0,-1000.03,-1020.694,-1120.984,-892.98,-355.268,-351.376,-323.212,-343.236
3474,-651.545,-557.234,-534.54,-551.786,-514.34,-485.918,-497.644,-510.412,-396.828,-483.36,-525.182,-505.012,-975.142,-1066.52,-1088.018,-998.54,-999.778,-1021.444,-1121.812,-893.828,-355.36,-351.468,-323.344,-343.352
3475,-651.765,-557.398,-534.595,-551.688,-514.652,-486.25,-497.924,-510.716,-397.086,-483.648,-525.342,-505.208,-975.394,-1066.685,-1088.068,-998.992,-1000.61,-1022.224,-1122.616,-894.586,-355.452,-351.556,-323.484,-343.5
3476,-651.955,-557.564,-534.735,-551.798,-514.924,-486.41,-498.084,-510.704,-397.206,-483.632,-525.394,-504.886,-975.692,-1067.005,-1088.358,-999.404,-1000.35,-1022.884,-1123.104,-895.206,-355.604,-351.608,-323.576,-343.664
3477,-652.18,-557.77,-534.915,-551.914,-514.416,-486.69,-498.348,-511.036,-397.518,-483.98,-525.714,-505.278,-976.01,-1067.345,-1088.686,-999.276,-1000.67,-1023.648,-1123.936,-896.018,-355.732,-351.708,-323.62,-343.668
3478,-652.345,-557.934,-535.085,-552.02,-514.736,-486.87,-498.56,-511.18,-397.302,-483.788,-525.788,-505.536,-976.242,-1067.655,-1088.972,-999.736,-1000.43,-1024.36,-1124.58,-896.302,-355.876,-351.764,-323.72,-343.784
3479,-652.61,-558.126,-535.165,-552.312,-515.02,-487.196,-498.792,-511.496,-397.664,-484.116,-525.986,-505.83,-976.598,-1067.895,-1089.348,-1000.16,-1001.256,-1025.092,-1125.396,-897.164,-355.996,-351.856,-323.796,-343.804
3480,-652.77,-558.2,-535.095,-552.166,-513.552,-487.274,-498.976,-511.736,-397.884,-484.344,-526.244,-506.086,-976.82,-1067.885,-1089.158,-999.072,-1000.914,-1025.776,-1126.136,-897.884,-356.092,-351.996,-323.824,-343.952
3481,-652.925,-558.35,-535.22,-552.236,-513.884,-487.584,-499.246,-512.044,-398.166,-484.604,-526.484,-506.374,-977.03,-1068.16,-1089.344,-999.784,-1001.724,-1026.546,-1126.944,-898.666,-356.16,-352.124,-323.932,-343.988
3482,-653.095,-558.574,-535.41,-552.358,-513.288,-487.838,-499.344,-512.2,-398.052,-484.488,-526.118,-506.34,-977.362,-1068.53,-1089.646,-999.328,-1002.018,-1025.344,-1127.6,-899.052,-356.244,-352.24,-324.032,-344.152
3483,-653.31,-558.77,-535.57,-552.474,-513.66,-488.122,-499.618,-512.432,-398.318,-484.776,-526.292,-506.546,-977.69,-1068.81,-1090.038,-1000.08,-1002.802,-1026.118,-1128.332,-899.818,-356.38,-352.34,-324.06,-344.204
3484,-653.5,-558.956,-535.795,-552.808,-514.092,-488.488,-499.92,-512.768,-398.642,-485.088,-526.512,-506.824,-978.028,-1069.285,-1090.616,-1001.012,-1003.668,-1026.92,-1129.168,-900.642,-356.46,-352.456,-324.168,-344.128
3485,-653.665,-559.126,-536.015,-553.108,-514.372,-488.614,-499.936,-512.9,-398.896,-485.384,-526.778,-506.76,-978.278,-1069.645,-1090.968,-1001.432,-1003.374,-1025.636,-1129.8,-901.396,-356.544,-352.548,-324.316,-344.244
3486,-653.855,-559.312,-536.065,-553.394,-514.776,-488.994,-500.256,-513.296,-399.306,-485.76,-527.108,-507.132,-978.556,-1069.895,-1091.338,-1002.336,-1004.254,-1026.456,-1130.696,-902.306,-356.628,-352.66,-324.424,-344.248
3487,-654.055,-559.494,-536.33,-553.75,-515.084,-489.304,-500.486,-513.624,-399.656,-486.108,-527.41,-507.492,-978.882,-1070.39,-1091.938,-1002.784,-1005.064,-1027.186,-1131.524,-903.156,-356.676,-352.764,-324.62,-344.412
3488,-654.25,-559.704,-536.56,-553.882,-514.58,-486.34,-500.46,-511.82,-399.502,-486.172,-527.616,-507.784,-979.232,-1070.78,-1092.314,-1002.66,-1002.14,-1025.86,-1121.82,-903.502,-356.744,-352.876,-324.76,-344.576
3489,-654.37,-559.786,-536.43,-554.162,-514.84,-486.492,-500.65,-512.16,-399.876,-486.54,-527.962,-508.118,-979.398,-1070.79,-1092.678,-1002.94,-1001.872,-1026.55,-1122.66,-904.376,-356.848,-352.984,-324.836,-344.756
3490,-654.53,-559.954,-536.72,-554.472,-515.104,-486.728,-500.748,-512.448,-399.858,-485.856,-527.828,-508.15,-979.682,-1071.26,-1093.136,-1003.224,-1002.148,-1025.348,-1123.448,-904.858,-356.948,-353.096,-324.912,-344.808
3491,-654.75,-560.15,-537.01,-554.746,-515.252,-486.996,-500.974,-512.74,-400.142,-486.04,-527.886,-508.372,-980.01,-1071.73,-1093.334,-1003.032,-1002.916,-1026.074,-1124.24,-905.642,-357.08,-353.184,-324.972,-344.844
3492,-654.96,-560.318,-537.035,-554.61,-515.408,-487.008,-501.186,-512.988,-400.444,-486.412,-528.226,-508.77,-980.334,-1071.905,-1093.154,-1002.968,-1002.048,-1026.786,-1124.988,-906.444,-357.164,-353.316,-325.04,-344.976
