draw,plain_kino_1,plain_kino_2,plain_kino_3,plain_kino_4,plain_kino_5,plain_kino_6,plain_kino_7,plain_kino_8,plain_kino_9,plain_kino_10,plain_kino_11,plain_kino_12,para1_kino_2,para1_kino_3,para1_kino_4,para1_kino_5,para1_kino_6,para1_kino_7,para1_kino_8,para1_kino_9,parity_odd,parity_even,parity_draw,column_random
1,-0.22,-0.17,-0.14,-0.304,-0.28,-0.202,-0.202,-0.328,-0.31,-0.328,-0.358,-0.312,-0.27,-0.22,-0.516,-0.42,-0.242,-0.702,-0.828,-0.81,-0.112,-0.1,-0.076,-0.084
2,-0.39,-0.372,-0.305,-0.636,-0.62,-0.54,-0.464,-0.632,-0.624,-0.656,-0.684,-0.638,-0.556,-0.615,-1.092,-1.02,-1.08,-1.464,-1.632,-1.624,-0.244,-0.192,-0.128,-0.28
3,-0.605,-0.558,-0.45,-0.762,-0.916,-0.792,-0.502,-0.836,-0.86,-0.928,-0.994,-0.914,-0.874,-0.95,-1.43,-1.456,-1.372,-0.202,-2.336,-2.36,-0.344,-0.28,-0.252,-0.156
4,-0.8,-0.666,-0.59,-1.026,-1.268,-1.122,-0.798,-1.18,-1.186,-1.208,-1.258,-1.246,-1.138,-1.17,-1.682,-2.188,-2.202,-0.998,-3.18,-3.186,-0.488,-0.32,-0.384,-0.16
5,-0.91,-0.762,-0.69,-1.08,-1.46,-1.232,-0.838,0.564,-1.008,-1.184,-1.152,-1.08,-1.306,-1.37,-1.692,-2.28,-1.892,0.262,6.464,-3.508,-0.588,-0.432,-0.46,-0.212
6,-1.065,-0.932,-0.975,-1.398,-1.864,-1.584,-1.094,0.272,-1.326,-1.548,-1.48,-1.412,-1.576,-1.825,-2.19,-3.184,-2.744,-0.494,5.672,-4.326,-0.732,-0.504,-0.528,-0.376
7,-1.31,-1.088,-1.005,-1.316,-2.1,-1.812,-1.286,0.064,-1.602,-1.824,-1.726,-1.718,-1.864,-2.015,-2.288,-3.44,-3.012,-1.186,4.964,-5.102,-0.904,-0.56,-0.572,-0.588
8,-1.51,-1.264,-1.335,-1.66,-2.488,-2.042,-1.374,-0.144,-1.814,-1.756,-1.436,-1.404,-2.172,-2.505,-2.94,-4.208,-3.282,0.026,4.256,-5.814,-1.0,-0.688,-0.624,-0.656
9,-1.705,-1.424,-1.38,-1.958,-2.784,-2.262,-1.584,-0.448,-2.108,-1.996,-1.576,-1.34,-2.452,-2.74,-3.29,-4.644,-3.542,-0.684,3.452,-6.608,-1.152,-0.744,-0.708,-0.772
10,-1.88,-1.586,-1.58,-1.884,-2.216,-2.4,-1.772,-0.8,-2.478,-2.276,-1.784,-1.646,-2.718,-3.14,-3.428,-4.336,-3.26,-1.372,2.6,-7.478,-1.256,-0.836,-0.816,-0.872
11,-2.005,-1.674,-1.55,-1.588,-1.536,0.686,-1.584,1.088,-2.308,-2.2,-1.462,-1.638,-2.922,-3.25,-3.216,-3.556,0.246,1.916,12.388,-7.808,-1.368,-0.952,-0.86,-1.004
12,-2.175,-1.858,-1.88,-1.942,-1.944,0.35,-1.94,0.7,-2.656,-2.516,-1.824,-1.942,-3.254,-3.74,-3.846,-4.344,-0.13,1.06,11.5,-8.656,-1.492,-1.056,-0.904,-1.12
13,-2.32,-2.002,-2.03,-2.25,-2.264,0.152,-2.178,0.388,-2.908,-2.704,-1.904,-2.114,-3.526,-4.09,-4.334,-4.924,-0.368,0.322,10.688,-9.408,-1.56,-1.148,-1.084,-1.22
14,-2.515,-2.168,-2.34,-2.544,-2.504,-0.122,-2.374,0.2,-2.788,-2.712,-1.628,-0.342,-3.824,-4.52,-4.744,-5.184,-1.142,-0.374,10.0,-9.788,-1.66,-1.244,-1.192,-1.224
15,-2.65,-2.3,-2.595,-2.842,-2.764,-0.372,-2.586,0.0,-3.018,-2.88,-1.88,-0.602,-4.06,-4.885,-5.222,-5.584,-1.892,-1.086,9.3,-10.518,-1.788,-1.356,-1.212,-1.34
16,-2.86,-2.506,-2.775,-2.784,-3.028,-0.572,-2.792,-0.236,-3.302,-3.2,-2.188,-0.888,-4.418,-5.325,-5.376,-5.868,-2.132,-1.792,8.564,-11.302,-1.904,-1.396,-1.4,-1.472
17,-3.105,-2.676,-2.935,-3.094,-3.444,-0.964,-3.148,-0.608,-3.63,-3.512,-2.46,-1.224,-4.748,-5.605,-5.834,-6.784,-3.024,-2.648,7.692,-12.13,-1.988,-1.544,-1.436,-1.54
18,-3.32,-2.838,-3.12,-3.378,-3.616,-1.148,-3.198,1.172,-3.514,-3.504,-2.452,-1.364,-5.074,-5.96,-6.138,-6.736,-3.248,-1.398,17.372,-12.514,-2.056,-1.656,-1.576,-1.688
19,-3.47,-3.018,-3.2,-3.482,-3.952,-1.41,-3.452,0.852,-3.828,-3.712,-2.676,-1.648,-5.354,-6.2,-6.358,-7.332,-3.55,-2.152,16.552,-13.328,-2.184,-1.716,-1.7,-1.804
20,-3.665,-3.204,-3.375,-3.588,-4.168,-1.426,-3.226,2.736,3.998,16.244,0.112,0.088,-5.672,-6.525,-6.612,-7.448,-2.686,1.174,26.336,33.998,-2.28,-1.84,-1.76,-1.856
21,-3.875,-3.332,-3.545,-3.702,-3.564,-1.666,-3.45,2.404,3.656,15.924,-0.24,-0.232,-5.936,-6.835,-6.938,-6.984,-2.966,0.45,25.504,33.156,-2.392,-1.928,-1.86,-2.052
22,-4.04,-3.476,-3.74,-4.008,-3.924,-2.012,-3.678,2.068,3.366,15.696,-0.458,-0.5,-6.188,-7.22,-7.328,-7.724,-3.812,-0.278,24.668,32.366,-2.48,-2.044,-1.952,-2.248
23,-4.21,-3.576,-3.745,-4.054,-3.956,-2.244,-3.832,1.94,3.222,15.54,-0.346,-0.63,-6.408,-7.335,-7.202,-7.176,-4.544,-0.932,24.04,31.722,-2.608,-2.112,-2.06,-2.38
24,-4.4,-3.65,-3.73,-4.13,-4.056,-2.422,-3.982,1.744,2.958,15.268,-0.676,-0.994,-6.65,-7.39,-7.33,-6.816,-4.762,-1.582,23.344,30.958,-2.772,-2.212,-2.032,-2.368
25,-4.64,-3.834,-3.82,-4.428,-4.308,-2.536,-4.204,1.476,2.762,15.124,-0.81,-1.216,-7.002,-7.66,-7.68,-7.088,-4.456,-2.304,22.576,30.262,-2.944,-2.228,-2.156,-2.34
26,-4.84,-3.984,-3.99,-4.734,-4.648,-2.822,-4.448,1.372,2.918,15.116,-1.014,-1.494,-7.332,-7.97,-8.198,-7.688,-4.782,-3.048,21.972,29.918,-3.04,-2.308,-2.304,-2.44
27,-5.01,-4.126,-4.07,-4.982,-4.888,-3.032,-4.64,1.28,2.716,14.928,-1.02,-1.318,-7.598,-8.11,-8.434,-8.068,-5.492,-3.74,21.38,29.216,-3.124,-2.42,-2.412,-2.668
28,-5.215,-4.284,-4.18,-5.078,-5.104,-3.332,-4.904,1.044,2.402,14.56,-1.362,-1.682,-7.832,-8.34,-8.678,-8.184,-6.292,-4.504,20.644,28.402,-3.192,-2.528,-2.56,-2.784
29,-5.39,-4.43,-4.18,-5.136,-5.296,-3.63,-5.044,0.848,2.164,14.488,-1.548,-1.74,-8.09,-8.44,-8.724,-8.276,-7.09,-5.144,19.948,27.664,-3.312,-2.62,-2.636,-2.788
30,-5.55,-4.55,-4.335,-5.254,-5.62,-3.744,-5.04,0.736,2.374,14.564,-1.638,-1.69,-8.29,-8.705,-9.118,-8.86,-6.784,-3.84,19.336,27.374,-3.424,-2.712,-2.728,-2.872
31,-5.765,-4.71,-4.405,-5.54,-5.848,-3.898,-4.874,0.628,2.462,14.38,-1.406,-1.658,-8.57,-8.915,-9.456,-8.988,-6.518,-0.574,18.728,26.962,-3.48,-2.852,-2.836,-3.132
32,-5.9,-4.852,-4.55,-5.664,-6.148,-4.082,-4.948,0.484,2.558,14.312,-1.54,-1.854,-8.816,-9.25,-9.856,-9.428,-6.282,0.652,18.084,26.558,-3.6,-2.9,-3.0,-3.184
33,-6.085,-5.004,-4.69,-5.97,-6.412,-4.272,-5.196,0.348,2.294,14.136,-1.742,-2.112,-9.092,-9.57,-10.278,-9.712,-6.052,-0.096,17.448,25.794,-3.764,-2.94,-3.092,-3.3
34,-6.265,-5.18,-4.785,-5.49,-4.864,-1.31,-5.268,2.016,2.356,13.972,-1.88,-2.392,-9.4,-9.855,-10.01,-8.184,-3.13,1.132,27.016,25.356,-3.9,-3.024,-3.152,-3.336
35,-6.45,-5.294,-4.74,-5.59,-5.104,-1.578,-5.52,1.764,2.114,13.864,-2.008,-2.628,-9.642,-9.92,-10.258,-8.444,-3.898,0.38,26.264,24.614,-4.024,-3.06,-3.332,-3.516
36,-6.645,-5.468,-4.94,-5.738,-5.404,-1.804,-5.574,1.54,1.856,13.668,-2.26,-2.844,-9.924,-10.32,-10.714,-8.884,-4.164,1.626,25.54,23.856,-4.192,-3.124,-3.368,-3.68
37,-6.81,-5.586,-5.06,-5.676,-5.724,-2.154,-5.85,1.236,1.596,13.372,-2.486,-3.162,-10.158,-10.58,-10.96,-9.344,-5.014,0.85,24.736,23.096,-4.288,-3.212,-3.5,-3.78
38,-6.96,-5.708,-5.175,-5.968,-5.94,-2.354,-6.048,0.956,1.682,13.28,-2.558,-3.294,-10.384,-10.825,-11.336,-9.46,-5.254,0.152,23.956,22.682,-4.38,-3.3,-3.64,-3.848
39,-7.12,-5.836,-5.3,-6.23,-6.176,-2.474,-6.084,0.72,1.73,13.924,-2.32,-3.272,-10.628,-11.1,-11.65,-9.716,-4.954,1.416,23.22,22.23,-4.484,-3.38,-3.772,-3.852
40,-7.3,-5.968,-5.315,-6.112,-4.624,0.568,-6.056,0.608,1.522,13.744,-2.434,-3.288,-10.884,-11.245,-11.584,-8.184,-1.952,2.744,22.608,21.522,-4.608,-3.444,-3.896,-3.84
41,-7.47,-6.09,-5.415,-6.406,-4.912,0.398,-6.14,0.38,1.636,13.632,-2.622,-3.598,-11.11,-11.445,-12.058,-8.612,-1.702,3.96,21.88,21.136,-4.704,-3.556,-3.98,-4.004
42,-7.665,-6.2,-5.34,-6.29,-3.416,3.35,3.566,2.044,9.34,33.28,27.032,1.064,-11.38,-11.52,-11.962,-7.256,1.21,13.166,31.444,68.34,-4.828,-3.696,-3.952,-4.136
43,-7.86,-6.384,-5.46,-6.586,-3.712,3.116,3.536,1.764,9.052,33.012,26.786,0.798,-11.712,-11.78,-12.406,-7.692,0.936,14.436,30.664,67.552,-4.948,-3.796,-4.012,-4.204
44,-8.055,-6.558,-5.64,-6.91,-4.092,2.836,3.282,1.412,8.71,32.736,26.476,0.444,-11.994,-12.12,-12.974,-8.452,0.616,13.682,29.812,66.71,-5.036,-3.904,-4.12,-4.432
45,-8.225,-6.704,-5.79,-7.03,-4.428,2.48,2.976,1.06,8.402,32.496,26.26,0.134,-12.252,-12.47,-13.242,-9.048,-0.24,12.876,28.96,65.902,-5.16,-3.988,-4.204,-4.516
46,-8.375,-6.85,-5.765,-7.142,-4.732,2.134,2.702,0.816,8.138,32.312,26.132,-0.058,-12.47,-12.595,-13.534,-9.612,-1.086,12.102,28.216,65.138,-5.272,-4.052,-4.352,-4.696
47,-8.56,-7.036,-5.94,-7.476,-5.112,1.784,2.362,0.476,7.772,31.936,25.752,-0.458,-12.788,-13.02,-14.08,-10.372,-1.936,11.262,27.376,64.272,-5.408,-4.12,-4.444,-4.844
48,-8.74,-7.182,-6.085,-7.56,-4.536,1.642,2.2,0.32,7.51,31.736,25.574,-0.452,-13.046,-13.355,-14.184,-10.056,-1.658,10.6,26.72,63.51,-5.504,-4.216,-4.56,-5.024
49,-8.935,-7.386,-6.28,-7.698,-4.816,1.308,1.856,-0.072,7.108,31.412,25.25,-0.792,-13.398,-13.74,-14.534,-10.356,-2.492,9.756,25.828,62.608,-5.6,-4.312,-4.676,-5.14
50,-9.115,-7.55,-6.41,-7.996,-5.068,1.006,1.634,-0.32,6.878,31.484,25.504,-0.796,-13.69,-14.03,-14.916,-10.628,-3.294,9.034,25.08,61.878,-5.708,-4.424,-4.736,-5.208
51,-9.39,-7.748,-6.525,-8.328,-5.42,0.696,1.312,-0.664,6.534,31.164,25.212,-1.104,-14.044,-14.375,-15.428,-11.36,-4.104,8.212,24.236,61.034,-5.816,-4.536,-4.796,-5.356
52,-9.605,-7.936,-6.635,-8.436,-5.584,0.526,1.27,-0.792,6.666,31.032,25.596,-1.008,-14.388,-14.605,-15.716,-11.304,-4.314,9.47,23.608,60.666,-5.932,-4.652,-4.832,-5.44
53,-9.765,-8.072,-6.73,-8.68,-5.796,0.324,1.052,-1.096,6.36,30.784,25.338,-1.212,-14.676,-14.79,-15.852,-11.536,-4.556,8.752,22.804,59.86,-6.02,-4.736,-4.988,-5.572
54,-10.015,-8.28,-7.0,-8.998,-6.16,0.012,0.81,-1.424,6.0,30.48,25.044,-1.458,-15.04,-15.2,-16.35,-12.16,-5.368,8.01,21.976,59.0,-6.132,-4.86,-5.016,-5.752
55,-10.265,-8.448,-7.27,-9.308,-6.5,-0.24,0.56,-1.672,6.034,30.3,24.806,-1.76,-15.344,-15.61,-16.808,-12.76,-5.66,7.26,21.228,58.534,-6.22,-4.976,-5.108,-5.852
56,-10.42,-8.54,-7.36,-9.568,-6.852,-0.556,0.314,-2.012,5.774,30.008,24.536,-2.102,-15.58,-15.78,-17.056,-13.492,-6.476,6.514,20.388,57.774,-6.292,-5.116,-5.184,-6.016
57,-10.56,-8.624,-7.56,-9.88,-7.184,-0.862,0.042,-2.36,5.47,29.856,24.328,-2.34,-15.752,-16.08,-17.58,-14.084,-7.282,5.742,19.54,56.97,-6.404,-5.18,-5.332,-6.02
58,-10.715,-8.842,-7.875,-10.192,-7.58,-1.202,-0.266,-2.704,5.17,29.54,24.068,-2.438,-16.066,-16.525,-18.104,-14.98,-8.122,4.934,18.696,56.17,-6.564,-5.264,-5.344,-6.2
59,-10.865,-8.978,-7.93,-10.124,-7.848,-1.494,-0.518,-2.968,4.874,29.272,23.728,-2.756,-16.314,-16.79,-18.216,-15.268,-8.914,4.182,17.932,55.374,-6.68,-5.344,-5.452,-6.332
60,-11.035,-9.132,-8.185,-10.42,-8.156,-1.778,-0.726,-3.268,4.616,28.972,23.384,-3.084,-16.596,-17.155,-18.596,-15.836,-9.698,3.474,17.132,54.616,-6.768,-5.412,-5.64,-6.272
61,-11.225,-9.328,-8.475,-10.756,-8.584,-2.156,-1.074,-3.64,4.284,28.804,23.124,-3.338,-16.864,-17.625,-19.176,-16.764,-10.576,2.626,16.26,53.784,-6.892,-5.496,-5.724,-6.388
62,-11.38,-9.468,-8.565,-11.034,-8.868,-2.438,-1.322,-3.9,4.088,28.652,23.01,-3.58,-17.104,-17.795,-19.538,-17.188,-11.358,1.878,15.5,53.088,-6.956,-5.628,-5.832,-6.488
63,-11.54,-9.59,-8.8,-11.328,-9.032,-2.608,-1.48,-4.16,3.806,28.5,22.94,-3.774,-17.35,-18.1,-19.98,-17.012,-11.568,1.22,14.74,52.306,-7.064,-5.736,-5.9,-6.636
64,-11.715,-9.722,-8.985,-11.438,-9.316,-2.824,-1.546,-2.468,3.902,28.324,22.704,-3.718,-17.606,-18.455,-20.302,-17.436,-11.824,2.454,24.332,51.902,-7.168,-5.824,-6.016,-6.832
65,-11.85,-9.826,-9.04,-11.716,-9.612,-3.142,-1.766,-2.816,3.594,27.992,22.504,-4.052,-17.818,-18.62,-20.664,-17.872,-12.642,1.734,23.484,51.094,-7.304,-5.94,-6.012,-7.044
66,-12.04,-9.984,-9.08,-11.798,-9.988,-3.46,-2.036,-3.116,3.254,27.648,22.202,-4.404,-18.132,-18.84,-20.734,-18.628,-13.46,0.964,22.684,50.254,-7.368,-6.088,-6.088,-7.112
67,-12.22,-10.114,-9.115,-11.69,-9.404,-0.558,-2.054,-3.356,2.966,27.384,21.976,-4.63,-18.442,-19.045,-20.678,-18.304,-11.058,2.246,21.944,49.466,-7.432,-6.24,-6.156,-7.116
68,-12.43,-10.286,-9.165,-11.804,-8.752,2.344,-2.09,-3.496,2.716,27.36,21.782,-4.864,-18.778,-19.295,-20.972,-17.672,-8.656,3.51,21.304,48.716,-7.524,-6.368,-6.216,-7.344
69,-12.545,-10.388,-9.195,-12.068,-9.052,2.056,-2.34,-3.684,2.556,27.268,21.952,-4.912,-18.984,-19.385,-21.224,-18.232,-9.444,2.76,20.616,48.056,-7.616,-6.488,-6.292,-7.556
70,-12.765,-10.576,-9.375,-12.176,-9.344,1.694,-2.678,-4.076,2.164,26.888,21.602,-5.296,-19.288,-19.725,-21.512,-18.664,-10.306,1.922,19.724,47.164,-7.72,-6.616,-6.328,-7.704
71,-12.97,-10.776,-9.71,-12.538,-9.7,1.292,-3.044,-4.46,1.818,26.548,21.37,-5.32,-19.668,-20.33,-22.15,-19.28,-11.208,1.056,18.84,46.318,-7.816,-6.7,-6.468,-7.82
72,-13.145,-10.948,-9.925,-12.664,-9.156,1.044,-3.294,-4.756,1.558,26.38,21.274,-5.514,-19.984,-20.775,-22.424,-18.996,-11.496,0.306,18.044,45.558,-7.936,-6.808,-6.512,-7.92
73,-13.37,-11.148,-10.125,-12.95,-9.428,0.828,-3.374,-4.996,1.276,26.04,21.034,-5.638,-20.304,-21.175,-22.698,-19.408,-11.752,1.526,17.304,44.776,-7.984,-6.924,-6.684,-8.148
74,-13.54,-11.318,-10.175,-13.084,-8.948,0.602,-3.416,-5.136,1.686,27.696,24.214,-0.66,-20.594,-21.425,-23.076,-19.428,-12.018,2.784,16.664,44.686,-8.064,-7.016,-6.84,-8.216
75,-13.755,-11.522,-10.345,-13.404,-9.272,0.226,-3.724,-5.372,1.742,27.568,24.416,-0.65,-20.966,-21.835,-23.576,-19.892,-12.894,1.976,15.928,44.242,-8.16,-7.144,-6.892,-8.3
76,-13.94,-11.648,-10.355,-13.48,-9.556,0.024,-3.88,-5.456,1.912,27.44,24.72,-0.568,-21.224,-21.965,-23.704,-20.316,-13.136,1.32,15.344,43.912,-8.276,-7.228,-6.992,-8.416
77,-14.065,-11.808,-10.31,-13.774,-9.884,-0.302,-4.2,-5.784,1.582,27.128,24.4,-0.84,-21.484,-22.13,-24.082,-20.904,-13.962,0.5,14.516,43.082,-8.356,-7.372,-7.044,-8.404
78,-14.24,-11.992,-10.64,-14.118,-10.312,-0.698,-4.56,-6.212,1.202,26.736,24.034,-1.2,-21.816,-22.62,-24.734,-21.832,-14.858,-0.36,13.588,42.202,-8.488,-7.452,-7.12,-8.488
79,-14.42,-12.126,-10.905,-14.434,-10.684,-1.066,-4.844,-6.54,0.874,26.496,23.778,-1.466,-22.058,-23.015,-25.262,-22.584,-15.726,-1.144,12.76,41.374,-8.564,-7.596,-7.18,-8.668
80,-14.665,-12.352,-11.11,-14.752,-11.036,-1.434,-5.202,-6.956,0.456,26.132,23.402,-1.882,-22.436,-23.43,-25.728,-23.196,-16.594,-2.002,11.844,40.456,-8.636,-7.728,-7.272,-8.752
81,-14.855,-12.534,-11.3,-14.882,-11.368,-1.756,-5.52,-7.292,0.162,25.824,23.09,-2.154,-22.722,-23.8,-26.102,-23.788,-17.416,-2.82,11.008,39.662,-8.756,-7.768,-7.452,-8.98
82,-15.01,-12.632,-11.335,-14.768,-10.624,-1.862,-5.578,-7.428,-0.036,25.636,22.974,-2.13,-22.936,-23.905,-26.104,-22.824,-17.562,-3.378,10.372,38.964,-8.86,-7.844,-7.592,-9.128
83,-15.155,-12.762,-11.47,-14.698,-10.984,-2.224,-5.858,-7.716,-0.332,25.336,22.722,-2.494,-23.206,-24.21,-26.342,-23.444,-18.424,-4.158,9.584,38.168,-8.936,-7.952,-7.724,-9.292
84,-15.335,-12.93,-11.645,-15.036,-11.296,-2.576,-6.17,-8.116,-0.74,25.0,22.414,-2.556,-23.51,-24.635,-26.892,-23.896,-19.276,-4.97,8.684,37.26,-9.032,-8.104,-7.728,-9.488
85,-15.48,-13.1,-11.825,-14.966,-10.7,0.282,-6.24,-8.36,-1.062,24.78,22.23,-2.828,-23.78,-24.975,-27.034,-23.44,-16.918,-3.74,7.94,36.438,-9.096,-8.212,-7.884,-9.572
86,-15.595,-13.23,-11.905,-15.048,-10.932,0.19,-6.254,-8.468,-1.268,24.564,22.044,-3.056,-23.99,-25.115,-27.168,-23.692,-16.59,-2.454,7.332,35.732,-9.232,-8.304,-7.928,-9.848
87,-15.78,-13.444,-12.145,-15.158,-11.232,-0.068,-6.558,-8.86,-1.66,24.2,21.672,-3.446,-24.292,-25.535,-27.458,-24.132,-16.888,-3.258,6.44,34.84,-9.348,-8.36,-8.084,-9.932
88,-15.945,-13.554,-12.28,-15.444,-11.636,-0.394,-6.846,-9.172,-1.964,23.912,21.312,-3.808,-24.482,-25.74,-27.892,-25.036,-17.714,-4.046,5.628,34.036,-9.5,-8.432,-8.136,-10.096
89,-16.14,-13.71,-12.365,-15.532,-11.084,-0.648,-7.072,-9.4,-2.19,23.652,21.026,-4.088,-24.75,-25.995,-28.064,-24.744,-18.008,-4.772,4.9,33.31,-9.584,-8.568,-8.196,-10.132
90,-16.345,-13.874,-12.565,-15.842,-11.456,-0.926,-7.1,-9.648,-2.47,23.34,20.74,-4.35,-25.042,-26.295,-28.554,-25.496,-18.326,-3.5,4.152,32.53,-9.704,-8.628,-8.336,-10.136
91,-16.595,-14.128,-12.875,-16.212,-11.78,-1.208,-7.346,-9.968,-2.756,23.116,20.606,-4.242,-25.484,-26.825,-29.232,-25.96,-18.648,-4.246,3.332,31.744,-9.792,-8.724,-8.468,-10.316
92,-16.815,-14.326,-13.03,-16.34,-12.096,-1.534,-7.662,-10.24,-2.998,22.944,20.626,-4.078,-25.798,-27.19,-29.572,-26.416,-19.474,-5.062,2.56,31.002,-9.872,-8.84,-8.576,-10.448
93,-16.965,-14.398,-13.055,-16.616,-12.408,-1.834,-7.96,-10.616,-3.356,22.608,20.248,-4.48,-25.994,-27.365,-29.836,-26.988,-20.274,-5.86,1.684,30.144,-10.016,-8.924,-8.62,-10.452
94,-17.04,-14.514,-13.255,-16.71,-12.724,-2.074,-8.186,-10.808,-3.59,22.56,20.198,-4.67,-26.202,-27.665,-30.11,-27.564,-20.554,-6.586,0.992,29.41,-10.096,-9.064,-8.68,-10.616
95,-17.18,-14.642,-13.365,-16.996,-13.012,-2.36,-8.458,-11.132,-3.82,22.508,20.074,-4.898,-26.446,-27.895,-30.48,-27.992,-20.88,-7.358,0.168,28.68,-10.2,-9.156,-8.788,-10.732
96,-17.36,-14.742,-13.335,-17.1,-13.232,-2.57,-8.642,-11.352,-3.668,22.384,19.926,-5.106,-26.706,-28.005,-30.732,-28.112,-21.13,-8.042,-0.552,28.332,-10.324,-9.24,-8.872,-10.992
97,-17.585,-14.906,-13.58,-17.27,-13.58,-2.944,-8.918,-11.636,-4.004,22.06,19.662,-5.156,-27.018,-28.44,-31.274,-28.72,-22.004,-8.818,-1.336,27.496,-10.456,-9.316,-8.956,-11.124
98,-17.705,-15.028,-13.635,-17.184,-13.768,-3.17,-9.106,-11.892,-3.982,21.9,19.556,-5.072,-27.224,-28.705,-31.304,-28.688,-22.27,-9.506,-2.092,27.018,-10.6,-9.356,-9.088,-11.272
99,-17.875,-15.164,-13.795,-17.314,-14.008,-3.506,-9.39,-12.232,-4.32,21.564,19.226,-5.382,-27.452,-29.085,-31.678,-28.828,-23.106,-10.29,-2.932,26.18,-10.712,-9.444,-9.188,-11.372
100,-18.065,-15.318,-13.995,-17.632,-14.364,-3.776,-9.5,-12.46,-4.176,21.48,19.036,-5.634,-27.774,-29.385,-32.24,-29.444,-23.416,-9.1,-3.66,25.824,-10.848,-9.452,-9.4,-11.456
101,-18.255,-15.464,-14.32,-17.93,-14.684,-4.062,-9.648,-12.724,-4.508,21.188,18.828,-5.686,-28.012,-29.86,-32.59,-30.024,-23.742,-7.948,-4.424,24.992,-10.944,-9.588,-9.436,-11.54
102,-18.455,-15.622,-14.49,-18.004,-14.908,-4.2,-9.83,-13.032,-4.806,20.868,18.572,-5.968,-28.266,-30.17,-32.684,-30.148,-23.46,-8.63,-5.232,24.194,-11.012,-9.708,-9.56,-11.544
103,-18.62,-15.756,-14.755,-18.096,-14.316,-4.364,-10.08,-13.312,-5.03,20.748,18.336,-6.258,-28.508,-30.565,-32.924,-29.696,-23.204,-9.38,-6.012,23.47,-11.136,-9.808,-9.612,-11.676
104,-18.795,-15.908,-14.875,-18.026,-14.584,-4.5,-10.272,-13.596,-5.328,20.568,18.09,-6.292,-28.784,-30.825,-33.162,-29.984,-22.92,-10.072,-6.796,22.672,-11.252,-9.868,-9.76,-11.712
105,-19.04,-16.096,-15.035,-18.354,-14.984,-4.882,-10.624,-13.956,-5.726,20.212,17.732,-6.614,-29.128,-31.205,-33.702,-30.764,-23.802,-10.924,-7.656,21.774,-11.344,-9.944,-9.924,-11.7
106,-19.23,-16.252,-15.225,-18.67,-15.34,-5.216,-10.912,-14.224,-6.018,19.864,17.416,-6.97,-29.396,-31.575,-34.198,-31.38,-24.636,-11.712,-8.424,20.982,-11.456,-10.036,-10.016,-11.88
107,-19.39,-16.382,-15.28,-18.768,-15.624,-5.354,-11.116,-14.444,-6.244,19.688,17.588,-7.008,-29.626,-31.84,-34.348,-31.804,-24.354,-12.416,-9.144,20.256,-11.54,-10.14,-10.14,-11.964
108,-19.54,-16.532,-15.515,-19.088,-15.936,-5.676,-11.334,-14.732,-6.524,19.4,17.276,-7.29,-29.836,-32.245,-34.912,-32.256,-25.176,-13.134,-9.932,19.476,-11.64,-10.236,-10.248,-12.0
109,-19.755,-16.736,-15.765,-19.206,-15.392,-5.944,-11.634,-15.048,-6.834,19.144,17.146,-7.24,-30.208,-32.695,-35.178,-31.972,-25.484,-13.934,-10.748,18.666,-11.78,-10.3,-10.34,-12.084
110,-19.96,-16.924,-16.035,-19.498,-15.66,-6.306,-11.914,-15.404,-7.174,18.964,16.86,-7.554,-30.512,-33.105,-35.522,-32.26,-26.346,-14.714,-11.604,17.826,-11.924,-10.38,-10.392,-12.072
111,-20.185,-17.126,-16.23,-19.632,-15.984,-6.61,-12.18,-15.784,-7.538,18.652,16.582,-7.844,-30.818,-33.49,-35.804,-32.724,-26.69,-15.48,-12.484,16.962,-12.02,-10.496,-10.468,-12.172
112,-20.375,-17.296,-16.44,-19.738,-16.28,-6.944,-12.454,-16.064,-7.872,18.324,16.26,-8.13,-31.088,-33.82,-36.122,-33.16,-27.524,-16.254,-13.264,16.128,-12.088,-10.592,-10.64,-12.416
113,-20.55,-17.452,-16.74,-20.042,-16.62,-7.288,-12.7,-16.236,-8.162,18.02,15.914,-8.492,-31.316,-34.22,-36.638,-33.76,-28.368,-17.0,-13.936,15.338,-12.14,-10.728,-10.764,-12.644
114,-20.785,-17.61,-17.005,-20.36,-16.952,-7.626,-12.964,-16.6,-8.532,17.712,15.598,-8.812,-31.63,-34.615,-37.2,-34.472,-29.206,-17.764,-14.8,14.468,-12.204,-10.828,-10.936,-12.632
115,-20.98,-17.778,-17.07,-20.432,-17.272,-7.942,-13.18,-16.864,-8.826,17.52,15.542,-8.864,-31.894,-34.81,-37.324,-35.052,-30.022,-18.48,-15.564,13.674,-12.328,-10.924,-10.996,-12.764
116,-21.23,-17.994,-17.355,-20.754,-17.664,-8.294,-13.424,-17.2,-9.154,17.152,15.19,-9.208,-32.262,-35.265,-37.826,-35.824,-30.874,-19.224,-16.4,12.846,-12.404,-11.016,-11.16,-12.864
117,-21.405,-18.126,-17.595,-21.032,-17.88,-8.408,-13.428,-15.504,-1.48,17.928,15.466,-7.512,-32.498,-35.585,-38.252,-36.06,-30.568,-17.928,-6.804,60.02,-12.496,-11.12,-11.268,-12.916
